1:Timestamp,1:Sync,1:Aux,1:Fx,1:Fy,1:Fz,1:Mx,1:My,1:Mz,1:COPx,1:COPy,2:Timestamp,2:Sync,2:Aux,2:Fx,2:Fy,2:Fz,2:Mx,2:My,2:Mz,2:COPx,2:COPy
0.000000,0.000000,0.000000,63.835224,55.968079,780.625610,1045.232422,362.724792,-110.394402,-0.464659,1.338968,0.000000,0.000000,0.000000,9.222563,-51.347530,184.819458,197.170410,-89.044373,-31.151104,0.481791,1.066827
0.000000,0.000000,0.000000,64.903343,55.815491,785.813599,1051.580322,365.166199,-111.126823,-0.464698,1.338206,0.000000,0.000000,0.000000,6.323380,-50.584583,181.767700,193.752441,-87.335327,-27.611052,0.480478,1.065934
0.000000,0.000000,0.000000,65.208519,55.662903,791.001587,1056.218994,367.363464,-110.516472,-0.464428,1.335293,0.000000,0.000000,0.000000,4.950084,-50.126820,178.410767,189.357910,-85.260132,-26.634485,0.477887,1.061359
0.000000,0.000000,0.000000,65.666283,55.815491,794.968872,1060.125244,369.560730,-110.150261,-0.464874,1.333543,0.000000,0.000000,0.000000,5.865615,-49.211288,172.612427,183.986816,-82.208374,-27.611052,0.476260,1.065896
0.000000,0.000000,0.000000,66.886993,55.968079,799.851685,1066.717041,372.246277,-111.493034,-0.465394,1.333644,0.000000,0.000000,0.000000,7.238912,-47.227638,164.067505,175.441895,-78.057983,-27.977262,0.475767,1.069327
0.000000,0.000000,0.000000,69.023232,55.662903,806.565552,1075.506104,375.542175,-113.934456,-0.465607,1.333439,0.000000,0.000000,0.000000,6.781146,-44.175869,155.827515,166.896973,-74.273804,-25.902060,0.476641,1.071037
0.000000,0.000000,0.000000,70.854294,54.747368,813.889771,1085.271729,378.838135,-115.399300,-0.465466,1.333438,0.000000,0.000000,0.000000,4.492319,-41.581863,151.555054,162.990723,-72.076477,-22.362007,0.475580,1.075456
0.000000,0.000000,0.000000,71.769821,54.137016,822.434692,1094.549072,382.011963,-114.788948,-0.464489,1.330864,0.000000,0.000000,0.000000,2.050903,-40.055977,149.113647,161.037598,-70.977844,-19.188166,0.475998,1.079965
0.000000,0.000000,0.000000,72.227592,53.831841,829.453979,1102.361572,385.063721,-114.056526,-0.464238,1.329021,0.000000,0.000000,0.000000,1.440549,-38.224918,144.841187,155.910645,-69.268860,-17.479176,0.478240,1.076425
0.000000,0.000000,0.000000,72.074997,54.137016,834.336792,1109.685791,387.749268,-113.446167,-0.464740,1.330021,0.000000,0.000000,0.000000,3.424199,-34.410206,139.042847,147.854004,-66.095032,-17.601246,0.475357,1.063370
0.000000,0.000000,0.000000,71.006882,54.747368,841.966187,1120.184082,390.801025,-112.713745,-0.464153,1.330438,0.000000,0.000000,0.000000,5.713027,-29.527370,129.887573,138.332275,-61.944641,-17.967457,0.476910,1.065015
0.000000,0.000000,0.000000,70.701706,55.052544,851.121460,1131.170410,394.341125,-112.469604,-0.463319,1.329035,0.000000,0.000000,0.000000,6.018204,-25.254894,121.342651,130.519775,-58.160461,-17.112963,0.479308,1.075630
0.000000,0.000000,0.000000,71.159470,55.357719,858.445679,1141.180176,397.759094,-112.103394,-0.463348,1.329356,0.000000,0.000000,0.000000,5.102673,-22.660889,117.375366,127.590088,-55.963135,-15.526042,0.476788,1.087026
