delta_c/2pi (MHz),Omega_p/2pi (MHz),Ion Amplitude (arb. units)
251.8229697,5.866820044,0.403603477
251.8229697,5.890407902,0.40383649
251.8229697,5.913995759,0.404067587
251.8229697,5.937583617,0.404295451
251.8229697,5.961171475,0.404518769
251.8229697,5.984759333,0.404736301
251.8229697,6.008347191,0.404947087
251.8229697,6.031935048,0.405150747
251.8229697,6.055522906,0.405347753
251.8229697,6.079110764,0.405539406
251.8229697,6.102698622,0.405727563
251.8229697,6.12628648,0.405914333
251.8229697,6.149874337,0.406101887
251.8229697,6.173462195,0.406292401
251.8229697,6.197050053,0.406488048
251.8229697,6.220637911,0.406691003
251.8229697,6.244225768,0.40690344
251.8229697,6.267813626,0.407127534
251.8229697,6.291401484,0.407365459
251.8229697,6.314989342,0.407619388
251.8229697,6.3385772,0.407891497
251.8229697,6.362165057,0.40818396
251.8229697,6.385752915,0.408498951
251.8229697,6.409340773,0.408838644
251.8229697,6.432928631,0.409205188
251.8229697,6.456516489,0.409600539
251.8229697,6.480104346,0.410026119
251.8229697,6.503692204,0.410482378
251.8229697,6.527280062,0.410968566
251.8229697,6.55086792,0.411482932
251.8229697,6.574455777,0.412023151
251.8229697,6.598043635,0.412586686
251.8229697,6.621631493,0.413170965
251.8229697,6.645219351,0.413773417
251.8229697,6.668807209,0.41439147
251.8229697,6.692395066,0.415022553
251.8229697,6.715982924,0.415664095
251.8229697,6.739570782,0.416313524
251.8229697,6.76315864,0.416968269
251.8229697,6.786746498,0.417625759
251.8229697,6.810334355,0.418283423
251.8229697,6.833922213,0.418938688
251.8229697,6.857510071,0.419588984
251.8229697,6.881097929,0.420231739
251.8229697,6.904685786,0.420864383
251.8229697,6.928273644,0.421484342
251.8229697,6.951861502,0.422089048
251.8229697,6.97544936,0.422675927
251.8229697,6.999037218,0.423242408
251.8229697,7.022625075,0.423785921
251.8229697,7.046212933,0.424303894
251.8229697,7.069800791,0.424793755
251.8229697,7.093388649,0.425252934
251.8229697,7.116976506,0.425678858
251.8229697,7.140564364,0.426068957
251.8229697,7.164152222,0.426420659
251.8229697,7.18774008,0.426731393
251.8229697,7.211327938,0.426998587
251.8229697,7.234915795,0.427219671
251.8229697,7.258503653,0.427392072
251.8229697,7.282091511,0.42751322
251.8229697,7.305679369,0.427580543
251.8229697,7.329267227,0.42759147
251.8229697,7.352855084,0.427543429
251.8229697,7.376442942,0.427433849
251.8229697,7.4000308,0.427260159
251.8229697,7.423618658,0.427019787
251.8229697,7.447206515,0.426710162
251.8229697,7.470794373,0.426328713
251.8229697,7.494382231,0.425872869
251.8229697,7.517970089,0.425368506
251.8229697,7.541557947,0.424874221
251.8229697,7.565145804,0.424479148
253.3232902,0.512376327,0.332961194
253.3232902,0.535964185,0.333743301
253.3232902,0.559552042,0.334769611
253.3232902,0.5831399,0.335895214
253.3232902,0.606727758,0.337020258
253.3232902,0.630315616,0.338097397
253.3232902,0.653903473,0.339127954
253.3232902,0.677491331,0.340113251
253.3232902,0.701079189,0.341054612
253.3232902,0.724667047,0.341953358
253.3232902,0.748254905,0.342810812
253.3232902,0.771842762,0.343628297
253.3232902,0.79543062,0.344407136
253.3232902,0.819018478,0.345148651
253.3232902,0.842606336,0.345854165
253.3232902,0.866194194,0.346525001
253.3232902,0.889782051,0.347162481
253.3232902,0.913369909,0.347767927
253.3232902,0.936957767,0.348342664
253.3232902,0.960545625,0.348888012
253.3232902,0.984133482,0.349405295
253.3232902,1.00772134,0.349895836
253.3232902,1.031309198,0.350360957
253.3232902,1.054897056,0.350801981
253.3232902,1.078484914,0.35122023
253.3232902,1.102072771,0.351617028
253.3232902,1.125660629,0.351993696
253.3232902,1.149248487,0.352351558
253.3232902,1.172836345,0.352691935
253.3232902,1.196424202,0.353016152
253.3232902,1.22001206,0.35332553
253.3232902,1.243599918,0.353621392
253.3232902,1.267187776,0.35390506
253.3232902,1.290775634,0.354177859
253.3232902,1.314363491,0.354441109
253.3232902,1.337951349,0.354696133
253.3232902,1.361539207,0.354944255
253.3232902,1.385127065,0.355186797
253.3232902,1.408714923,0.355425082
253.3232902,1.43230278,0.355660432
253.3232902,1.455890638,0.35589417
253.3232902,1.479478496,0.356127618
253.3232902,1.503066354,0.356362093
253.3232902,1.526654211,0.356598886
253.3232902,1.550242069,0.35683924
253.3232902,1.573829927,0.357084327
253.3232902,1.597417785,0.357335248
253.3232902,1.621005643,0.357593058
253.3232902,1.6445935,0.35785879
253.3232902,1.668181358,0.358133473
253.3232902,1.691769216,0.358418135
253.3232902,1.715357074,0.358713805
253.3232902,1.738944932,0.35902151
253.3232902,1.762532789,0.35934228
253.3232902,1.786120647,0.359677143
253.3232902,1.809708505,0.360027126
253.3232902,1.833296363,0.360393258
253.3232902,1.85688422,0.360776568
253.3232902,1.880472078,0.361178084
253.3232902,1.904059936,0.361598834
253.3232902,1.927647794,0.362039846
253.3232902,1.951235652,0.362502149
253.3232902,1.974823509,0.362986772
253.3232902,1.998411367,0.363494725
253.3232902,2.021999225,0.364026858
253.3232902,2.045587083,0.364583539
253.3232902,2.069174941,0.365164217
253.3232902,2.092762798,0.365767152
253.3232902,2.116350656,0.366389559
253.3232902,2.139938514,0.367028033
253.3232902,2.163526372,0.367678918
253.3232902,2.187114229,0.368338511
253.3232902,2.210702087,0.369003111
253.3232902,2.234289945,0.369669016
253.3232902,2.257877803,0.370332523
253.3232902,2.281465661,0.370989931
253.3232902,2.305053518,0.371637539
253.3232902,2.328641376,0.372271643
253.3232902,2.352229234,0.372888543
253.3232902,2.375817092,0.373484535
253.3232902,2.39940495,0.374055919
253.3232902,2.422992807,0.374598993
253.3232902,2.446580665,0.375110055
253.3232902,2.470168523,0.375585499
253.3232902,2.493756381,0.37602215
253.3232902,2.517344238,0.376417849
253.3232902,2.540932096,0.376772041
253.3232902,2.564519954,0.37708591
253.3232902,2.588107812,0.377361907
253.3232902,2.61169567,0.377603117
253.3232902,2.635283527,0.377812817
253.3232902,2.658871385,0.377994301
253.3232902,2.682459243,0.378150859
253.3232902,2.706047101,0.378285786
253.3232902,2.729634959,0.378402372
253.3232902,2.753222816,0.378503911
253.3232902,2.776810674,0.378593694
253.3232902,2.800398532,0.378675014
253.3232902,2.82398639,0.378751163
253.3232902,2.847574247,0.378825433
253.3232902,2.871162105,0.378901117
253.3232902,2.894749963,0.378981507
253.3232902,2.918337821,0.379069896
253.3232902,2.941925679,0.379169539
253.3232902,2.965513536,0.379283474
253.3232902,2.989101394,0.379414153
253.3232902,3.012689252,0.37956301
253.3232902,3.03627711,0.379730276
253.3232902,3.059864967,0.379915208
253.3232902,3.083452825,0.380116538
253.3232902,3.107040683,0.380332806
253.3232902,3.130628541,0.380562528
253.3232902,3.154216399,0.38080422
253.3232902,3.177804256,0.381056399
253.3232902,3.201392114,0.381317581
253.3232902,3.224979972,0.381586283
253.3232902,3.24856783,0.38186102
253.3232902,3.272155688,0.382140311
253.3232902,3.295743545,0.38242267
253.3232902,3.319331403,0.382706615
253.3232902,3.342919261,0.382990662
253.3232902,3.366507119,0.383273326
253.3232902,3.390094976,0.383553126
253.3232902,3.413682834,0.383828577
253.3232902,3.437270692,0.384098229
253.3232902,3.46085855,0.384360767
253.3232902,3.484446408,0.384615181
253.3232902,3.508034265,0.384860927
253.3232902,3.531622123,0.385097949
253.3232902,3.555209981,0.385326535
253.3232902,3.578797839,0.385547139
253.3232902,3.602385697,0.385760262
253.3232902,3.625973554,0.385966407
253.3232902,3.649561412,0.386166079
253.3232902,3.67314927,0.386359781
253.3232902,3.696737128,0.386548017
253.3232902,3.720324985,0.386731291
253.3232902,3.743912843,0.386910106
253.3232902,3.767500701,0.387084966
253.3232902,3.791088559,0.387256376
253.3232902,3.814676417,0.387424838
253.3232902,3.838264274,0.387590857
253.3232902,3.861852132,0.387754937
253.3232902,3.88543999,0.38791758
253.3232902,3.909027848,0.388079292
253.3232902,3.932615706,0.388240575
253.3232902,3.956203563,0.388401934
253.3232902,3.979791421,0.388563872
253.3232902,4.003379279,0.38872689
253.3232902,4.026967137,0.388891481
253.3232902,4.050554994,0.389058124
253.3232902,4.074142852,0.389227271
253.3232902,4.09773071,0.389399359
253.3232902,4.121318568,0.389574807
253.3232902,4.144906426,0.389754032
253.3232902,4.168494283,0.389937448
253.3232902,4.192082141,0.39012547
253.3232902,4.215669999,0.390318512
253.3232902,4.239257857,0.390516989
253.3232902,4.262845715,0.390721314
253.3232902,4.286433572,0.390931903
253.3232902,4.31002143,0.39114917
253.3232902,4.333609288,0.391373529
253.3232902,4.357197146,0.391605395
253.3232902,4.380785003,0.391845182
253.3232902,4.404372861,0.392093305
253.3232902,4.427960719,0.392350177
253.3232902,4.451548577,0.392616215
253.3232902,4.475136435,0.392891821
253.3232902,4.498724292,0.393177311
253.3232902,4.52231215,0.393472744
253.3232902,4.545900008,0.393777696
253.3232902,4.569487866,0.394091127
253.3232902,4.593075724,0.394411471
253.3232902,4.616663581,0.39473685
253.3232902,4.640251439,0.395065261
253.3232902,4.663839297,0.395394686
253.3232902,4.687427155,0.395723102
253.3232902,4.711015012,0.396048487
253.3232902,4.73460287,0.396368822
253.3232902,4.758190728,0.396682083
253.3232902,4.781778586,0.396986251
253.3232902,4.805366444,0.397279304
253.3232902,4.828954301,0.39755922
253.3232902,4.852542159,0.397823978
253.3232902,4.876130017,0.398071558
253.3232902,4.899717875,0.398299937
253.3232902,4.923305732,0.398507094
253.3232902,4.94689359,0.398691008
253.3232902,4.970481448,0.398849658
253.3232902,4.994069306,0.398981023
253.3232902,5.017657164,0.399083093
253.3232902,5.041245021,0.399154039
253.3232902,5.064832879,0.399192608
253.3232902,5.088420737,0.399198725
253.3232902,5.112008595,0.39917392
253.3232902,5.135596453,0.399121217
253.3232902,5.15918431,0.399044587
253.3232902,5.182772168,0.398948406
253.3232902,5.206360026,0.398837138
253.3232902,5.229947884,0.398715248
253.3232902,5.253535741,0.398587202
253.3232902,5.277123599,0.398457466
253.3232902,5.300711457,0.398330505
253.3232902,5.324299315,0.398210785
253.3232902,5.347887173,0.398102771
253.3232902,5.37147503,0.39801093
253.3232902,5.395062888,0.397939726
253.3232902,5.418650746,0.397893626
253.3232902,5.442238604,0.397877095
253.3232902,5.465826462,0.397894574
253.3232902,5.489414319,0.397950248
253.3232902,5.513002177,0.398047493
253.3232902,5.536590035,0.398188111
253.3232902,5.560177893,0.398371817
253.3232902,5.58376575,0.398596444
253.3232902,5.607353608,0.398858675
253.3232902,5.630941466,0.399154716
253.3232902,5.654529324,0.399480678
253.3232902,5.678117182,0.399832674
253.3232902,5.701705039,0.400206814
253.3232902,5.725292897,0.40059921
253.3232902,5.748880755,0.401005973
253.3232902,5.772468613,0.401423215
253.3232902,5.796056471,0.401847047
253.3232902,5.819644328,0.402273581
253.3232902,5.843232186,0.402698927
253.3232902,5.866820044,0.403119198
253.3232902,5.890407902,0.403530504
253.3232902,5.913995759,0.403928957
253.3232902,5.937583617,0.404310668
253.3232902,5.961171475,0.404671757
253.3232902,5.984759333,0.405008512
253.3232902,6.008347191,0.405317842
253.3232902,6.031935048,0.405597976
253.3232902,6.055522906,0.405849048
253.3232902,6.079110764,0.406073066
253.3232902,6.102698622,0.406273289
253.3232902,6.12628648,0.40645354
253.3232902,6.149874337,0.40661779
253.3232902,6.173462195,0.40677001
253.3232902,6.197050053,0.406914173
253.3232902,6.220637911,0.407054252
253.3232902,6.244225768,0.40719422
253.3232902,6.267813626,0.40733805
253.3232902,6.291401484,0.407489714
253.3232902,6.314989342,0.407653185
253.3232902,6.3385772,0.407832436
253.3232902,6.362165057,0.40803144
253.3232902,6.385752915,0.40825417
253.3232902,6.409340773,0.408504597
253.3232902,6.432928631,0.408786659
253.3232902,6.456516489,0.409104003
253.3232902,6.480104346,0.40945949
253.3232902,6.503692204,0.409854538
253.3232902,6.527280062,0.410288794
253.3232902,6.55086792,0.410760418
253.3232902,6.574455777,0.411266726
253.3232902,6.598043635,0.411804714
253.3232902,6.621631493,0.412371332
253.3232902,6.645219351,0.412963526
253.3232902,6.668807209,0.413578246
253.3232902,6.692395066,0.41421244
253.3232902,6.715982924,0.414863056
253.3232902,6.739570782,0.415527042
253.3232902,6.76315864,0.416201346
253.3232902,6.786746498,0.416882917
253.3232902,6.810334355,0.417568704
253.3232902,6.833922213,0.418255654
253.3232902,6.857510071,0.418940715
253.3232902,6.881097929,0.419620836
253.3232902,6.904685786,0.420292966
253.3232902,6.928273644,0.420954052
253.3232902,6.951861502,0.421601043
253.3232902,6.97544936,0.422230887
253.3232902,6.999037218,0.422840532
253.3232902,7.022625075,0.423426927
253.3232902,7.046212933,0.423987019
253.3232902,7.069800791,0.424517758
253.3232902,7.093388649,0.425016092
253.3232902,7.116976506,0.425478968
253.3232902,7.140564364,0.425903335
253.3232902,7.164152222,0.426286141
253.3232902,7.18774008,0.426624335
253.3232902,7.211327938,0.426914865
253.3232902,7.234915795,0.427154679
253.3232902,7.258503653,0.427340725
253.3232902,7.282091511,0.427469952
253.3232902,7.305679369,0.427539308
253.3232902,7.329267227,0.427545741
253.3232902,7.352855084,0.4274862
253.3232902,7.376442942,0.427357633
253.3232902,7.4000308,0.427156987
253.3232902,7.423618658,0.426881212
253.3232902,7.447206515,0.426527256
253.3232902,7.470794373,0.426092066
253.3232902,7.494382231,0.425572592
253.3232902,7.517970089,0.424998169
253.3232902,7.541557947,0.424435387
253.3232902,7.565145804,0.423985627
254.8236107,0.512376327,0.332782321
254.8236107,0.535964185,0.333626637
254.8236107,0.559552042,0.334731868
254.8236107,0.5831399,0.335939807
254.8236107,0.606727758,0.337141796
254.8236107,0.630315616,0.338286562
254.8236107,0.653903473,0.339375817
254.8236107,0.677491331,0.340411272
254.8236107,0.701079189,0.341394639
254.8236107,0.724667047,0.342327627
254.8236107,0.748254905,0.34321195
254.8236107,0.771842762,0.344049317
254.8236107,0.79543062,0.344841439
254.8236107,0.819018478,0.345590029
254.8236107,0.842606336,0.346296797
254.8236107,0.866194194,0.346963453
254.8236107,0.889782051,0.34759171
254.8236107,0.913369909,0.348183278
254.8236107,0.936957767,0.348739869
254.8236107,0.960545625,0.349263193
254.8236107,0.984133482,0.349754962
254.8236107,1.00772134,0.350216887
254.8236107,1.031309198,0.350650679
254.8236107,1.054897056,0.351058049
254.8236107,1.078484914,0.351440708
254.8236107,1.102072771,0.351800367
254.8236107,1.125660629,0.352138738
254.8236107,1.149248487,0.352457531
254.8236107,1.172836345,0.352758458
254.8236107,1.196424202,0.35304323
254.8236107,1.22001206,0.353313558
254.8236107,1.243599918,0.353571153
254.8236107,1.267187776,0.353817726
254.8236107,1.290775634,0.354054988
254.8236107,1.314363491,0.354284651
254.8236107,1.337951349,0.354508425
254.8236107,1.361539207,0.354728022
254.8236107,1.385127065,0.354945153
254.8236107,1.408714923,0.355161528
254.8236107,1.43230278,0.35537886
254.8236107,1.455890638,0.355598859
254.8236107,1.479478496,0.355823235
254.8236107,1.503066354,0.35605367
254.8236107,1.526654211,0.356291749
254.8236107,1.550242069,0.356538847
254.8236107,1.573829927,0.356796036
254.8236107,1.597417785,0.357064098
254.8236107,1.621005643,0.357343615
254.8236107,1.6445935,0.357635082
254.8236107,1.668181358,0.357938973
254.8236107,1.691769216,0.358255761
254.8236107,1.715357074,0.358585916
254.8236107,1.738944932,0.358929913
254.8236107,1.762532789,0.359288222
254.8236107,1.786120647,0.359661317
254.8236107,1.809708505,0.36004967
254.8236107,1.833296363,0.360453753
254.8236107,1.85688422,0.360874039
254.8236107,1.880472078,0.361310999
254.8236107,1.904059936,0.361765107
254.8236107,1.927647794,0.362236835
254.8236107,1.951235652,0.362726655
254.8236107,1.974823509,0.36323504
254.8236107,1.998411367,0.363762449
254.8236107,2.021999225,0.364309218
254.8236107,2.045587083,0.364875318
254.8236107,2.069174941,0.365460021
254.8236107,2.092762798,0.366061695
254.8236107,2.116350656,0.366677914
254.8236107,2.139938514,0.36730578
254.8236107,2.163526372,0.367942204
254.8236107,2.187114229,0.368584064
254.8236107,2.210702087,0.369228237
254.8236107,2.234289945,0.369871598
254.8236107,2.257877803,0.370511026
254.8236107,2.281465661,0.371143396
254.8236107,2.305053518,0.371765587
254.8236107,2.328641376,0.372374473
254.8236107,2.352229234,0.372966933
254.8236107,2.375817092,0.373539844
254.8236107,2.39940495,0.374090081
254.8236107,2.422992807,0.374614523
254.8236107,2.446580665,0.375110046
254.8236107,2.470168523,0.375573607
254.8236107,2.493756381,0.376002528
254.8236107,2.517344238,0.376394981
254.8236107,2.540932096,0.37675049
254.8236107,2.564519954,0.37707004
254.8236107,2.588107812,0.377355683
254.8236107,2.61169567,0.377610001
254.8236107,2.635283527,0.377835741
254.8236107,2.658871385,0.37803566
254.8236107,2.682459243,0.378212518
254.8236107,2.706047101,0.378369072
254.8236107,2.729634959,0.378508081
254.8236107,2.753222816,0.378632302
254.8236107,2.776810674,0.378744494
254.8236107,2.800398532,0.378847415
254.8236107,2.82398639,0.378943823
254.8236107,2.847574247,0.379036476
254.8236107,2.871162105,0.379128133
254.8236107,2.894749963,0.379221551
254.8236107,2.918337821,0.379319489
254.8236107,2.941925679,0.379424676
254.8236107,2.965513536,0.37953966
254.8236107,2.989101394,0.379666511
254.8236107,3.012689252,0.379806463
254.8236107,3.03627711,0.379959765
254.8236107,3.059864967,0.380125867
254.8236107,3.083452825,0.380303788
254.8236107,3.107040683,0.380492388
254.8236107,3.130628541,0.380690511
254.8236107,3.154216399,0.380896999
254.8236107,3.177804256,0.381110694
254.8236107,3.201392114,0.38133044
254.8236107,3.224979972,0.381555078
254.8236107,3.24856783,0.381783451
254.8236107,3.272155688,0.382014402
254.8236107,3.295743545,0.382246773
254.8236107,3.319331403,0.382479407
254.8236107,3.342919261,0.382711146
254.8236107,3.366507119,0.382940832
254.8236107,3.390094976,0.383167309
254.8236107,3.413682834,0.383389418
254.8236107,3.437270692,0.383606035
254.8236107,3.46085855,0.38381616
254.8236107,3.484446408,0.384019082
254.8236107,3.508034265,0.384214531
254.8236107,3.531622123,0.384402697
254.8236107,3.555209981,0.384584095
254.8236107,3.578797839,0.384759395
254.8236107,3.602385697,0.384929313
254.8236107,3.625973554,0.385094566
254.8236107,3.649561412,0.385255874
254.8236107,3.67314927,0.385413954
254.8236107,3.696737128,0.385569523
254.8236107,3.720324985,0.385723301
254.8236107,3.743912843,0.385876006
254.8236107,3.767500701,0.386028355
254.8236107,3.791088559,0.386181067
254.8236107,3.814676417,0.386334859
254.8236107,3.838264274,0.38649045
254.8236107,3.861852132,0.386648558
254.8236107,3.88543999,0.386809901
254.8236107,3.909027848,0.386975198
254.8236107,3.932615706,0.387145165
254.8236107,3.956203563,0.387320522
254.8236107,3.979791421,0.387501985
254.8236107,4.003379279,0.387690247
254.8236107,4.026967137,0.38788593
254.8236107,4.050554994,0.388089505
254.8236107,4.074142852,0.388301238
254.8236107,4.09773071,0.388521208
254.8236107,4.121318568,0.388749371
254.8236107,4.144906426,0.388985631
254.8236107,4.168494283,0.389229884
254.8236107,4.192082141,0.389482023
254.8236107,4.215669999,0.38974194
254.8236107,4.239257857,0.390009531
254.8236107,4.262845715,0.390284689
254.8236107,4.286433572,0.390567307
254.8236107,4.31002143,0.39085728
254.8236107,4.333609288,0.3911545
254.8236107,4.357197146,0.391458862
254.8236107,4.380785003,0.39177026
254.8236107,4.404372861,0.392088586
254.8236107,4.427960719,0.392413735
254.8236107,4.451548577,0.392745601
254.8236107,4.475136435,0.393084069
254.8236107,4.498724292,0.39342896
254.8236107,4.52231215,0.393779903
254.8236107,4.545900008,0.394136169
254.8236107,4.569487866,0.39449657
254.8236107,4.593075724,0.39485953
254.8236107,4.616663581,0.395223236
254.8236107,4.640251439,0.395585789
254.8236107,4.663839297,0.395945273
254.8236107,4.687427155,0.396299771
254.8236107,4.711015012,0.396647367
254.8236107,4.73460287,0.396986144
254.8236107,4.758190728,0.397314188
254.8236107,4.781778586,0.39762958
254.8236107,4.805366444,0.397930405
254.8236107,4.828954301,0.398214747
254.8236107,4.852542159,0.398480689
254.8236107,4.876130017,0.398726315
254.8236107,4.899717875,0.39894971
254.8236107,4.923305732,0.399148956
254.8236107,4.94689359,0.399322137
254.8236107,4.970481448,0.399467338
254.8236107,4.994069306,0.399582641
254.8236107,5.017657164,0.399666145
254.8236107,5.041245021,0.399716123
254.8236107,5.064832879,0.399731439
254.8236107,5.088420737,0.399712142
254.8236107,5.112008595,0.399659904
254.8236107,5.135596453,0.399577908
254.8236107,5.15918431,0.399470291
254.8236107,5.182772168,0.399341602
254.8236107,5.206360026,0.399196478
254.8236107,5.229947884,0.399039558
254.8236107,5.253535741,0.398875479
254.8236107,5.277123599,0.39870888
254.8236107,5.300711457,0.398544401
254.8236107,5.324299315,0.398386679
254.8236107,5.347887173,0.398240353
254.8236107,5.37147503,0.398110062
254.8236107,5.395062888,0.398000444
254.8236107,5.418650746,0.397916138
254.8236107,5.442238604,0.397861782
254.8236107,5.465826462,0.397841991
254.8236107,5.489414319,0.397861119
254.8236107,5.513002177,0.397922704
254.8236107,5.536590035,0.398028696
254.8236107,5.560177893,0.398178936
254.8236107,5.58376575,0.398371365
254.8236107,5.607353608,0.398602762
254.8236107,5.630941466,0.398869426
254.8236107,5.654529324,0.399167559
254.8236107,5.678117182,0.399493365
254.8236107,5.701705039,0.399843045
254.8236107,5.725292897,0.400212802
254.8236107,5.748880755,0.400598839
254.8236107,5.772468613,0.400997358
254.8236107,5.796056471,0.401404562
254.8236107,5.819644328,0.401816653
254.8236107,5.843232186,0.402229834
254.8236107,5.866820044,0.402640308
254.8236107,5.890407902,0.403044276
254.8236107,5.913995759,0.403437941
254.8236107,5.937583617,0.403817507
254.8236107,5.961171475,0.404179182
254.8236107,5.984759333,0.40451934
254.8236107,6.008347191,0.404834949
254.8236107,6.031935048,0.405124246
254.8236107,6.055522906,0.405387297
254.8236107,6.079110764,0.405625969
254.8236107,6.102698622,0.405843329
254.8236107,6.12628648,0.40604299
254.8236107,6.149874337,0.406228699
254.8236107,6.173462195,0.406404211
254.8236107,6.197050053,0.406573281
254.8236107,6.220637911,0.406739661
254.8236107,6.244225768,0.406907105
254.8236107,6.267813626,0.407079367
254.8236107,6.291401484,0.407260202
254.8236107,6.314989342,0.407453361
254.8236107,6.3385772,0.4076626
254.8236107,6.362165057,0.407891672
254.8236107,6.385752915,0.408144331
254.8236107,6.409340773,0.40842433
254.8236107,6.432928631,0.408735386
254.8236107,6.456516489,0.409080933
254.8236107,6.480104346,0.409463623
254.8236107,6.503692204,0.409884686
254.8236107,6.527280062,0.410343596
254.8236107,6.55086792,0.410838359
254.8236107,6.574455777,0.411366146
254.8236107,6.598043635,0.411923811
254.8236107,6.621631493,0.412508162
254.8236107,6.645219351,0.413116007
254.8236107,6.668807209,0.413744151
254.8236107,6.692395066,0.414389403
254.8236107,6.715982924,0.415048569
254.8236107,6.739570782,0.415718456
254.8236107,6.76315864,0.416395873
254.8236107,6.786746498,0.417077625
254.8236107,6.810334355,0.417760521
254.8236107,6.833922213,0.418441367
254.8236107,6.857510071,0.41911697
254.8236107,6.881097929,0.419784138
254.8236107,6.904685786,0.420439677
254.8236107,6.928273644,0.421080395
254.8236107,6.951861502,0.4217031
254.8236107,6.97544936,0.422304597
254.8236107,6.999037218,0.422881695
254.8236107,7.022625075,0.423431201
254.8236107,7.046212933,0.423949921
254.8236107,7.069800791,0.424434662
254.8236107,7.093388649,0.424882233
254.8236107,7.116976506,0.42528944
254.8236107,7.140564364,0.425653091
254.8236107,7.164152222,0.425969991
254.8236107,7.18774008,0.42623695
254.8236107,7.211327938,0.426450773
254.8236107,7.234915795,0.426608268
254.8236107,7.258503653,0.426706242
254.8236107,7.282091511,0.426741502
254.8236107,7.305679369,0.426710855
254.8236107,7.329267227,0.42661111
254.8236107,7.352855084,0.426439072
254.8236107,7.376442942,0.426191548
254.8236107,7.4000308,0.425865347
254.8236107,7.423618658,0.425457275
254.8236107,7.447206515,0.424964139
254.8236107,7.470794373,0.424382747
254.8236107,7.494382231,0.423709905
254.8236107,7.517970089,0.422981523
254.8236107,7.541557947,0.422278023
254.8236107,7.565145804,0.421720853
256.3239312,0.512376327,0.332927005
256.3239312,0.535964185,0.333757992
256.3239312,0.559552042,0.334845832
256.3239312,0.5831399,0.33603487
256.3239312,0.606727758,0.337218206
256.3239312,0.630315616,0.33834542
256.3239312,0.653903473,0.339418228
256.3239312,0.677491331,0.340438349
256.3239312,0.701079189,0.341407501
256.3239312,0.724667047,0.342327402
256.3239312,0.748254905,0.34319977
256.3239312,0.771842762,0.344026323
256.3239312,0.79543062,0.344808779
256.3239312,0.819018478,0.345548856
256.3239312,0.842606336,0.346248273
256.3239312,0.866194194,0.346908746
256.3239312,0.889782051,0.347531994
256.3239312,0.913369909,0.348119736
256.3239312,0.936957767,0.348673689
256.3239312,0.960545625,0.349195571
256.3239312,0.984133482,0.3496871
256.3239312,1.00772134,0.350149995
256.3239312,1.031309198,0.350585973
256.3239312,1.054897056,0.350996752
256.3239312,1.078484914,0.35138405
256.3239312,1.102072771,0.351749586
256.3239312,1.125660629,0.352095078
256.3239312,1.149248487,0.352422242
256.3239312,1.172836345,0.352732799
256.3239312,1.196424202,0.353028464
256.3239312,1.22001206,0.353310957
256.3239312,1.243599918,0.353581996
256.3239312,1.267187776,0.353843298
256.3239312,1.290775634,0.354096582
256.3239312,1.314363491,0.354343566
256.3239312,1.337951349,0.354585967
256.3239312,1.361539207,0.354825504
256.3239312,1.385127065,0.355063894
256.3239312,1.408714923,0.355302856
256.3239312,1.43230278,0.355544108
256.3239312,1.455890638,0.355789368
256.3239312,1.479478496,0.356040352
256.3239312,1.503066354,0.356298739
256.3239312,1.526654211,0.356566076
256.3239312,1.550242069,0.356843625
256.3239312,1.573829927,0.357132243
256.3239312,1.597417785,0.357432386
256.3239312,1.621005643,0.357744248
256.3239312,1.6445935,0.358067901
256.3239312,1.668181358,0.358403389
256.3239312,1.691769216,0.358750752
256.3239312,1.715357074,0.359110033
256.3239312,1.738944932,0.359481274
256.3239312,1.762532789,0.359864517
256.3239312,1.786120647,0.360259804
256.3239312,1.809708505,0.360667177
256.3239312,1.833296363,0.361086678
256.3239312,1.85688422,0.361518349
256.3239312,1.880472078,0.361962231
256.3239312,1.904059936,0.362418367
256.3239312,1.927647794,0.362886799
256.3239312,1.951235652,0.363367569
256.3239312,1.974823509,0.363860718
256.3239312,1.998411367,0.364366282
256.3239312,2.021999225,0.36488422
256.3239312,2.045587083,0.365414276
256.3239312,2.069174941,0.365955773
256.3239312,2.092762798,0.366507499
256.3239312,2.116350656,0.367067764
256.3239312,2.139938514,0.367634598
256.3239312,2.163526372,0.368205917
256.3239312,2.187114229,0.368779616
256.3239312,2.210702087,0.36935359
256.3239312,2.234289945,0.369925735
256.3239312,2.257877803,0.370493945
256.3239312,2.281465661,0.371056117
256.3239312,2.305053518,0.371610144
256.3239312,2.328641376,0.372153922
256.3239312,2.352229234,0.372685347
256.3239312,2.375817092,0.373202313
256.3239312,2.39940495,0.373702716
256.3239312,2.422992807,0.374184451
256.3239312,2.446580665,0.374645413
256.3239312,2.470168523,0.375083549
256.3239312,2.493756381,0.375497033
256.3239312,2.517344238,0.375884578
256.3239312,2.540932096,0.376245749
256.3239312,2.564519954,0.37658103
256.3239312,2.588107812,0.376891581
256.3239312,2.61169567,0.377178895
256.3239312,2.635283527,0.377444568
256.3239312,2.658871385,0.377690206
256.3239312,2.682459243,0.377917411
256.3239312,2.706047101,0.378127788
256.3239312,2.729634959,0.378322941
256.3239312,2.753222816,0.378504473
256.3239312,2.776810674,0.37867399
256.3239312,2.800398532,0.378833094
256.3239312,2.82398639,0.37898339
256.3239312,2.847574247,0.379126483
256.3239312,2.871162105,0.379263975
256.3239312,2.894749963,0.379397471
