delta_c/2pi (MHz),Omega_c/2pi (MHz),Ion Amplitude (arb. units)
-639.279736,1.926805591,0.24775364
-639.279736,1.934468318,0.248657014
-639.279736,1.942131045,0.249558595
-639.279736,1.949793773,0.250458379
-639.279736,1.9574565,0.251356364
-639.279736,1.965119228,0.252252548
-639.279736,1.972781955,0.253146929
-639.279736,1.980444682,0.254039505
-639.279736,1.98810741,0.254930272
-639.279736,1.995770137,0.255819229
-639.279736,2.003432865,0.256706373
-639.279736,2.011095592,0.257591703
-639.279736,2.018758319,0.258475214
-639.279736,2.026421047,0.259356907
-639.279736,2.034083774,0.260236777
-639.279736,2.041746501,0.261114822
-639.279736,2.049409229,0.261991041
-639.279736,2.057071956,0.262865431
-639.279736,2.064734684,0.26373799
-639.279736,2.072397411,0.264608714
-639.279736,2.080060138,0.265477605
-639.279736,2.087722866,0.266344666
-639.279736,2.095385593,0.267209915
-639.279736,2.103048321,0.268073386
-639.279736,2.110711048,0.268935129
-639.279736,2.118373775,0.269795205
-639.279736,2.126036503,0.270653679
-639.279736,2.13369923,0.271510619
-639.279736,2.141361957,0.272366091
-639.279736,2.149024685,0.273220162
-639.279736,2.156687412,0.2740729
-639.279736,2.16435014,0.274924371
-639.279736,2.172012867,0.275774641
-639.279736,2.179675594,0.276623778
-639.279736,2.187338322,0.277471849
-639.279736,2.195001049,0.27831892
-639.279736,2.202663777,0.279165058
-639.279736,2.210326504,0.280010331
-639.279736,2.217989231,0.280854805
-639.279736,2.225651959,0.281698547
-639.279736,2.233314686,0.282541624
-639.279736,2.240977414,0.283384102
-639.279736,2.248640141,0.284226049
-639.279736,2.256302868,0.285067532
-639.279736,2.263965596,0.285908617
-639.279736,2.271628323,0.286749371
-639.279736,2.27929105,0.287589861
-639.279736,2.286953778,0.288430155
-639.279736,2.294616505,0.289270318
-639.279736,2.302279233,0.290110418
-639.279736,2.30994196,0.290950521
-639.279736,2.317604687,0.291790695
-639.279736,2.325267415,0.292631006
-639.279736,2.332930142,0.293471522
-639.279736,2.34059287,0.294312309
-639.279736,2.348255597,0.295153434
-639.279736,2.355918324,0.295994963
-639.279736,2.363581052,0.296836964
-639.279736,2.371243779,0.297679504
-639.279736,2.378906507,0.29852265
-639.279736,2.386569234,0.299366468
-639.279736,2.394231961,0.300211025
-639.279736,2.401894689,0.301056388
-639.279736,2.409557416,0.301902624
-639.279736,2.417220143,0.3027498
-639.279736,2.424882871,0.303597983
-639.279736,2.432545598,0.30444724
-639.279736,2.440208326,0.305297637
-639.279736,2.447871053,0.306149241
-639.279736,2.45553378,0.307002119
-639.279736,2.463196508,0.307856339
-639.279736,2.470859235,0.308711967
-639.279736,2.478521963,0.30956907
-639.279736,2.48618469,0.310427714
-639.279736,2.493847417,0.311287967
-639.279736,2.501510145,0.312149895
-639.279736,2.509172872,0.313013566
-639.279736,2.516835599,0.313879046
-639.279736,2.524498327,0.314746403
-639.279736,2.532161054,0.315615702
-639.279736,2.539823782,0.316487011
-639.279736,2.547486509,0.317360397
-639.279736,2.555149236,0.318235927
-639.279736,2.562811964,0.319113667
-639.279736,2.570474691,0.319993684
-639.279736,2.578137419,0.320876046
-639.279736,2.585800146,0.321760819
-639.279736,2.593462873,0.32264807
-639.279736,2.601125601,0.323537866
-639.279736,2.608788328,0.324430273
-639.279736,2.616451056,0.32532536
-639.279736,2.624113783,0.326223191
-639.279736,2.63177651,0.327123835
-639.279736,2.639439238,0.328027359
-639.279736,2.647101965,0.328933828
-639.279736,2.654764692,0.329843311
-639.279736,2.66242742,0.330755873
-639.279736,2.670090147,0.331671583
-639.279736,2.677752875,0.332590505
-639.279736,2.685415602,0.333512709
-639.279736,2.693078329,0.33443826
-639.279736,2.700741057,0.335367225
-639.279736,2.708403784,0.336299671
-639.279736,2.716066512,0.337235665
-639.279736,2.723729239,0.338175274
-639.279736,2.731391966,0.339118565
-639.279736,2.739054694,0.340065605
-639.279736,2.746717421,0.34101646
-639.279736,2.754380149,0.341971198
-639.279736,2.762042876,0.342929884
-639.279736,2.769705603,0.343892587
-639.279736,2.777368331,0.344859373
-639.279736,2.785031058,0.345830309
-639.279736,2.792693785,0.346805462
-639.279736,2.800356513,0.347784898
-639.279736,2.80801924,0.348768685
-639.279736,2.815681968,0.349720191
-639.279736,2.823344695,0.350564529
-639.279736,2.831007422,0.35119559
-637.7790279,0.539851933,0.081881622
-637.7790279,0.547514661,0.082297069
-637.7790279,0.555177388,0.082857069
-637.7790279,0.562840116,0.083494582
-637.7790279,0.570502843,0.084161865
-637.7790279,0.57816557,0.084835345
-637.7790279,0.585828298,0.085514965
-637.7790279,0.593491025,0.086200669
-637.7790279,0.601153753,0.086892401
-637.7790279,0.60881648,0.087590106
-637.7790279,0.616479207,0.088293726
-637.7790279,0.624141935,0.089003207
-637.7790279,0.631804662,0.089718492
-637.7790279,0.639467389,0.090439524
-637.7790279,0.647130117,0.091166248
-637.7790279,0.654792844,0.091898608
-637.7790279,0.662455572,0.092636548
-637.7790279,0.670118299,0.093380011
-637.7790279,0.677781026,0.094128941
-637.7790279,0.685443754,0.094883284
-637.7790279,0.693106481,0.095642981
-637.7790279,0.700769209,0.096407978
-637.7790279,0.708431936,0.097178218
-637.7790279,0.716094663,0.097953645
-637.7790279,0.723757391,0.098734203
-637.7790279,0.731420118,0.099519836
-637.7790279,0.739082846,0.100310488
-637.7790279,0.746745573,0.101106104
-637.7790279,0.7544083,0.101906625
-637.7790279,0.762071028,0.102711998
-637.7790279,0.769733755,0.103522165
-637.7790279,0.777396482,0.104337071
-637.7790279,0.78505921,0.10515666
-637.7790279,0.792721937,0.105980875
-637.7790279,0.800384665,0.10680966
-637.7790279,0.808047392,0.10764296
-637.7790279,0.815710119,0.108480717
-637.7790279,0.823372847,0.109322878
-637.7790279,0.831035574,0.110169384
-637.7790279,0.838698302,0.11102018
-637.7790279,0.846361029,0.11187521
-637.7790279,0.854023756,0.112734418
-637.7790279,0.861686484,0.113597748
-637.7790279,0.869349211,0.114465144
-637.7790279,0.877011938,0.11533655
-637.7790279,0.884674666,0.116211909
-637.7790279,0.892337393,0.117091165
-637.7790279,0.900000121,0.117974263
-637.7790279,0.907662848,0.118861147
-637.7790279,0.915325575,0.11975176
-637.7790279,0.922988303,0.120646046
-637.7790279,0.93065103,0.121543949
-637.7790279,0.938313758,0.122445414
-637.7790279,0.945976485,0.123350384
-637.7790279,0.953639212,0.124258802
-637.7790279,0.96130194,0.125170614
-637.7790279,0.968964667,0.126085762
-637.7790279,0.976627395,0.127004192
-637.7790279,0.984290122,0.127925846
-637.7790279,0.991952849,0.128850668
-637.7790279,0.999615577,0.129778603
-637.7790279,1.007278304,0.130709595
-637.7790279,1.014941031,0.131643587
-637.7790279,1.022603759,0.132580524
-637.7790279,1.030266486,0.133520349
-637.7790279,1.037929214,0.134463006
-637.7790279,1.045591941,0.135408439
-637.7790279,1.053254668,0.136356593
-637.7790279,1.060917396,0.13730741
-637.7790279,1.068580123,0.138260835
-637.7790279,1.076242851,0.139216813
-637.7790279,1.083905578,0.140175286
-637.7790279,1.091568305,0.141136199
-637.7790279,1.099231033,0.142099495
-637.7790279,1.10689376,0.14306512
-637.7790279,1.114556488,0.144033015
-637.7790279,1.122219215,0.145003127
-637.7790279,1.129881942,0.145975397
-637.7790279,1.13754467,0.146949771
-637.7790279,1.145207397,0.147926192
-637.7790279,1.152870124,0.148904605
-637.7790279,1.160532852,0.149884952
-637.7790279,1.168195579,0.150867179
-637.7790279,1.175858307,0.151851229
-637.7790279,1.183521034,0.152837045
-637.7790279,1.191183761,0.153824573
-637.7790279,1.198846489,0.154813755
-637.7790279,1.206509216,0.155804536
-637.7790279,1.214171944,0.156796859
-637.7790279,1.221834671,0.157790669
-637.7790279,1.229497398,0.15878591
-637.7790279,1.237160126,0.159782525
-637.7790279,1.244822853,0.160780459
-637.7790279,1.25248558,0.161779654
-637.7790279,1.260148308,0.162780056
-637.7790279,1.267811035,0.163781608
-637.7790279,1.275473763,0.164784255
-637.7790279,1.28313649,0.165787939
-637.7790279,1.290799217,0.166792605
-637.7790279,1.298461945,0.167798197
-637.7790279,1.306124672,0.168804659
-637.7790279,1.3137874,0.169811935
-637.7790279,1.321450127,0.170819968
-637.7790279,1.329112854,0.171828703
-637.7790279,1.336775582,0.172838083
-637.7790279,1.344438309,0.173848053
-637.7790279,1.352101037,0.174858557
-637.7790279,1.359763764,0.175869537
-637.7790279,1.367426491,0.176880939
-637.7790279,1.375089219,0.177892706
-637.7790279,1.382751946,0.178904782
-637.7790279,1.390414673,0.179917112
-637.7790279,1.398077401,0.180929638
-637.7790279,1.405740128,0.181942305
-637.7790279,1.413402856,0.182955057
-637.7790279,1.421065583,0.183967838
-637.7790279,1.42872831,0.184980591
-637.7790279,1.436391038,0.185993261
-637.7790279,1.444053765,0.187005792
-637.7790279,1.451716493,0.188018127
-637.7790279,1.45937922,0.18903021
-637.7790279,1.467041947,0.190041986
-637.7790279,1.474704675,0.191053399
-637.7790279,1.482367402,0.192064391
-637.7790279,1.49003013,0.193074907
-637.7790279,1.497692857,0.194084892
-637.7790279,1.505355584,0.195094289
-637.7790279,1.513018312,0.196103041
-637.7790279,1.520681039,0.197111094
-637.7790279,1.528343766,0.198118391
-637.7790279,1.536006494,0.19912488
-637.7790279,1.543669221,0.200130514
-637.7790279,1.551331949,0.201135252
-637.7790279,1.558994676,0.202139061
-637.7790279,1.566657403,0.203141914
-637.7790279,1.574320131,0.204143783
-637.7790279,1.581982858,0.205144642
-637.7790279,1.589645586,0.206144466
-637.7790279,1.597308313,0.207143228
-637.7790279,1.60497104,0.208140903
-637.7790279,1.612633768,0.209137463
-637.7790279,1.620296495,0.210132884
-637.7790279,1.627959223,0.211127138
-637.7790279,1.63562195,0.212120201
-637.7790279,1.643284677,0.213112046
-637.7790279,1.650947405,0.214102647
-637.7790279,1.658610132,0.215091977
-637.7790279,1.666272859,0.216080012
-637.7790279,1.673935587,0.217066724
-637.7790279,1.681598314,0.218052088
-637.7790279,1.689261042,0.219036078
-637.7790279,1.696923769,0.220018667
-637.7790279,1.704586496,0.22099983
-637.7790279,1.712249224,0.221979541
-637.7790279,1.719911951,0.222957773
-637.7790279,1.727574679,0.2239345
-637.7790279,1.735237406,0.224909697
-637.7790279,1.742900133,0.225883337
-637.7790279,1.750562861,0.226855394
-637.7790279,1.758225588,0.227825843
-637.7790279,1.765888315,0.228794656
-637.7790279,1.773551043,0.229761809
-637.7790279,1.78121377,0.230727275
-637.7790279,1.788876498,0.231691028
-637.7790279,1.796539225,0.232653042
-637.7790279,1.804201952,0.233613291
-637.7790279,1.81186468,0.234571749
-637.7790279,1.819527407,0.235528389
-637.7790279,1.827190135,0.236483186
-637.7790279,1.834852862,0.237436114
-637.7790279,1.842515589,0.238387147
-637.7790279,1.850178317,0.239336258
-637.7790279,1.857841044,0.240283422
-637.7790279,1.865503772,0.241228612
-637.7790279,1.873166499,0.242171803
-637.7790279,1.880829226,0.243112968
-637.7790279,1.888491954,0.244052082
-637.7790279,1.896154681,0.244989118
-637.7790279,1.903817408,0.24592405
-637.7790279,1.911480136,0.246856852
-637.7790279,1.919142863,0.247787499
-637.7790279,1.926805591,0.248715963
-637.7790279,1.934468318,0.24964222
-637.7790279,1.942131045,0.250566243
-637.7790279,1.949793773,0.251488005
-637.7790279,1.9574565,0.252407482
-637.7790279,1.965119228,0.253324646
-637.7790279,1.972781955,0.254239472
-637.7790279,1.980444682,0.255151934
-637.7790279,1.98810741,0.256062005
-637.7790279,1.995770137,0.256969661
-637.7790279,2.003432865,0.257874873
-637.7790279,2.011095592,0.258777618
-637.7790279,2.018758319,0.259677867
-637.7790279,2.026421047,0.260575597
-637.7790279,2.034083774,0.261470779
-637.7790279,2.041746501,0.262363389
-637.7790279,2.049409229,0.2632534
-637.7790279,2.057071956,0.264140787
-637.7790279,2.064734684,0.265025522
-637.7790279,2.072397411,0.265907581
-637.7790279,2.080060138,0.26678694
-637.7790279,2.087722866,0.267663585
-637.7790279,2.095385593,0.268537521
-637.7790279,2.103048321,0.26940878
-637.7790279,2.110711048,0.270277423
-637.7790279,2.118373775,0.271143524
-637.7790279,2.126036503,0.272007167
-637.7790279,2.13369923,0.272868439
-637.7790279,2.141361957,0.273727426
-637.7790279,2.149024685,0.274584212
-637.7790279,2.156687412,0.275438884
-637.7790279,2.16435014,0.276291528
-637.7790279,2.172012867,0.277142229
-637.7790279,2.179675594,0.277991073
-637.7790279,2.187338322,0.278838145
-637.7790279,2.195001049,0.279683533
-637.7790279,2.202663777,0.280527321
-637.7790279,2.210326504,0.281369595
-637.7790279,2.217989231,0.282210441
-637.7790279,2.225651959,0.283049945
-637.7790279,2.233314686,0.283888192
-637.7790279,2.240977414,0.284725269
-637.7790279,2.248640141,0.285561261
-637.7790279,2.256302868,0.286396253
-637.7790279,2.263965596,0.287230333
-637.7790279,2.271628323,0.288063585
-637.7790279,2.27929105,0.288896095
-637.7790279,2.286953778,0.289727949
-637.7790279,2.294616505,0.290559232
-637.7790279,2.302279233,0.291390032
-637.7790279,2.30994196,0.292220432
-637.7790279,2.317604687,0.29305052
-637.7790279,2.325267415,0.293880381
-637.7790279,2.332930142,0.2947101
-637.7790279,2.34059287,0.295539764
-637.7790279,2.348255597,0.296369458
-637.7790279,2.355918324,0.297199268
-637.7790279,2.363581052,0.29802928
-637.7790279,2.371243779,0.298859579
-637.7790279,2.378906507,0.299690252
-637.7790279,2.386569234,0.300521384
-637.7790279,2.394231961,0.301353061
-637.7790279,2.401894689,0.302185368
-637.7790279,2.409557416,0.303018392
-637.7790279,2.417220143,0.303852218
-637.7790279,2.424882871,0.304686932
-637.7790279,2.432545598,0.30552262
-637.7790279,2.440208326,0.306359368
-637.7790279,2.447871053,0.307197261
-637.7790279,2.45553378,0.308036385
-637.7790279,2.463196508,0.308876826
-637.7790279,2.470859235,0.309718669
-637.7790279,2.478521963,0.310562001
-637.7790279,2.48618469,0.311406908
-637.7790279,2.493847417,0.312253474
-637.7790279,2.501510145,0.313101786
-637.7790279,2.509172872,0.31395193
-637.7790279,2.516835599,0.314803991
-637.7790279,2.524498327,0.315658056
-637.7790279,2.532161054,0.316514209
-637.7790279,2.539823782,0.317372537
-637.7790279,2.547486509,0.318233125
-637.7790279,2.555149236,0.31909606
-637.7790279,2.562811964,0.319961427
-637.7790279,2.570474691,0.320829311
-637.7790279,2.578137419,0.3216998
-637.7790279,2.585800146,0.322572977
-637.7790279,2.593462873,0.32344893
-637.7790279,2.601125601,0.324327744
-637.7790279,2.608788328,0.325209504
-637.7790279,2.616451056,0.326094297
-637.7790279,2.624113783,0.326982208
-637.7790279,2.63177651,0.327873323
-637.7790279,2.639439238,0.328767728
-637.7790279,2.647101965,0.329665509
-637.7790279,2.654764692,0.330566751
-637.7790279,2.66242742,0.33147154
-637.7790279,2.670090147,0.332379962
-637.7790279,2.677752875,0.333292103
-637.7790279,2.685415602,0.334208049
-637.7790279,2.693078329,0.335127884
-637.7790279,2.700741057,0.336051696
-637.7790279,2.708403784,0.33697957
-637.7790279,2.716066512,0.337911591
-637.7790279,2.723729239,0.338847846
-637.7790279,2.731391966,0.33978842
-637.7790279,2.739054694,0.340733398
-637.7790279,2.746717421,0.341682868
-637.7790279,2.754380149,0.342636914
-637.7790279,2.762042876,0.343595622
-637.7790279,2.769705603,0.344559079
-637.7790279,2.777368331,0.345527369
-637.7790279,2.785031058,0.346500579
-637.7790279,2.792693785,0.347478794
-637.7790279,2.800356513,0.348462101
-637.7790279,2.80801924,0.349450585
-637.7790279,2.815681968,0.350407333
-637.7790279,2.823344695,0.351256835
-637.7790279,2.831007422,0.351892034
-636.2783198,0.539851933,0.081602153
-636.2783198,0.547514661,0.082025806
-636.2783198,0.555177388,0.082596581
-636.2783198,0.562840116,0.083245918
-636.2783198,0.570502843,0.083925026
-636.2783198,0.57816557,0.08460983
-636.2783198,0.585828298,0.085300282
-636.2783198,0.593491025,0.085996333
-636.2783198,0.601153753,0.086697937
-636.2783198,0.60881648,0.087405045
-636.2783198,0.616479207,0.088117609
-636.2783198,0.624141935,0.088835581
-636.2783198,0.631804662,0.089558913
-636.2783198,0.639467389,0.090287558
-636.2783198,0.647130117,0.091021467
-636.2783198,0.654792844,0.091760593
-636.2783198,0.662455572,0.092504887
-636.2783198,0.670118299,0.093254302
-636.2783198,0.677781026,0.09400879
-636.2783198,0.685443754,0.094768303
-636.2783198,0.693106481,0.095532792
-636.2783198,0.700769209,0.096302211
-636.2783198,0.708431936,0.097076511
-636.2783198,0.716094663,0.097855643
-636.2783198,0.723757391,0.098639562
-636.2783198,0.731420118,0.099428217
-636.2783198,0.739082846,0.100221562
-636.2783198,0.746745573,0.101019548
-636.2783198,0.7544083,0.101822128
-636.2783198,0.762071028,0.102629253
-636.2783198,0.769733755,0.103440876
-636.2783198,0.777396482,0.104256949
-636.2783198,0.78505921,0.105077424
-636.2783198,0.792721937,0.105902253
-636.2783198,0.800384665,0.106731388
-636.2783198,0.808047392,0.107564781
-636.2783198,0.815710119,0.108402384
-636.2783198,0.823372847,0.109244149
-636.2783198,0.831035574,0.110090028
-636.2783198,0.838698302,0.110939974
-636.2783198,0.846361029,0.111793939
-636.2783198,0.854023756,0.112651874
-636.2783198,0.861686484,0.113513732
-636.2783198,0.869349211,0.114379464
-636.2783198,0.877011938,0.115249023
-636.2783198,0.884674666,0.116122361
-636.2783198,0.892337393,0.11699943
-636.2783198,0.900000121,0.117880182
-636.2783198,0.907662848,0.11876457
-636.2783198,0.915325575,0.119652544
-636.2783198,0.922988303,0.120544058
-636.2783198,0.93065103,0.121439063
-636.2783198,0.938313758,0.122337511
-636.2783198,0.945976485,0.123239355
-636.2783198,0.953639212,0.124144546
-636.2783198,0.96130194,0.125053037
-636.2783198,0.968964667,0.12596478
-636.2783198,0.976627395,0.126879727
-636.2783198,0.984290122,0.127797829
-636.2783198,0.991952849,0.12871904
-636.2783198,0.999615577,0.12964331
-636.2783198,1.007278304,0.130570593
-636.2783198,1.014941031,0.13150084
-636.2783198,1.022603759,0.132434003
-636.2783198,1.030266486,0.133370035
-636.2783198,1.037929214,0.134308886
-636.2783198,1.045591941,0.135250511
-636.2783198,1.053254668,0.13619486
-636.2783198,1.060917396,0.137141886
-636.2783198,1.068580123,0.13809154
-636.2783198,1.076242851,0.139043775
-636.2783198,1.083905578,0.139998543
-636.2783198,1.091568305,0.140955797
-636.2783198,1.099231033,0.141915487
-636.2783198,1.10689376,0.142877566
-636.2783198,1.114556488,0.143841987
-636.2783198,1.122219215,0.1448087
-636.2783198,1.129881942,0.145777659
-636.2783198,1.13754467,0.146748816
-636.2783198,1.145207397,0.147722122
-636.2783198,1.152870124,0.14869753
-636.2783198,1.160532852,0.149674991
-636.2783198,1.168195579,0.150654459
-636.2783198,1.175858307,0.151635884
-636.2783198,1.183521034,0.152619219
-636.2783198,1.191183761,0.153604415
-636.2783198,1.198846489,0.154591426
-636.2783198,1.206509216,0.155580204
-636.2783198,1.214171944,0.156570699
-636.2783198,1.221834671,0.157562865
-636.2783198,1.229497398,0.158556653
-636.2783198,1.237160126,0.159552015
-636.2783198,1.244822853,0.160548904
-636.2783198,1.25248558,0.161547272
-636.2783198,1.260148308,0.16254707
-636.2783198,1.267811035,0.163548251
-636.2783198,1.275473763,0.164550767
-636.2783198,1.28313649,0.16555457
-636.2783198,1.290799217,0.166559612
-636.2783198,1.298461945,0.167565845
-636.2783198,1.306124672,0.168573221
-636.2783198,1.3137874,0.169581692
-636.2783198,1.321450127,0.170591211
-636.2783198,1.329112854,0.171601729
-636.2783198,1.336775582,0.172613198
-636.2783198,1.344438309,0.173625572
-636.2783198,1.352101037,0.1746388
-636.2783198,1.359763764,0.175652837
-636.2783198,1.367426491,0.176667633
-636.2783198,1.375089219,0.177683141
-636.2783198,1.382751946,0.178699313
-636.2783198,1.390414673,0.179716101
-636.2783198,1.398077401,0.180733457
-636.2783198,1.405740128,0.181751333
-636.2783198,1.413402856,0.182769682
-636.2783198,1.421065583,0.183788454
-636.2783198,1.42872831,0.184807604
-636.2783198,1.436391038,0.185827081
-636.2783198,1.444053765,0.18684684
-636.2783198,1.451716493,0.187866831
-636.2783198,1.45937922,0.188887006
-636.2783198,1.467041947,0.189907319
-636.2783198,1.474704675,0.19092772
-636.2783198,1.482367402,0.191948162
-636.2783198,1.49003013,0.192968597
-636.2783198,1.497692857,0.193988978
-636.2783198,1.505355584,0.195009255
-636.2783198,1.513018312,0.196029382
-636.2783198,1.520681039,0.19704931
-636.2783198,1.528343766,0.198068992
-636.2783198,1.536006494,0.19908838
-636.2783198,1.543669221,0.200107429
-636.2783198,1.551331949,0.201126093
-636.2783198,1.558994676,0.20214433
-636.2783198,1.566657403,0.203162097
-636.2783198,1.574320131,0.204179353
-636.2783198,1.581982858,0.205196056
-636.2783198,1.589645586,0.206212164
-636.2783198,1.597308313,0.207227636
-636.2783198,1.60497104,0.208242431
-636.2783198,1.612633768,0.209256505
-636.2783198,1.620296495,0.210269819
-636.2783198,1.627959223,0.21128233
-636.2783198,1.63562195,0.212293997
-636.2783198,1.643284677,0.213304777
-636.2783198,1.650947405,0.21431463
-636.2783198,1.658610132,0.215323513
-636.2783198,1.666272859,0.216331386
-636.2783198,1.673935587,0.217338206
-636.2783198,1.681598314,0.218343931
-636.2783198,1.689261042,0.219348521
-636.2783198,1.696923769,0.220351933
-636.2783198,1.704586496,0.221354126
-636.2783198,1.712249224,0.222355059
-636.2783198,1.719911951,0.223354688
-636.2783198,1.727574679,0.224352974
-636.2783198,1.735237406,0.225349874
-636.2783198,1.742900133,0.226345347
-636.2783198,1.750562861,0.22733935
-636.2783198,1.758225588,0.228331843
-636.2783198,1.765888315,0.229322784
-636.2783198,1.773551043,0.230312131
-636.2783198,1.78121377,0.231299842
-636.2783198,1.788876498,0.232285876
-636.2783198,1.796539225,0.233270191
-636.2783198,1.804201952,0.234252746
-636.2783198,1.81186468,0.235233498
-636.2783198,1.819527407,0.236212407
-636.2783198,1.827190135,0.237189431
-636.2783198,1.834852862,0.238164527
-636.2783198,1.842515589,0.239137655
-636.2783198,1.850178317,0.240108772
-636.2783198,1.857841044,0.241077837
-636.2783198,1.865503772,0.242044809
-636.2783198,1.873166499,0.243009645
-636.2783198,1.880829226,0.243972305
-636.2783198,1.888491954,0.244932746
-636.2783198,1.896154681,0.245890927
-636.2783198,1.903817408,0.246846806
-636.2783198,1.911480136,0.247800342
-636.2783198,1.919142863,0.248751492
-636.2783198,1.926805591,0.249700216
-636.2783198,1.934468318,0.250646472
-636.2783198,1.942131045,0.251590217
-636.2783198,1.949793773,0.252531411
-636.2783198,1.9574565,0.253470012
-636.2783198,1.965119228,0.254405977
-636.2783198,1.972781955,0.255339266
-636.2783198,1.980444682,0.256269837
-636.2783198,1.98810741,0.257197648
-636.2783198,1.995770137,0.258122658
-636.2783198,2.003432865,0.259044824
-636.2783198,2.011095592,0.259964106
-636.2783198,2.018758319,0.260880461
-636.2783198,2.026421047,0.261793849
-636.2783198,2.034083774,0.262704226
-636.2783198,2.041746501,0.263611552
-636.2783198,2.049409229,0.264515786
-636.2783198,2.057071956,0.265416884
-636.2783198,2.064734684,0.266314807
-636.2783198,2.072397411,0.267209511
-636.2783198,2.080060138,0.26810096
-636.2783198,2.087722866,0.268989126
-636.2783198,2.095385593,0.269874006
-636.2783198,2.103048321,0.270755631
-636.2783198,2.110711048,0.271634064
-636.2783198,2.118373775,0.272509389
-636.2783198,2.126036503,0.273381701
-636.2783198,2.13369923,0.274251096
-636.2783198,2.141361957,0.275117669
-636.2783198,2.149024685,0.275981518
-636.2783198,2.156687412,0.276842738
-636.2783198,2.16435014,0.277701427
-636.2783198,2.172012867,0.27855768
-636.2783198,2.179675594,0.279411593
-636.2783198,2.187338322,0.280263263
-636.2783198,2.195001049,0.281112786
-636.2783198,2.202663777,0.281960259
-636.2783198,2.210326504,0.282805778
-636.2783198,2.217989231,0.283649439
-636.2783198,2.225651959,0.284491338
-636.2783198,2.233314686,0.285331572
-636.2783198,2.240977414,0.286170237
-636.2783198,2.248640141,0.28700743
-636.2783198,2.256302868,0.287843246
-636.2783198,2.263965596,0.288677783
-636.2783198,2.271628323,0.289511135
-636.2783198,2.27929105,0.290343401
-636.2783198,2.286953778,0.291174675
-636.2783198,2.294616505,0.292005055
-636.2783198,2.302279233,0.292834636
-636.2783198,2.30994196,0.293663515
-636.2783198,2.317604687,0.294491788
-636.2783198,2.325267415,0.295319552
-636.2783198,2.332930142,0.296146903
-636.2783198,2.34059287,0.296973937
-636.2783198,2.348255597,0.29780075
-636.2783198,2.355918324,0.298627439
-636.2783198,2.363581052,0.299454101
-636.2783198,2.371243779,0.30028083
-636.2783198,2.378906507,0.301107725
-636.2783198,2.386569234,0.30193488
-636.2783198,2.394231961,0.302762393
-636.2783198,2.401894689,0.30359036
-636.2783198,2.409557416,0.304418877
-636.2783198,2.417220143,0.305248039
-636.2783198,2.424882871,0.306077945
-636.2783198,2.432545598,0.306908689
-636.2783198,2.440208326,0.307740369
-636.2783198,2.447871053,0.30857308
-636.2783198,2.45553378,0.30940692
-636.2783198,2.463196508,0.310241983
-636.2783198,2.470859235,0.311078367
-636.2783198,2.478521963,0.311916168
-636.2783198,2.48618469,0.312755481
-636.2783198,2.493847417,0.313596405
-636.2783198,2.501510145,0.314439034
-636.2783198,2.509172872,0.315283465
-636.2783198,2.516835599,0.316129794
-636.2783198,2.524498327,0.316978119
-636.2783198,2.532161054,0.317828534
-636.2783198,2.539823782,0.318681136
-636.2783198,2.547486509,0.319536023
-636.2783198,2.555149236,0.320393289
-636.2783198,2.562811964,0.321253031
-636.2783198,2.570474691,0.322115346
-636.2783198,2.578137419,0.32298033
-636.2783198,2.585800146,0.32384808
-636.2783198,2.593462873,0.32471869
-636.2783198,2.601125601,0.325592259
-636.2783198,2.608788328,0.326468882
-636.2783198,2.616451056,0.327348655
-636.2783198,2.624113783,0.328231675
-636.2783198,2.63177651,0.329118038
-636.2783198,2.639439238,0.330007841
-636.2783198,2.647101965,0.330901179
-636.2783198,2.654764692,0.331798149
-636.2783198,2.66242742,0.332698848
-636.2783198,2.670090147,0.333603371
-636.2783198,2.677752875,0.334511815
-636.2783198,2.685415602,0.335424277
-636.2783198,2.693078329,0.336340852
-636.2783198,2.700741057,0.337261637
-636.2783198,2.708403784,0.338186729
-636.2783198,2.716066512,0.339116223
-636.2783198,2.723729239,0.340050216
-636.2783198,2.731391966,0.340988804
-636.2783198,2.739054694,0.341932083
-636.2783198,2.746717421,0.342880151
-636.2783198,2.754380149,0.343833102
-636.2783198,2.762042876,0.344791034
-636.2783198,2.769705603,0.345754043
-636.2783198,2.777368331,0.346722224
-636.2783198,2.785031058,0.347695675
-636.2783198,2.792693785,0.348674492
-636.2783198,2.800356513,0.349658771
-636.2783198,2.80801924,0.350648608
-636.2783198,2.815681968,0.351606993
-636.2783198,2.823344695,0.352458187
-636.2783198,2.831007422,0.353094782
-634.7776117,0.539851933,0.081153498
-634.7776117,0.547514661,0.081580551
-634.7776117,0.555177388,0.082155804
-634.7776117,0.562840116,0.082810076
-634.7776117,0.570502843,0.083494149
-634.7776117,0.57816557,0.084183741
-634.7776117,0.585828298,0.084878809
-634.7776117,0.593491025,0.085579309
-634.7776117,0.601153753,0.086285196
-634.7776117,0.60881648,0.086996428
-634.7776117,0.616479207,0.087712959
-634.7776117,0.624141935,0.088434745
-634.7776117,0.631804662,0.089161744
-634.7776117,0.639467389,0.08989391
-634.7776117,0.647130117,0.0906312
-634.7776117,0.654792844,0.09137357
-634.7776117,0.662455572,0.092120976
-634.7776117,0.670118299,0.092873374
-634.7776117,0.677781026,0.09363072
-634.7776117,0.685443754,0.09439297
-634.7776117,0.693106481,0.095160079
