delta_c/2pi (MHz),Omega_c/2pi (MHz),Ion Amplitude (arb. units)
277.6529106,2.762042876,0.360064531
277.6529106,2.769705603,0.36125812
277.6529106,2.777368331,0.362460465
277.6529106,2.785031058,0.363671703
277.6529106,2.792693785,0.364891972
277.6529106,2.800356513,0.366121411
277.6529106,2.80801924,0.367360156
277.6529106,2.815681968,0.368561559
277.6529106,2.823344695,0.369630048
277.6529106,2.831007422,0.370429945
279.1536187,0.539851933,0.081258257
279.1536187,0.547514661,0.08167653
279.1536187,0.555177388,0.082239945
279.1536187,0.562840116,0.082880741
279.1536187,0.570502843,0.083550709
279.1536187,0.57816557,0.084226073
279.1536187,0.585828298,0.084906795
279.1536187,0.593491025,0.085592839
279.1536187,0.601153753,0.086284166
279.1536187,0.60881648,0.086980742
279.1536187,0.616479207,0.087682527
279.1536187,0.624141935,0.088389486
279.1536187,0.631804662,0.089101582
279.1536187,0.639467389,0.089818777
279.1536187,0.647130117,0.090541034
279.1536187,0.654792844,0.091268317
279.1536187,0.662455572,0.092000588
279.1536187,0.670118299,0.092737811
279.1536187,0.677781026,0.093479948
279.1536187,0.685443754,0.094226963
279.1536187,0.693106481,0.094978818
279.1536187,0.700769209,0.095735477
279.1536187,0.708431936,0.096496902
279.1536187,0.716094663,0.097263057
279.1536187,0.723757391,0.098033905
279.1536187,0.731420118,0.098809407
279.1536187,0.739082846,0.099589529
279.1536187,0.746745573,0.100374232
279.1536187,0.7544083,0.101163479
279.1536187,0.762071028,0.101957234
279.1536187,0.769733755,0.10275546
279.1536187,0.777396482,0.103558119
279.1536187,0.78505921,0.104365175
279.1536187,0.792721937,0.105176591
279.1536187,0.800384665,0.105992329
279.1536187,0.808047392,0.106812353
279.1536187,0.815710119,0.107636625
279.1536187,0.823372847,0.108465109
279.1536187,0.831035574,0.109297768
279.1536187,0.838698302,0.110134565
279.1536187,0.846361029,0.110975462
279.1536187,0.854023756,0.111820423
279.1536187,0.861686484,0.11266941
279.1536187,0.869349211,0.113522387
279.1536187,0.877011938,0.114379317
279.1536187,0.884674666,0.115240163
279.1536187,0.892337393,0.116104887
279.1536187,0.900000121,0.116973453
279.1536187,0.907662848,0.117845824
279.1536187,0.915325575,0.118721963
279.1536187,0.922988303,0.119601832
279.1536187,0.93065103,0.120485396
279.1536187,0.938313758,0.121372616
279.1536187,0.945976485,0.122263455
279.1536187,0.953639212,0.123157878
279.1536187,0.96130194,0.124055847
279.1536187,0.968964667,0.124957324
279.1536187,0.976627395,0.125862273
279.1536187,0.984290122,0.126770657
279.1536187,0.991952849,0.127682439
279.1536187,0.999615577,0.128597581
279.1536187,1.007278304,0.129516048
279.1536187,1.014941031,0.130437801
279.1536187,1.022603759,0.131362805
279.1536187,1.030266486,0.132291021
279.1536187,1.037929214,0.133222413
279.1536187,1.045591941,0.134156944
279.1536187,1.053254668,0.135094577
279.1536187,1.060917396,0.136035275
279.1536187,1.068580123,0.136979001
279.1536187,1.076242851,0.137925718
279.1536187,1.083905578,0.138875389
279.1536187,1.091568305,0.139827977
279.1536187,1.099231033,0.140783444
279.1536187,1.10689376,0.141741755
279.1536187,1.114556488,0.142702872
279.1536187,1.122219215,0.143666758
279.1536187,1.129881942,0.144633376
279.1536187,1.13754467,0.145602689
279.1536187,1.145207397,0.146574659
279.1536187,1.152870124,0.147549251
279.1536187,1.160532852,0.148526427
279.1536187,1.168195579,0.149506151
279.1536187,1.175858307,0.150488384
279.1536187,1.183521034,0.15147309
279.1536187,1.191183761,0.152460232
279.1536187,1.198846489,0.153449774
279.1536187,1.206509216,0.154441677
279.1536187,1.214171944,0.155435906
279.1536187,1.221834671,0.156432423
279.1536187,1.229497398,0.157431191
279.1536187,1.237160126,0.158432173
279.1536187,1.244822853,0.159435332
279.1536187,1.25248558,0.160440632
279.1536187,1.260148308,0.161448034
279.1536187,1.267811035,0.162457503
279.1536187,1.275473763,0.163469001
279.1536187,1.28313649,0.164482492
279.1536187,1.290799217,0.165497937
279.1536187,1.298461945,0.166515301
279.1536187,1.306124672,0.167534546
279.1536187,1.3137874,0.168555635
279.1536187,1.321450127,0.169578531
279.1536187,1.329112854,0.170603198
279.1536187,1.336775582,0.171629598
279.1536187,1.344438309,0.172657694
279.1536187,1.352101037,0.17368745
279.1536187,1.359763764,0.174718828
279.1536187,1.367426491,0.175751791
279.1536187,1.375089219,0.176786302
279.1536187,1.382751946,0.177822325
279.1536187,1.390414673,0.178859822
279.1536187,1.398077401,0.179898757
279.1536187,1.405740128,0.180939092
279.1536187,1.413402856,0.18198079
279.1536187,1.421065583,0.183023814
279.1536187,1.42872831,0.184068128
279.1536187,1.436391038,0.185113695
279.1536187,1.444053765,0.186160476
279.1536187,1.451716493,0.187208437
279.1536187,1.45937922,0.188257538
279.1536187,1.467041947,0.189307744
279.1536187,1.474704675,0.190359018
279.1536187,1.482367402,0.191411322
279.1536187,1.49003013,0.192464619
279.1536187,1.497692857,0.193518873
279.1536187,1.505355584,0.194574046
279.1536187,1.513018312,0.195630102
279.1536187,1.520681039,0.196687003
279.1536187,1.528343766,0.197744713
279.1536187,1.536006494,0.198803191
279.1536187,1.543669221,0.199862396
279.1536187,1.551331949,0.200922281
279.1536187,1.558994676,0.201982796
279.1536187,1.566657403,0.203043887
279.1536187,1.574320131,0.2041055
279.1536187,1.581982858,0.205167579
279.1536187,1.589645586,0.206230069
279.1536187,1.597308313,0.207292917
279.1536187,1.60497104,0.208356066
279.1536187,1.612633768,0.209419463
279.1536187,1.620296495,0.210483051
279.1536187,1.627959223,0.211546776
279.1536187,1.63562195,0.212610584
279.1536187,1.643284677,0.213674419
279.1536187,1.650947405,0.214738227
279.1536187,1.658610132,0.215801952
279.1536187,1.666272859,0.21686554
279.1536187,1.673935587,0.217928935
279.1536187,1.681598314,0.218992083
279.1536187,1.689261042,0.220054929
279.1536187,1.696923769,0.221117418
279.1536187,1.704586496,0.222179496
279.1536187,1.712249224,0.223241106
279.1536187,1.719911951,0.224302195
279.1536187,1.727574679,0.225362707
279.1536187,1.735237406,0.226422588
279.1536187,1.742900133,0.227481782
279.1536187,1.750562861,0.228540235
279.1536187,1.758225588,0.229597892
279.1536187,1.765888315,0.230654697
279.1536187,1.773551043,0.231710597
279.1536187,1.78121377,0.232765536
279.1536187,1.788876498,0.233819458
279.1536187,1.796539225,0.234872311
279.1536187,1.804201952,0.235924037
279.1536187,1.81186468,0.236974583
279.1536187,1.819527407,0.238023893
279.1536187,1.827190135,0.239071914
279.1536187,1.834852862,0.240118588
279.1536187,1.842515589,0.241163863
279.1536187,1.850178317,0.242207683
279.1536187,1.857841044,0.243249992
279.1536187,1.865503772,0.244290737
279.1536187,1.873166499,0.245329862
279.1536187,1.880829226,0.246367313
279.1536187,1.888491954,0.247403034
279.1536187,1.896154681,0.24843697
279.1536187,1.903817408,0.249469067
279.1536187,1.911480136,0.250499269
279.1536187,1.919142863,0.251527523
279.1536187,1.926805591,0.252553772
279.1536187,1.934468318,0.253577963
279.1536187,1.942131045,0.254600039
279.1536187,1.949793773,0.255619947
279.1536187,1.9574565,0.256637631
279.1536187,1.965119228,0.257653036
279.1536187,1.972781955,0.258666108
279.1536187,1.980444682,0.259676791
279.1536187,1.98810741,0.260685031
279.1536187,1.995770137,0.261690773
279.1536187,2.003432865,0.262693962
279.1536187,2.011095592,0.263694543
279.1536187,2.018758319,0.26469246
279.1536187,2.026421047,0.26568766
279.1536187,2.034083774,0.266680087
279.1536187,2.041746501,0.267669687
279.1536187,2.049409229,0.268656404
279.1536187,2.057071956,0.269640183
279.1536187,2.064734684,0.27062097
279.1536187,2.072397411,0.27159871
279.1536187,2.080060138,0.272573353
279.1536187,2.087722866,0.273544862
279.1536187,2.095385593,0.274513234
279.1536187,2.103048321,0.275478506
279.1536187,2.110711048,0.27644076
279.1536187,2.118373775,0.277400105
279.1536187,2.126036503,0.278356662
279.1536187,2.13369923,0.279310554
279.1536187,2.141361957,0.280261907
279.1536187,2.149024685,0.281210844
279.1536187,2.156687412,0.28215749
279.1536187,2.16435014,0.283101968
279.1536187,2.172012867,0.284044402
279.1536187,2.179675594,0.284984918
279.1536187,2.187338322,0.285923638
279.1536187,2.195001049,0.286860688
279.1536187,2.202663777,0.287796191
279.1536187,2.210326504,0.288730271
279.1536187,2.217989231,0.289663053
279.1536187,2.225651959,0.29059466
279.1536187,2.233314686,0.291525217
279.1536187,2.240977414,0.292454848
279.1536187,2.248640141,0.293383677
279.1536187,2.256302868,0.294311829
279.1536187,2.263965596,0.295239427
279.1536187,2.271628323,0.296166595
279.1536187,2.27929105,0.297093458
279.1536187,2.286953778,0.29802014
279.1536187,2.294616505,0.298946765
279.1536187,2.302279233,0.299873456
279.1536187,2.30994196,0.300800339
279.1536187,2.317604687,0.301727538
279.1536187,2.325267415,0.302655176
279.1536187,2.332930142,0.303583377
279.1536187,2.34059287,0.304512267
279.1536187,2.348255597,0.305441968
279.1536187,2.355918324,0.306372606
279.1536187,2.363581052,0.307304303
279.1536187,2.371243779,0.308237185
279.1536187,2.378906507,0.309171376
279.1536187,2.386569234,0.310106999
279.1536187,2.394231961,0.311044179
279.1536187,2.401894689,0.31198304
279.1536187,2.409557416,0.312923706
279.1536187,2.417220143,0.313866301
279.1536187,2.424882871,0.31481095
279.1536187,2.432545598,0.315757776
279.1536187,2.440208326,0.316706904
279.1536187,2.447871053,0.317658457
279.1536187,2.45553378,0.318612561
279.1536187,2.463196508,0.319569338
279.1536187,2.470859235,0.320528914
279.1536187,2.478521963,0.321491412
279.1536187,2.48618469,0.322456957
279.1536187,2.493847417,0.323425672
279.1536187,2.501510145,0.324397682
279.1536187,2.509172872,0.325373111
279.1536187,2.516835599,0.326352084
279.1536187,2.524498327,0.327334723
279.1536187,2.532161054,0.328321154
279.1536187,2.539823782,0.3293115
279.1536187,2.547486509,0.330305886
279.1536187,2.555149236,0.331304435
279.1536187,2.562811964,0.332307273
279.1536187,2.570474691,0.333314522
279.1536187,2.578137419,0.334326308
279.1536187,2.585800146,0.335342754
279.1536187,2.593462873,0.336363985
279.1536187,2.601125601,0.337390124
279.1536187,2.608788328,0.338421296
279.1536187,2.616451056,0.339457625
279.1536187,2.624113783,0.340499235
279.1536187,2.63177651,0.341546251
279.1536187,2.639439238,0.342598795
279.1536187,2.647101965,0.343656993
279.1536187,2.654764692,0.344720969
279.1536187,2.66242742,0.345790847
279.1536187,2.670090147,0.34686675
279.1536187,2.677752875,0.347948804
279.1536187,2.685415602,0.349037131
279.1536187,2.693078329,0.350131857
279.1536187,2.700741057,0.351233106
279.1536187,2.708403784,0.352341001
279.1536187,2.716066512,0.353455667
279.1536187,2.723729239,0.354577228
279.1536187,2.731391966,0.355705808
279.1536187,2.739054694,0.356841531
279.1536187,2.746717421,0.357984521
279.1536187,2.754380149,0.359134903
279.1536187,2.762042876,0.360292801
279.1536187,2.769705603,0.361458338
279.1536187,2.777368331,0.36263164
279.1536187,2.785031058,0.363812829
279.1536187,2.792693785,0.365002031
279.1536187,2.800356513,0.366199368
279.1536187,2.80801924,0.367404967
279.1536187,2.815681968,0.368573534
279.1536187,2.823344695,0.369612323
279.1536187,2.831007422,0.370389715
280.6543268,0.539851933,0.0814127
280.6543268,0.547514661,0.081826163
280.6543268,0.555177388,0.082383188
280.6543268,0.562840116,0.083016854
280.6543268,0.570502843,0.083679542
280.6543268,0.57816557,0.084347759
280.6543268,0.585828298,0.085021468
280.6543268,0.593491025,0.08570063
280.6543268,0.601153753,0.086385206
280.6543268,0.60881648,0.087075157
280.6543268,0.616479207,0.087770447
280.6543268,0.624141935,0.088471035
280.6543268,0.631804662,0.089176883
280.6543268,0.639467389,0.089887953
280.6543268,0.647130117,0.090604207
280.6543268,0.654792844,0.091325606
280.6543268,0.662455572,0.092052112
280.6543268,0.670118299,0.092783685
280.6543268,0.677781026,0.093520289
280.6543268,0.685443754,0.094261883
280.6543268,0.693106481,0.09500843
280.6543268,0.700769209,0.095759891
280.6543268,0.708431936,0.096516228
280.6543268,0.716094663,0.097277403
280.6543268,0.723757391,0.098043376
280.6543268,0.731420118,0.098814109
280.6543268,0.739082846,0.099589565
280.6543268,0.746745573,0.100369704
280.6543268,0.7544083,0.101154487
280.6543268,0.762071028,0.101943877
280.6543268,0.769733755,0.102737836
280.6543268,0.777396482,0.103536323
280.6543268,0.78505921,0.104339302
280.6543268,0.792721937,0.105146734
280.6543268,0.800384665,0.105958579
280.6543268,0.808047392,0.1067748
280.6543268,0.815710119,0.107595359
280.6543268,0.823372847,0.108420216
280.6543268,0.831035574,0.109249333
280.6543268,0.838698302,0.110082672
280.6543268,0.846361029,0.110920195
280.6543268,0.854023756,0.111761862
280.6543268,0.861686484,0.112607636
280.6543268,0.869349211,0.113457477
280.6543268,0.877011938,0.114311348
280.6543268,0.884674666,0.11516921
280.6543268,0.892337393,0.116031025
280.6543268,0.900000121,0.116896754
280.6543268,0.907662848,0.117766358
280.6543268,0.915325575,0.118639799
280.6543268,0.922988303,0.119517039
280.6543268,0.93065103,0.120398039
280.6543268,0.938313758,0.121282761
280.6543268,0.945976485,0.122171165
280.6543268,0.953639212,0.123063215
280.6543268,0.96130194,0.123958871
280.6543268,0.968964667,0.124858095
280.6543268,0.976627395,0.125760848
280.6543268,0.984290122,0.126667092
280.6543268,0.991952849,0.127576789
280.6543268,0.999615577,0.128489899
280.6543268,1.007278304,0.129406385
280.6543268,1.014941031,0.130326208
280.6543268,1.022603759,0.131249329
280.6543268,1.030266486,0.132175711
280.6543268,1.037929214,0.133105314
280.6543268,1.045591941,0.1340381
280.6543268,1.053254668,0.134974031
280.6543268,1.060917396,0.135913068
280.6543268,1.068580123,0.136855173
280.6543268,1.076242851,0.137800307
280.6543268,1.083905578,0.138748432
280.6543268,1.091568305,0.13969951
280.6543268,1.099231033,0.140653501
280.6543268,1.10689376,0.141610367
280.6543268,1.114556488,0.142570071
280.6543268,1.122219215,0.143532572
280.6543268,1.129881942,0.144497834
280.6543268,1.13754467,0.145465818
280.6543268,1.145207397,0.146436484
280.6543268,1.152870124,0.147409795
280.6543268,1.160532852,0.148385712
280.6543268,1.168195579,0.149364197
280.6543268,1.175858307,0.150345211
280.6543268,1.183521034,0.151328715
280.6543268,1.191183761,0.152314672
280.6543268,1.198846489,0.153303043
280.6543268,1.206509216,0.154293789
280.6543268,1.214171944,0.155286871
280.6543268,1.221834671,0.156282252
280.6543268,1.229497398,0.157279893
280.6543268,1.237160126,0.158279756
280.6543268,1.244822853,0.159281801
280.6543268,1.25248558,0.160285991
280.6543268,1.260148308,0.161292287
280.6543268,1.267811035,0.16230065
280.6543268,1.275473763,0.163311042
280.6543268,1.28313649,0.164323426
280.6543268,1.290799217,0.165337761
280.6543268,1.298461945,0.16635401
280.6543268,1.306124672,0.167372134
280.6543268,1.3137874,0.168392095
280.6543268,1.321450127,0.169413854
280.6543268,1.329112854,0.170437373
280.6543268,1.336775582,0.171462613
280.6543268,1.344438309,0.172489536
280.6543268,1.352101037,0.173518103
280.6543268,1.359763764,0.174548277
280.6543268,1.367426491,0.175580018
280.6543268,1.375089219,0.176613288
280.6543268,1.382751946,0.177648048
280.6543268,1.390414673,0.17868426
280.6543268,1.398077401,0.179721886
280.6543268,1.405740128,0.180760887
280.6543268,1.413402856,0.181801225
280.6543268,1.421065583,0.182842861
280.6543268,1.42872831,0.183885757
280.6543268,1.436391038,0.184929874
280.6543268,1.444053765,0.185975173
280.6543268,1.451716493,0.187021617
280.6543268,1.45937922,0.188069167
280.6543268,1.467041947,0.189117784
280.6543268,1.474704675,0.19016743
280.6543268,1.482367402,0.191218067
280.6543268,1.49003013,0.192269655
280.6543268,1.497692857,0.193322157
280.6543268,1.505355584,0.194375534
280.6543268,1.513018312,0.195429748
280.6543268,1.520681039,0.196484759
280.6543268,1.528343766,0.19754053
280.6543268,1.536006494,0.198597021
280.6543268,1.543669221,0.19965419
280.6543268,1.551331949,0.200711992
280.6543268,1.558994676,0.201770383
280.6543268,1.566657403,0.202829313
280.6543268,1.574320131,0.203888734
280.6543268,1.581982858,0.204948596
280.6543268,1.589645586,0.206008851
280.6543268,1.597308313,0.20706945
280.6543268,1.60497104,0.208130344
280.6543268,1.612633768,0.209191483
280.6543268,1.620296495,0.21025282
280.6543268,1.627959223,0.211314304
280.6543268,1.63562195,0.212375888
280.6543268,1.643284677,0.213437522
280.6543268,1.650947405,0.214499156
280.6543268,1.658610132,0.215560743
280.6543268,1.666272859,0.216622233
280.6543268,1.673935587,0.217683577
280.6543268,1.681598314,0.218744727
280.6543268,1.689261042,0.219805632
280.6543268,1.696923769,0.220866245
280.6543268,1.704586496,0.221926517
280.6543268,1.712249224,0.222986398
280.6543268,1.719911951,0.224045839
280.6543268,1.727574679,0.225104792
280.6543268,1.735237406,0.226163207
280.6543268,1.742900133,0.227221036
280.6543268,1.750562861,0.228278229
280.6543268,1.758225588,0.229334738
280.6543268,1.765888315,0.230390514
280.6543268,1.773551043,0.231445507
280.6543268,1.78121377,0.23249967
280.6543268,1.788876498,0.233552952
280.6543268,1.796539225,0.234605305
280.6543268,1.804201952,0.23565668
280.6543268,1.81186468,0.236707027
280.6543268,1.819527407,0.237756299
280.6543268,1.827190135,0.238804446
280.6543268,1.834852862,0.239851418
280.6543268,1.842515589,0.240897168
280.6543268,1.850178317,0.241941646
280.6543268,1.857841044,0.242984803
280.6543268,1.865503772,0.244026591
280.6543268,1.873166499,0.245066959
280.6543268,1.880829226,0.24610586
280.6543268,1.888491954,0.247143244
280.6543268,1.896154681,0.248179063
280.6543268,1.903817408,0.249213267
280.6543268,1.911480136,0.250245808
280.6543268,1.919142863,0.251276635
280.6543268,1.926805591,0.252305702
280.6543268,1.934468318,0.253332958
280.6543268,1.942131045,0.254358355
280.6543268,1.949793773,0.255381843
280.6543268,1.9574565,0.256403374
280.6543268,1.965119228,0.257422899
280.6543268,1.972781955,0.258440368
280.6543268,1.980444682,0.259455733
280.6543268,1.98810741,0.260468945
280.6543268,1.995770137,0.261479955
280.6543268,2.003432865,0.262488714
280.6543268,2.011095592,0.263495173
280.6543268,2.018758319,0.264499283
280.6543268,2.026421047,0.265500995
280.6543268,2.034083774,0.26650026
280.6543268,2.041746501,0.267497029
280.6543268,2.049409229,0.268491254
280.6543268,2.057071956,0.269482884
280.6543268,2.064734684,0.270471872
280.6543268,2.072397411,0.271458168
280.6543268,2.080060138,0.272441728
280.6543268,2.087722866,0.27342252
280.6543268,2.095385593,0.274400538
280.6543268,2.103048321,0.275375818
280.6543268,2.110711048,0.276348431
280.6543268,2.118373775,0.277318474
280.6543268,2.126036503,0.278286054
280.6543268,2.13369923,0.279251281
280.6543268,2.141361957,0.280214265
280.6543268,2.149024685,0.281175116
280.6543268,2.156687412,0.282133945
280.6543268,2.16435014,0.283090861
280.6543268,2.172012867,0.284045974
280.6543268,2.179675594,0.284999395
280.6543268,2.187338322,0.285951234
280.6543268,2.195001049,0.2869016
280.6543268,2.202663777,0.287850603
280.6543268,2.210326504,0.288798355
280.6543268,2.217989231,0.289744964
280.6543268,2.225651959,0.290690541
280.6543268,2.233314686,0.291635196
280.6543268,2.240977414,0.292579038
280.6543268,2.248640141,0.293522179
280.6543268,2.256302868,0.294464728
280.6543268,2.263965596,0.295406795
280.6543268,2.271628323,0.296348491
280.6543268,2.27929105,0.297289924
280.6543268,2.286953778,0.298231206
280.6543268,2.294616505,0.299172447
280.6543268,2.302279233,0.300113756
280.6543268,2.30994196,0.301055243
280.6543268,2.317604687,0.301997019
280.6543268,2.325267415,0.302939194
280.6543268,2.332930142,0.303881877
280.6543268,2.34059287,0.304825179
280.6543268,2.348255597,0.30576921
280.6543268,2.355918324,0.30671408
280.6543268,2.363581052,0.307659899
280.6543268,2.371243779,0.308606777
280.6543268,2.378906507,0.309554824
280.6543268,2.386569234,0.31050415
280.6543268,2.394231961,0.311454866
280.6543268,2.401894689,0.312407081
280.6543268,2.409557416,0.313360905
280.6543268,2.417220143,0.314316448
280.6543268,2.424882871,0.315273821
280.6543268,2.432545598,0.316233134
280.6543268,2.440208326,0.317194496
280.6543268,2.447871053,0.318158018
280.6543268,2.45553378,0.319123809
280.6543268,2.463196508,0.320091981
280.6543268,2.470859235,0.321062642
280.6543268,2.478521963,0.322035903
280.6543268,2.48618469,0.323011874
280.6543268,2.493847417,0.323990665
280.6543268,2.501510145,0.324972387
280.6543268,2.509172872,0.325957148
280.6543268,2.516835599,0.32694506
280.6543268,2.524498327,0.327936232
280.6543268,2.532161054,0.328930774
280.6543268,2.539823782,0.329928797
280.6543268,2.547486509,0.33093041
280.6543268,2.555149236,0.331935724
280.6543268,2.562811964,0.332944848
280.6543268,2.570474691,0.333957894
280.6543268,2.578137419,0.334974969
280.6543268,2.585800146,0.335996186
280.6543268,2.593462873,0.337021654
280.6543268,2.601125601,0.338051482
280.6543268,2.608788328,0.339085782
280.6543268,2.616451056,0.340124662
280.6543268,2.624113783,0.341168234
280.6543268,2.63177651,0.342216607
280.6543268,2.639439238,0.343269891
280.6543268,2.647101965,0.344328196
280.6543268,2.654764692,0.345391633
280.6543268,2.66242742,0.346460311
280.6543268,2.670090147,0.347534341
280.6543268,2.677752875,0.348613832
280.6543268,2.685415602,0.349698895
280.6543268,2.693078329,0.350789639
280.6543268,2.700741057,0.351886175
280.6543268,2.708403784,0.352988614
280.6543268,2.716066512,0.354097064
280.6543268,2.723729239,0.355211635
280.6543268,2.731391966,0.356332439
280.6543268,2.739054694,0.357459585
280.6543268,2.746717421,0.358593183
280.6543268,2.754380149,0.359733344
280.6543268,2.762042876,0.360880176
280.6543268,2.769705603,0.362033791
280.6543268,2.777368331,0.363194298
280.6543268,2.785031058,0.364361808
280.6543268,2.792693785,0.36553643
280.6543268,2.800356513,0.366718275
280.6543268,2.80801924,0.367907453
280.6543268,2.815681968,0.369059399
280.6543268,2.823344695,0.370082902
280.6543268,2.831007422,0.370848578
282.1550349,0.539851933,0.081457916
282.1550349,0.547514661,0.081861608
282.1550349,0.555177388,0.08240575
282.1550349,0.562840116,0.083025192
282.1550349,0.570502843,0.083673543
282.1550349,0.57816557,0.084327903
282.1550349,0.585828298,0.084988228
282.1550349,0.593491025,0.085654472
282.1550349,0.601153753,0.086326591
282.1550349,0.60881648,0.087004539
282.1550349,0.616479207,0.087688272
282.1550349,0.624141935,0.088377744
282.1550349,0.631804662,0.089072911
282.1550349,0.639467389,0.089773728
282.1550349,0.647130117,0.09048015
282.1550349,0.654792844,0.091192132
282.1550349,0.662455572,0.091909629
282.1550349,0.670118299,0.092632595
282.1550349,0.677781026,0.093360988
282.1550349,0.685443754,0.09409476
282.1550349,0.693106481,0.094833868
282.1550349,0.700769209,0.095578266
282.1550349,0.708431936,0.09632791
282.1550349,0.716094663,0.097082754
282.1550349,0.723757391,0.097842754
282.1550349,0.731420118,0.098607865
282.1550349,0.739082846,0.099378042
282.1550349,0.746745573,0.100153239
282.1550349,0.7544083,0.100933413
282.1550349,0.762071028,0.101718517
282.1550349,0.769733755,0.102508508
282.1550349,0.777396482,0.10330334
282.1550349,0.78505921,0.104102968
282.1550349,0.792721937,0.104907348
282.1550349,0.800384665,0.105716434
282.1550349,0.808047392,0.106530181
282.1550349,0.815710119,0.107348546
282.1550349,0.823372847,0.108171482
282.1550349,0.831035574,0.108998944
282.1550349,0.838698302,0.109830889
282.1550349,0.846361029,0.11066727
282.1550349,0.854023756,0.111508043
282.1550349,0.861686484,0.112353164
282.1550349,0.869349211,0.113202587
282.1550349,0.877011938,0.114056266
282.1550349,0.884674666,0.114914159
282.1550349,0.892337393,0.115776218
282.1550349,0.900000121,0.1166424
282.1550349,0.907662848,0.11751266
282.1550349,0.915325575,0.118386952
282.1550349,0.922988303,0.119265232
282.1550349,0.93065103,0.120147454
282.1550349,0.938313758,0.121033575
282.1550349,0.945976485,0.121923548
282.1550349,0.953639212,0.12281733
282.1550349,0.96130194,0.123714874
282.1550349,0.968964667,0.124616137
282.1550349,0.976627395,0.125521073
282.1550349,0.984290122,0.126429637
282.1550349,0.991952849,0.127341784
282.1550349,0.999615577,0.12825747
282.1550349,1.007278304,0.12917665
282.1550349,1.014941031,0.130099278
282.1550349,1.022603759,0.13102531
282.1550349,1.030266486,0.131954701
282.1550349,1.037929214,0.132887406
282.1550349,1.045591941,0.133823379
282.1550349,1.053254668,0.134762577
282.1550349,1.060917396,0.135704953
282.1550349,1.068580123,0.136650464
282.1550349,1.076242851,0.137599064
282.1550349,1.083905578,0.138550709
282.1550349,1.091568305,0.139505353
282.1550349,1.099231033,0.140462951
282.1550349,1.10689376,0.141423459
282.1550349,1.114556488,0.142386831
282.1550349,1.122219215,0.143353024
282.1550349,1.129881942,0.144321991
282.1550349,1.13754467,0.145293687
282.1550349,1.145207397,0.146268069
282.1550349,1.152870124,0.147245091
282.1550349,1.160532852,0.148224708
282.1550349,1.168195579,0.149206875
282.1550349,1.175858307,0.150191548
282.1550349,1.183521034,0.15117868
282.1550349,1.191183761,0.152168229
282.1550349,1.198846489,0.153160147
282.1550349,1.206509216,0.154154392
282.1550349,1.214171944,0.155150916
282.1550349,1.221834671,0.156149677
282.1550349,1.229497398,0.157150629
282.1550349,1.237160126,0.158153726
282.1550349,1.244822853,0.159158924
282.1550349,1.25248558,0.160166178
282.1550349,1.260148308,0.161175444
282.1550349,1.267811035,0.162186675
282.1550349,1.275473763,0.163199828
282.1550349,1.28313649,0.164214858
282.1550349,1.290799217,0.165231718
282.1550349,1.298461945,0.166250365
282.1550349,1.306124672,0.167270754
282.1550349,1.3137874,0.16829284
282.1550349,1.321450127,0.169316577
282.1550349,1.329112854,0.170341921
282.1550349,1.336775582,0.171368827
282.1550349,1.344438309,0.172397249
282.1550349,1.352101037,0.173427144
282.1550349,1.359763764,0.174458466
282.1550349,1.367426491,0.175491171
282.1550349,1.375089219,0.176525212
282.1550349,1.382751946,0.177560546
282.1550349,1.390414673,0.178597127
282.1550349,1.398077401,0.179634911
282.1550349,1.405740128,0.180673852
282.1550349,1.413402856,0.181713907
282.1550349,1.421065583,0.182755028
282.1550349,1.42872831,0.183797173
282.1550349,1.436391038,0.184840296
282.1550349,1.444053765,0.185884351
282.1550349,1.451716493,0.186929295
282.1550349,1.45937922,0.187975081
282.1550349,1.467041947,0.189021666
282.1550349,1.474704675,0.190069005
282.1550349,1.482367402,0.191117051
282.1550349,1.49003013,0.192165761
282.1550349,1.497692857,0.19321509
282.1550349,1.505355584,0.194264992
282.1550349,1.513018312,0.195315423
282.1550349,1.520681039,0.196366338
282.1550349,1.528343766,0.197417691
282.1550349,1.536006494,0.19846944
282.1550349,1.543669221,0.199521541
282.1550349,1.551331949,0.200573954
282.1550349,1.558994676,0.20162664
282.1550349,1.566657403,0.202679562
282.1550349,1.574320131,0.203732681
282.1550349,1.581982858,0.204785962
282.1550349,1.589645586,0.205839368
282.1550349,1.597308313,0.206892861
282.1550349,1.60497104,0.207946404
282.1550349,1.612633768,0.208999962
282.1550349,1.620296495,0.210053496
282.1550349,1.627959223,0.21110697
282.1550349,1.63562195,0.212160346
282.1550349,1.643284677,0.213213589
282.1550349,1.650947405,0.214266661
282.1550349,1.658610132,0.215319524
282.1550349,1.666272859,0.216372143
282.1550349,1.673935587,0.21742448
282.1550349,1.681598314,0.218476498
282.1550349,1.689261042,0.219528161
282.1550349,1.696923769,0.220579431
282.1550349,1.704586496,0.221630271
282.1550349,1.712249224,0.222680645
282.1550349,1.719911951,0.223730516
282.1550349,1.727574679,0.224779846
282.1550349,1.735237406,0.225828599
282.1550349,1.742900133,0.226876738
282.1550349,1.750562861,0.227924225
282.1550349,1.758225588,0.228971025
282.1550349,1.765888315,0.230017099
282.1550349,1.773551043,0.231062412
282.1550349,1.78121377,0.232106925
282.1550349,1.788876498,0.233150603
282.1550349,1.796539225,0.234193408
