Frequency (kHz),SA_Noise (dBm),CA_Noise_open  (dBm),CA_Noise_cell_connected  (dBm),Probe_Noise  (dBm),Probe_Coupling_Noise  (dBm),Probe_Coupling_RF_Noise  (dBm)
10.12704174,-127.2639984,-112.6199982,-100.8656006,-101.4223982,-97.8888002,-94.5567992
10.16333938,-127.5752032,-112.5912002,-101.2551988,-100.8903994,-98.9632018,-94.2191986
10.19963702,-127.812802,-111.4743986,-101.112001,-100.6264008,-98.427199,-94.9511994
10.23593466,-127.5439986,-112.7311996,-101.2383986,-101.9495984,-98.1200012,-93.9191984
10.2722323,-126.6423994,-112.6231996,-100.859201,-101.6072022,-98.4367984,-93.5687988
10.30852995,-127.2983994,-112.165599,-100.7736006,-102.1136018,-100.0352004,-93.7391998
10.34482759,-128.4656006,-111.7136016,-101.5551988,-102.3576006,-98.8559982,-94.1944002
10.38112523,-127.7888016,-111.6136004,-101.2424014,-101.4031998,-99.2927992,-95.1439986
10.41742287,-127.2824006,-111.671199,-100.9919984,-100.9168,-97.5503998,-94.3487988
10.45372051,-127.623999,-112.1856,-100.5807982,-100.6696014,-98.4639996,-95.223999
10.49001815,-127.9455992,-112.8352002,-101.1199998,-101.4,-98.390399,-94.9303986
10.52631579,-127.8671984,-111.7983994,-101.0447984,-102.2440004,-99.0656006,-94.617601
10.56261343,-128.0472016,-111.8495986,-101.2344024,-101.5151994,-99.334401,-94.9583984
10.59891107,-126.6607988,-111.9023986,-102.0664,-101.2912,-98.6751998,-95.1319992
10.63520871,-127.7672,-111.4439986,-101.1864,-101.7608002,-99.1640016,-93.3599976
10.67150635,-127.6248,-112.6759994,-101.4944002,-101.0711992,-99.040001,-94.4639998
10.70780399,-127.2375992,-111.940802,-102.2687988,-101.2048004,-98.2872008,-94.9863998
10.74410163,-127.2335998,-111.5496002,-102.0904004,-101.68,-98.2367996,-95.1656004
10.78039927,-128.0904022,-112.1152008,-101.6528,-102.1224012,-98.9848006,-94.6919984
10.81669691,-127.6487976,-112.6367998,-101.8983992,-101.5040026,-98.4007994,-94.4223998
10.85299456,-127.317601,-112.978398,-101.4216002,-101.5744004,-98.7368012,-94.4000016
10.8892922,-127.2375992,-112.2888,-101.4263992,-101.3856,-98.6216016,-94.4471984
10.92558984,-127.1359984,-111.6951996,-102.520001,-101.729599,-99.0280016,-94.2024002
10.96188748,-127.7207974,-112.0016008,-102.4623996,-102.3584002,-98.8184004,-94.9855988
10.99818512,-127.6455994,-112.135199,-102.1311996,-101.5415986,-99.4408006,-94.7248
11.03448276,-127.6751998,-111.9207992,-101.5231994,-101.6384002,-99.2671996,-95.3936006
11.0707804,-127.787999,-111.8568024,-101.6967988,-101.5440018,-100.434401,-94.896802
11.10707804,-128.0720004,-112.9448012,-101.5584002,-102.2639998,-99.7935988,-95.304799
11.14337568,-127.8847976,-112.3063996,-100.5216004,-102.6511992,-99.0216004,-95.4447982
11.17967332,-128.9223984,-111.4207994,-101.5976016,-101.9288008,-98.8927994,-95.3487976
11.21597096,-128.0288012,-113.0832002,-102.2319992,-102.4263992,-99.0671996,-94.2360014
11.2522686,-128.1408004,-112.587201,-101.345601,-102.0663986,-99.212001,-95.7495986
11.28856624,-127.7352006,-112.1311982,-102.4488006,-102.2271986,-99.5872026,-95.4968002
11.32486388,-127.1431992,-112.8695998,-102.1167982,-101.7408004,-100.0568008,-94.9423998
11.36116152,-127.4208022,-112.8831998,-101.9807998,-102.3279984,-98.5695998,-94.4304
11.39745917,-128.179198,-112.165602,-102.3856004,-102.2800018,-99.4440002,-96.1800002
11.43375681,-127.669603,-113.3728012,-102.9736008,-102.2231994,-99.706398,-94.5824004
11.47005445,-128.1919998,-112.7423996,-102.6096006,-102.5695998,-99.598401,-95.3280012
11.50635209,-128.648799,-112.2824018,-101.5944,-101.3911986,-98.8464002,-96.3192002
11.54264973,-127.5023988,-111.6416016,-102.5336014,-101.4055982,-99.4296004,-95.6127976
11.57894737,-128.6112,-112.2808014,-103.1255982,-102.2551986,-99.4024004,-94.8216004
11.61524501,-129.036798,-113.0735992,-101.2016006,-102.9559998,-98.9639982,-95.0815994
11.65154265,-128.4775972,-112.428801,-102.2320006,-101.8256014,-99.8639998,-96.0287996
11.68784029,-127.9392,-112.2239992,-102.4496,-102.1711992,-99.8759992,-95.6344008
11.72413793,-127.7959976,-113.4568024,-102.3687988,-102.6615998,-99.118399,-94.9296022
11.76043557,-128.5968032,-113.1175996,-101.981601,-101.7888016,-100.0839982,-96.3655994
11.79673321,-127.8208024,-113.2296004,-102.281601,-102.2119996,-99.1919984,-96.3552002
11.83303085,-128.0264004,-112.1936006,-102.340802,-102.6352006,-99.240799,-95.9848006
11.86932849,-127.5287996,-111.8632004,-102.665599,-103.532802,-100.023201,-96.2248002
11.90562613,-127.783998,-113.6296006,-102.4647994,-103.0304,-99.4024,-95.8063994
11.94192377,-129.444,-113.807999,-100.7975984,-102.148003,-100.807999,-96.792
11.97822142,-130.416,-111.664001,-99.3024002,-101.82,-101.059998,-97.148003
12.01451906,-128.727997,-113.031998,-102.6263976,-103.367996,-99.18,-95.096001
12.0508167,-129.320007,-113.059998,-102.6943984,-103.975998,-99.676003,-94.844002
12.08711434,-127.708,-114.155998,-101.4072018,-102.416,-101.108002,-97.823997
12.12341198,-129.268005,-111.620003,-102.4144012,-102.559998,-99.335999,-95.348
12.15970962,-128.860001,-114.127998,-102.8999988,-101.807999,-99.267998,-95.267998
12.19600726,-127.639999,-114.655998,-101.7056,-103.688004,-99.755997,-94.736
12.2323049,-129.255997,-115.692001,-102.1448,-102.216003,-99.332001,-94.975998
12.26860254,-126.132004,-112.736,-100.7632004,-101.155998,-100.040001,-95.239998
12.30490018,-129.100006,-113.192001,-102.389601,-100.592003,-99.164001,-96.008003
12.34119782,-129.531998,-114,-102.5472034,-100.540001,-99.028,-97.279999
12.37749546,-128.227997,-114.716003,-102.4312012,-102.584,-98.931999,-97.099998
12.4137931,-128.003998,-111.683998,-102.2336012,-102.052002,-99.311996,-96.208
12.45009074,-127.547997,-110.195999,-102.353601,-102.348,-99.080002,-96.888
12.48638838,-128.516006,-113.047997,-103.1839966,-102.851997,-98.183998,-95.132004
12.52268603,-129.031998,-113.807999,-102.4088,-101.547997,-98.407997,-95.232002
12.55898367,-129.475998,-114.071999,-103.1856,-105.400002,-100.823997,-96.472
12.59528131,-128.755997,-114.295998,-102.256799,-105.155998,-100.767998,-96.863998
12.63157895,-130.416,-113.236,-102.0311966,-102.956001,-100.531998,-96.18
12.66787659,-127.311996,-115.139999,-102.5048002,-103.407997,-100.468002,-96.624001
12.70417423,-130.584,-113.424004,-102.6895996,-103.907997,-99.556,-94.536003
12.74047187,-128.524002,-112.220001,-103.1631988,-104.792,-99.239998,-95.832001
12.77676951,-128.783997,-112.024002,-104.3047976,-103.332001,-100.816002,-94.916
12.81306715,-130.716003,-114.667999,-103.1328006,-102.760002,-101.348,-95.255997
12.84936479,-127.571999,-112.459999,-101.8944002,-101.071999,-100.592003,-97.092003
12.88566243,-128.296005,-113.335999,-102.818401,-101.848,-100.720001,-95.412003
12.92196007,-128.156006,-114.375999,-102.981601,-102.323997,-101.584,-96.272003
12.95825771,-129.983994,-114.348,-102.011203,-102.683998,-101.612,-95.987999
12.99455535,-128.031998,-112.931999,-104.6664004,-103.227997,-99.612,-96.912003
13.03085299,-129.587997,-112.391998,-103.8863998,-104.040001,-101.348,-96.987999
13.06715064,-129.076004,-113.132004,-103.2127974,-103.183998,-101.907997,-97.639999
13.10344828,-130.287994,-113.160004,-104.2295978,-101.804001,-99.620003,-96.800003
13.13974592,-129.764008,-112.996002,-104.3943998,-104.036003,-101.043999,-96.143997
13.17604356,-128.324005,-112.699997,-102.9679978,-101.592003,-101.18,-98.015999
13.2123412,-127.835999,-112.975998,-104.4023988,-103.512001,-101.192001,-97.003998
13.24863884,-129.584,-111.835999,-104.6400026,-104.087997,-99.264,-97.419998
13.28493648,-131.552002,-111.272003,-104.0535994,-105.924004,-101.612,-98.388
13.32123412,-130.800003,-111.531998,-102.6224,-102.564003,-102.452003,-98.736
13.35753176,-127.127998,-112.716003,-104.2703994,-104.736,-100.875999,-97.552002
13.3938294,-127.452003,-112.608002,-103.1336,-101.800003,-99.195999,-97.503998
13.43012704,-126.832001,-112.727997,-103.0439988,-104.328003,-98.307999,-100.375999
13.46642468,-126.720001,-115.120003,-101.748799,-101.807999,-98.348,-97.375999
13.50272232,-127.800003,-114.480003,-102.587198,-102.456001,-102.255997,-98.028
13.53901996,-130.248001,-115.295998,-102.9871996,-102.732002,-101.540001,-99.396004
13.5753176,-130.772003,-112.643997,-103.536,-105.32,-102.092003,-97.860001
13.61161525,-129.287994,-112.332001,-103.4087978,-103.643997,-103.375999,-96.099998
13.64791289,-129.960007,-112.891998,-103.3880004,-103.480003,-100.891998,-97.323997
13.68421053,-128.660004,-115.848,-104.1055988,-103.515999,-102.711998,-100.540001
13.72050817,-128.559998,-113.468002,-104.1871994,-105.031998,-99.944,-99.096001
13.75680581,-127.559998,-112.984001,-102.5207994,-105.112,-100.344002,-98.059998
13.79310345,-128.595993,-113.092003,-104.1992024,-105.288002,-100.875999,-95.879997
13.82940109,-128.768005,-113.627998,-102.5576006,-103.491997,-102.208,-98.008003
13.86569873,-128.591995,-111.959999,-104.6688006,-104.811996,-101.403999,-99.832001
13.90199637,-128.216003,-114.699997,-103.2647996,-102.475998,-100.900002,-95.435997
13.93829401,-129.412003,-113.556,-104.7080016,-104.012001,-101.807999,-96.124001
13.97459165,-129.516006,-114.776001,-103.9479996,-103.372002,-100.972,-98.860001
14.01088929,-128.067993,-113.047997,-103.8055998,-106.124001,-100.143997,-98.043999
14.04718693,-128.927994,-113.052002,-104.7495988,-103.307999,-100.764,-100.416
14.08348457,-128.904007,-113.155998,-103.2695986,-103.556,-101.496002,-99.536003
14.11978221,-130.563995,-113.379997,-104.3120006,-103.564003,-101.739998,-98.047997
14.15607985,-130.123993,-113.384003,-105.0943996,-107.279999,-102.676003,-97.167999
14.1923775,-127.416,-114.244003,-104.618399,-105.099998,-101.391998,-98.984001
14.22867514,-128.608002,-111.776001,-104.8752034,-104.204002,-99.835999,-99.424004
14.26497278,-127.891998,-114.956001,-104.9328004,-104.003998,-100.931999,-99.416
14.30127042,-127.115997,-113.204002,-104.1544006,-106.015999,-102.012001,-97.080002
14.33756806,-129.248001,-112.844002,-102.7023986,-105.587997,-101.028,-98.991997
14.3738657,-129.548004,-112.931999,-103.4143998,-103.348,-102.848,-98.692001
14.41016334,-128.104004,-113.015999,-102.5656024,-104.248001,-101.636002,-99.279999
14.44646098,-127.615997,-113.667999,-104.4463972,-103.764,-101.984001,-98.748001
14.48275862,-127.844002,-113.632004,-103.8672028,-102.968002,-102.592003,-97.096001
14.51905626,-128.076004,-113.559998,-105.3839982,-103.348,-103,-98.776001
14.5553539,-128.524002,-113.459999,-103.418399,-104.012001,-103.639999,-98.704002
14.59165154,-128.447998,-116.848,-104.715199,-105.748001,-102.695999,-99.863998
14.62794918,-128.828003,-112.120003,-103.716,-104.199997,-102.468002,-99.844002
14.66424682,-128.964005,-113.028,-103.2287994,-104.832001,-103.124001,-96.924004
14.70054446,-128.251999,-113.279999,-104.0471986,-103.136002,-102.568001,-97.587997
14.73684211,-129.768005,-112.931999,-103.2351992,-104.512001,-102.767998,-97.991997
14.77313975,-128.764008,-112.515999,-102.8768018,-103.348,-102.279999,-98.596001
14.80943739,-128.671997,-114.744003,-102.532797,-104.012001,-103.82,-98.208
14.84573503,-127.124001,-114.204002,-102.2336,-104.475998,-103.223999,-97.255997
14.88203267,-129.852005,-113.627998,-103.6567994,-104.82,-102.18,-98.403999
14.91833031,-128.580002,-112.671997,-102.8216002,-105.227997,-101.487999,-99.160004
14.95462795,-128.427994,-116.624001,-103.9936006,-104.615997,-101.384003,-98.963997
14.99092559,-128.184006,-113.540001,-105.3072006,-104.416,-102.279999,-98.615997
15.02722323,-129.151993,-114.155998,-103.2175994,-105.164001,-102.139999,-98.603996
15.06352087,-126.764,-112.804001,-104.3751988,-104.092003,-101.748001,-97.984001
15.09981851,-127.103996,-113.744003,-104.1495968,-103.292,-102.879997,-101.036003
15.13611615,-127.900002,-113.764,-103.9599976,-105.264,-101.216003,-99.968002
15.17241379,-130.951996,-112.935997,-105.3512026,-103.959999,-102.879997,-99.739998
15.20871143,-129.496002,-113.963997,-103.7343994,-103.195999,-101.860001,-99.031998
15.24500907,-128.968002,-113.716003,-103.9271972,-103.015999,-101.080002,-98.356003
15.28130672,-129.824005,-114.188004,-105.4919966,-102.751999,-99.875999,-99.264
15.31760436,-128.419998,-114.400002,-102.9048036,-101.620003,-100.515999,-98.136002
15.353902,-128.376007,-114.807999,-104.0879988,-105.620003,-102.084,-96.087997
15.39019964,-128.871994,-113.031998,-104.4432006,-104.783997,-104.828003,-99.708
15.42649728,-130.063995,-113.024002,-104.551199,-103.468002,-101.047997,-100.480003
15.46279492,-130.087997,-115.739998,-103.4079988,-101.811996,-102.627998,-98.283997
15.49909256,-129.363998,-113.103996,-103.9975998,-102.884003,-102.811996,-98.736
15.5353902,-129.919998,-110.940002,-103.6511992,-105.195999,-103.472,-97.648003
15.57168784,-131.535995,-112.736,-104.7591966,-105.139999,-101.828003,-100.211998
15.60798548,-129.231995,-114.472,-104.9936018,-102.136002,-103.400002,-100.608002
15.64428312,-131.048004,-114.559998,-104.5368016,-103.807999,-103.459999,-98.903999
15.68058076,-129.703995,-115.372002,-104.4855988,-105.143997,-101.860001,-97.783997
15.7168784,-130.979996,-115.036003,-103.1015994,-103.435997,-101.372002,-97.568001
15.75317604,-130.688004,-112.552002,-104.0976012,-105.524002,-102.636002,-99.468002
15.78947368,-130.852005,-113.003998,-104.2695986,-102.667999,-104.056,-100.188004
15.82577132,-129.356003,-113.655998,-104.285597,-102.928001,-100.519997,-98.496002
15.86206897,-129.932007,-114.300003,-105.5056,-103.419998,-103.031998,-99.956001
15.89836661,-130.628006,-114.199997,-105.1272004,-104.816002,-102.924004,-99.935997
15.93466425,-129.779999,-115.671997,-104.2888,-105.987999,-102.279999,-99.848
15.97096189,-130.123993,-114.412003,-103.9479982,-106.596001,-102.332001,-100.388
16.00725953,-130.695999,-115.272003,-106.567201,-105.195999,-98.975998,-100.632004
16.04355717,-130.932007,-114.552002,-104.2703982,-105.912003,-101.571999,-100.875999
16.07985481,-130.884003,-114.928001,-103.9615998,-104,-102.487999,-100.792
16.11615245,-130.207993,-113.783997,-104.7983992,-103.692001,-101.599998,-101.339996
16.15245009,-132.748001,-114.660004,-104.2216018,-105.400002,-101.475998,-100.192001
16.18874773,-129.975998,-113.624001,-103.9800002,-105.127998,-100.391998,-99.400002
16.22504537,-130.947998,-114.056,-104.3328006,-104.704002,-102.947998,-99.627998
16.26134301,-129.483994,-114.547997,-104.2680024,-103.440002,-105.124001,-98.956001
16.29764065,-129.160004,-114.236,-104.817601,-104.727997,-103.103996,-98.304001
16.33393829,-130.444,-112.615997,-105.8519992,-105.052002,-104.220001,-99.515999
16.37023593,-130.787994,-113.884003,-105.7992024,-104.872002,-102.484001,-97.239998
16.40653358,-130.072006,-115.043999,-102.6328018,-104.248001,-103.475998,-99.18
16.44283122,-128.524002,-114.068001,-105.5776,-104.788002,-102.828003,-99.919998
16.47912886,-129.087997,-113.484001,-105.1152006,-106.188004,-102.236,-99.167999
16.5154265,-129.080002,-115.452003,-103.631197,-103.592003,-104.667999,-100.236
16.55172414,-129.692001,-113.875999,-105.2375994,-104.043999,-103.559998,-96.940002
16.58802178,-130.727997,-112.903999,-104.878401,-103.384003,-103.384003,-96.660004
16.62431942,-130.723999,-113.804001,-103.4863998,-103.372002,-103.832001,-99.307999
16.66061706,-129.123993,-113.811996,-104.5696,-104.636002,-103.236,-101.519997
16.6969147,-129.259995,-113.660004,-105.834401,-104.888,-102.239998,-98.232002
16.73321234,-129.475998,-113.339996,-105.9304012,-103.823997,-102.543999,-99.056
16.76950998,-129.063995,-115.435997,-104.5143978,-104.171997,-102.832001,-98.127998
16.80580762,-130.544006,-115.192001,-104.829599,-105.239998,-101.844002,-98.372002
16.84210526,-129.024002,-114.928001,-104.8183988,-106.480003,-103.283997,-101.003998
16.8784029,-127.872002,-116.444,-106.3383988,-104.204002,-101.171997,-99.632004
16.91470054,-127.987999,-115.783997,-104.2151996,-106.251999,-101.251999,-100.884003
16.95099819,-130.268005,-114.807999,-105.0408004,-105.811996,-104.292,-97.968002
16.98729583,-129.531998,-115.339996,-104.4055998,-105.003998,-105.132004,-99.755997
17.02359347,-130.811996,-115.400002,-107.489601,-106.807999,-104.860001,-100.059998
17.05989111,-130.871994,-113.907997,-105.7976028,-103.739998,-103.615997,-98.580002
17.09618875,-129.839996,-115.363998,-105.3184018,-104.519997,-102,-101.232002
17.13248639,-130.623993,-114.615997,-103.8192016,-102.695999,-100.959999,-100.024002
17.16878403,-130.563995,-114.704002,-105.7399976,-103.419998,-103.040001,-98.540001
17.20508167,-131.016006,-112.632004,-106.1903994,-105.624001,-105.108002,-102.124001
17.24137931,-132.535995,-114.755997,-105.5415996,-105.536003,-104.627998,-98.860001
17.27767695,-129.843994,-113.956001,-104.2007998,-103.863998,-104.176003,-101.127998
17.31397459,-130.272003,-113.963997,-105.2880036,-105.003998,-102.447998,-102.136002
17.35027223,-131.751999,-114.896004,-104.8495988,-105.835999,-104.295998,-102.332001
17.38656987,-130.699997,-114.452003,-103.787196,-104.699997,-102.120003,-100.419998
17.42286751,-127.664001,-115.099998,-104.7648006,-104.084,-102.760002,-99.307999
17.45916515,-130.067993,-116.260002,-104.484,-104.924004,-102.587997,-99.227997
17.49546279,-132.147995,-115.139999,-106.0007994,-105.419998,-104.396004,-102.003998
17.53176044,-131.384003,-114.412003,-104.42,-106.487999,-101.264,-101.615997
17.56805808,-131.147995,-115.351997,-106.2256028,-104.388,-103.379997,-102.276001
17.60435572,-130.300003,-115.620003,-104.3704008,-104.288002,-103.531998,-100.524002
17.64065336,-129.035995,-116.056,-106.2688036,-105.272003,-104.963997,-99.444
17.676951,-128.272003,-114.760002,-104.1720018,-105.251999,-104.136002,-99.5
17.71324864,-133.815994,-115.708,-105.4936008,-105.260002,-100.736,-102.220001
17.74954628,-131.811996,-114.695999,-105.5400008,-105.124001,-103.856003,-100.931999
17.78584392,-131.248001,-115.167999,-105.6208024,-103.896004,-102.82,-100.592003
17.82214156,-131.376007,-114.015999,-105.4839992,-105.239998,-102.115997,-98.484001
17.8584392,-131.544006,-114.552002,-104.6640012,-105.32,-102.884003,-98.599998
17.89473684,-130.220001,-115.087997,-106.3184006,-105.800003,-104.568001,-103.248001
17.93103448,-131.423996,-116.264,-106.9543974,-105.860001,-104.652,-100.216003
17.96733212,-130.871994,-117.112,-105.1944,-104.367996,-104.208,-99.879997
18.00362976,-133.779999,-114.064003,-104.6631974,-103.627998,-103.940002,-99.919998
18.0399274,-129.843994,-114.844002,-104.8471984,-106.071999,-103.835999,-98.783997
18.07622505,-131.824005,-114.692001,-105.5040024,-105.480003,-106.047997,-99.720001
18.11252269,-128.895996,-114.916,-105.2368012,-105.367996,-103.244003,-101.620003
18.14882033,-129.580002,-115.760002,-106.4272036,-106.295998,-101.804001,-100.167999
18.18511797,-130.492004,-116.223999,-105.354399,-105.139999,-103.080002,-99.459999
18.22141561,-131.016006,-116.087997,-105.2864012,-106.192001,-103.944,-99.18
18.25771325,-130.639999,-113.379997,-105.391997,-104.708,-103.708,-102.208
18.29401089,-132.179993,-115.227997,-105.0776016,-104.863998,-103.148003,-102.388
18.33030853,-130.636002,-114.736,-106.4559998,-108.008003,-103.536003,-101.807999
18.36660617,-130.348007,-115.807999,-105.883203,-107.176003,-102.891998,-100.716003
18.40290381,-131.123993,-116.503998,-106.1064012,-105.907997,-103.456001,-101.643997
18.43920145,-131.184006,-113.984001,-104.8720018,-104.444,-102.667999,-99.519997
18.47549909,-129.296005,-115.244003,-103.944,-106.323997,-105.103996,-100.068001
18.51179673,-127.484001,-113.912003,-105.4111988,-104.900002,-102.496002,-99.760002
18.54809437,-130.072006,-115.447998,-105.1424012,-104.596001,-103.003998,-103.388
18.58439201,-133.483994,-115.435997,-106.057599,-106.036003,-103.155998,-99.155998
18.62068966,-128.727997,-115.283997,-106.5288028,-106.431999,-104.328003,-99.276001
18.6569873,-130.664001,-116.751999,-107.295198,-102.748001,-104.216003,-100.947998
18.69328494,-131.507996,-115.204002,-106.1008,-106.620003,-104.419998,-99.699997
18.72958258,-130.932007,-113.919998,-105.7799988,-106.463997,-104.987999,-100.5
18.76588022,-127.956001,-117.120003,-105.1400026,-106.816002,-105.475998,-99.528
18.80217786,-130.531998,-115.431999,-106.1656006,-104.568001,-103.648003,-99.003998
18.8384755,-131.772003,-114.931999,-105.3599994,-104.388,-104.307999,-98.959999
18.87477314,-130.175995,-113.571999,-103.1624024,-104.351997,-104.143997,-100.648003
18.91107078,-130.136002,-115.012001,-104.547998,-107.491997,-103.391998,-101.515999
18.94736842,-130.548004,-116.508003,-103.944002,-103.103996,-101.047997,-99.248001
18.98366606,-132.016006,-116.260002,-105.4552006,-105.571999,-104.311996,-101.024002
19.0199637,-131.972,-116.459999,-105.7623992,-105.292,-103.255997,-101.176003
19.05626134,-130.324005,-115.503998,-106.7304012,-105.748001,-101.519997,-100.435997
19.09255898,-130.923996,-115.587997,-105.3656036,-104.568001,-101.407997,-103.080002
19.12885662,-129.639999,-114.975998,-104.8080002,-106.096001,-103.800003,-100.944
19.16515426,-128.843994,-116.695999,-105.2503982,-106.152,-104.475998,-102.143997
19.20145191,-129.584,-115.872002,-106.8096008,-105.592003,-103.536003,-100.875999
19.23774955,-131.056,-117.255997,-104.707997,-106.199997,-103.559998,-100.440002
19.27404719,-129.623993,-117.332001,-105.3607986,-106.419998,-103.475998,-100.508003
19.31034483,-130.016006,-116.143997,-106.6263992,-106.375999,-102.795998,-103.047997
19.34664247,-130.615997,-115.744003,-106.6776002,-106.132004,-103.487999,-99.216003
19.38294011,-131.723999,-115.627998,-105.8720018,-105.379997,-103.975998,-101.155998
19.41923775,-131.664001,-116.208,-105.1287976,-104.863998,-104.307999,-99.176003
19.45553539,-131.304001,-116.056,-107.0312014,-104.424004,-105.335999,-103.624001
19.49183303,-131.339996,-115.388,-106.3800018,-104.388,-106.223999,-102.676003
19.52813067,-130.895996,-115.419998,-106.4048004,-105.603996,-105.632004,-99.980003
19.56442831,-130.584,-115.68,-105.2696014,-106.587997,-105.835999,-99.348
19.60072595,-131.371994,-116.148003,-105.2728014,-106.108002,-105.764,-102.047997
19.63702359,-132.175995,-116.211998,-106.3647994,-105.367996,-105.127998,-101.292
19.67332123,-130.628006,-116.615997,-105.699997,-105.732002,-104.688004,-102.435997
19.70961887,-130.740005,-116.431999,-105.8648008,-106.772003,-103.856003,-100.491997
19.74591652,-131.699997,-115.112,-105.3727982,-105.711998,-104.008003,-100.68
19.78221416,-130.695999,-115.984001,-106.220801,-109.480003,-103.860001,-102.592003
19.8185118,-129.843994,-115.851997,-105.5304,-105.68,-103.751999,-101.896004
19.85480944,-130.656006,-117.419998,-105.0840012,-106.120003,-104.755997,-102.024002
19.89110708,-131.916,-117.292,-105.5719988,-105.919998,-104.723999,-102.239998
19.92740472,-130.792007,-115.956001,-106.1200012,-106.199997,-106.115997,-101.276001
19.96370236,-131.167999,-115.807999,-107.1367978,-105.311996,-105.795998,-91.612
