delta_c/2pi (MHz),Omega_p/2pi (MHz),EIT Amplitude (arb. units)
175.3066234,1.43230278,0.021418967
175.3066234,1.455890638,0.021486074
175.3066234,1.479478496,0.021471703
175.3066234,1.503066354,0.021371428
175.3066234,1.526654211,0.021181902
175.3066234,1.550242069,0.020902074
175.3066234,1.573829927,0.020534195
175.3066234,1.597417785,0.020083743
175.3066234,1.621005643,0.01955835
175.3066234,1.6445935,0.018966613
175.3066234,1.668181358,0.018317376
175.3066234,1.691769216,0.017619488
175.3066234,1.715357074,0.016881798
175.3066234,1.738944932,0.016113156
175.3066234,1.762532789,0.015322411
175.3066234,1.786120647,0.014518412
175.3066234,1.809708505,0.01371001
175.3066234,1.833296363,0.012906053
175.3066234,1.85688422,0.012115392
175.3066234,1.880472078,0.011346874
175.3066234,1.904059936,0.010609351
175.3066234,1.927647794,0.009911671
175.3066234,1.951235652,0.009262684
175.3066234,1.974823509,0.008671239
175.3066234,1.998411367,0.008146136
175.3066234,2.021999225,0.007695697
175.3066234,2.045587083,0.007326816
175.3066234,2.069174941,0.007043671
175.3066234,2.092762798,0.006846926
175.3066234,2.116350656,0.006734157
175.3066234,2.139938514,0.006701098
175.3066234,2.163526372,0.006742745
175.3066234,2.187114229,0.006853959
175.3066234,2.210702087,0.007029601
175.3066234,2.234289945,0.007264531
175.3066234,2.257877803,0.007553609
175.3066234,2.281465661,0.007891698
175.3066234,2.305053518,0.008273656
175.3066234,2.328641376,0.008694345
175.3066234,2.352229234,0.009148626
175.3066234,2.375817092,0.009631359
175.3066234,2.39940495,0.010137405
175.3066234,2.422992807,0.010661623
175.3066234,2.446580665,0.011198878
175.3066234,2.470168523,0.011744181
175.3066234,2.493756381,0.012293233
175.3066234,2.517344238,0.01284335
175.3066234,2.540932096,0.013394409
175.3066234,2.564519954,0.013949049
175.3066234,2.588107812,0.014511935
175.3066234,2.61169567,0.015088737
175.3066234,2.635283527,0.015685434
175.3066234,2.658871385,0.016308027
175.3066234,2.682459243,0.016962519
175.3066234,2.706047101,0.01765491
175.3066234,2.729634959,0.018391203
175.3066234,2.753222816,0.019177399
175.3066234,2.776810674,0.0200195
175.3066234,2.800398532,0.020923508
175.3066234,2.82398639,0.021895424
175.3066234,2.847574247,0.02294125
175.3066234,2.871162105,0.024066987
175.3066234,2.894749963,0.025278638
175.3066234,2.918337821,0.026582204
175.3066234,2.941925679,0.027983477
175.3066234,2.965513536,0.029486921
175.3066234,2.989101394,0.031093509
175.3066234,3.012689252,0.032798123
175.3066234,3.03627711,0.034588425
175.3066234,3.059864967,0.036446267
175.3066234,3.083452825,0.03835033
175.3066234,3.107040683,0.040278164
175.3066234,3.130628541,0.042207172
175.3066234,3.154216399,0.044114759
175.3066234,3.177804256,0.04597833
175.3066234,3.201392114,0.047775289
175.3066234,3.224979972,0.049483041
175.3066234,3.24856783,0.05107899
175.3066234,3.272155688,0.052540541
175.3066234,3.295743545,0.053845098
175.3066234,3.319331403,0.054970066
175.3066234,3.342919261,0.055892849
175.3066234,3.366507119,0.056590852
175.3066234,3.390094976,0.057041479
175.3066234,3.413682834,0.057222157
175.3066234,3.437270692,0.057111225
175.3066234,3.46085855,0.056690847
175.3066234,3.484446408,0.055951835
175.3066234,3.508034265,0.054898235
175.3066234,3.531622123,0.053547874
175.3066234,3.555209981,0.051928342
175.3066234,3.578797839,0.050071914
175.3066234,3.602385697,0.04801221
175.3066234,3.625973554,0.045782927
175.3066234,3.649561412,0.043417761
175.3066234,3.67314927,0.040950408
175.3066234,3.696737128,0.038414565
175.3066234,3.720324985,0.035843928
175.3066234,3.743912843,0.033272193
175.3066234,3.767500701,0.030733056
175.3066234,3.791088559,0.028260215
175.3066234,3.814676417,0.025887364
175.3066234,3.838264274,0.023648201
175.3066234,3.861852132,0.021576422
175.3066234,3.88543999,0.019705723
175.3066234,3.909027848,0.0180698
175.3066234,3.932615706,0.016702349
175.3066234,3.956203563,0.015637068
175.3066234,3.979791421,0.014907509
175.3066234,4.003379279,0.01454523
175.3066234,4.026967137,0.014575229
175.3066234,4.050554994,0.015009246
175.3066234,4.074142852,0.01584086
175.3066234,4.09773071,0.017046735
175.3066234,4.121318568,0.018592814
175.3066234,4.144906426,0.020440456
175.3066234,4.168494283,0.022550008
175.3066234,4.192082141,0.024881804
175.3066234,4.215669999,0.027396177
175.3066234,4.239257857,0.030053461
175.3066234,4.262845715,0.032813988
175.3066234,4.286433572,0.035638093
175.3066234,4.31002143,0.038486109
175.3066234,4.333609288,0.041318369
175.3066234,4.357197146,0.044095206
175.3066234,4.380785003,0.046776954
175.3066234,4.404372861,0.049323946
175.3066234,4.427960719,0.051696515
175.3066234,4.451548577,0.053854996
175.3066234,4.475136435,0.055759958
175.3066234,4.498724292,0.057374062
175.3066234,4.52231215,0.058666029
175.3066234,4.545900008,0.059615934
175.3066234,4.569487866,0.060218294
175.3066234,4.593075724,0.060480093
175.3066234,4.616663581,0.060415629
175.3066234,4.640251439,0.060042069
175.3066234,4.663839297,0.059377073
175.3066234,4.687427155,0.058438299
175.3066234,4.711015012,0.05724341
175.3066234,4.73460287,0.055810064
175.3066234,4.758190728,0.054155923
175.3066234,4.781778586,0.052298646
175.3066234,4.805366444,0.050255895
175.3066234,4.828954301,0.048045328
175.3066234,4.852542159,0.045684606
175.3066234,4.876130017,0.043191391
175.3066234,4.899717875,0.040583341
175.3066234,4.923305732,0.037878117
175.3066234,4.94689359,0.035093379
175.3066234,4.970481448,0.032246788
175.3066234,4.994069306,0.029356004
175.3066234,5.017657164,0.026438703
175.3066234,5.041245021,0.023512773
175.3066234,5.064832879,0.020596808
175.3066234,5.088420737,0.017710814
175.3066234,5.112008595,0.014876742
175.3066234,5.135596453,0.012118345
175.3066234,5.15918431,0.009460519
175.3066234,5.182772168,0.006928649
175.3066234,5.206360026,0.004548229
175.3066234,5.229947884,0.002344752
175.3066234,5.253535741,0.000343713
175.3066234,5.277123599,-0.001429395
175.3066234,5.300711457,-0.002949078
175.3066234,5.324299315,-0.004189842
175.3066234,5.347887173,-0.005126192
175.3066234,5.37147503,-0.005732635
175.3066234,5.395062888,-0.005983676
175.3066234,5.418650746,-0.005853822
175.3066234,5.442238604,-0.005317578
175.3066234,5.465826462,-0.004349656
175.3066234,5.489414319,-0.002927065
175.3066234,5.513002177,-0.001033945
175.3066234,5.536590035,0.001331631
175.3066234,5.560177893,0.004153109
175.3066234,5.58376575,0.007397296
175.3066234,5.607353608,0.011020801
175.3066234,5.630941466,0.014976028
175.3066234,5.654529324,0.019214547
175.3066234,5.678117182,0.02368792
175.3066234,5.701705039,0.028347709
175.3066234,5.725292897,0.033145478
175.3066234,5.748880755,0.038032789
175.3066234,5.772468613,0.042961205
175.3066234,5.796056471,0.047882288
175.3066234,5.819644328,0.052747601
175.3066234,5.843232186,0.057508707
175.3066234,5.866820044,0.062117168
175.3066234,5.890407902,0.066524546
175.3066234,5.913995759,0.070682406
175.3066234,5.937583617,0.074542308
175.3066234,5.961171475,0.078055904
175.3066234,5.984759333,0.08117673
175.3066234,6.008347191,0.08386522
175.3066234,6.031935048,0.086096489
175.3066234,6.055522906,0.087866863
175.3066234,6.079110764,0.089193492
175.3066234,6.102698622,0.090107453
175.3066234,6.12628648,0.090646121
175.3066234,6.149874337,0.090848468
175.3066234,6.173462195,0.090753512
175.3066234,6.197050053,0.090400274
175.3066234,6.220637911,0.089827775
175.3066234,6.244225768,0.089075034
175.3066234,6.267813626,0.088181071
175.3066234,6.291401484,0.087184906
175.3066234,6.314989342,0.086125561
175.3066234,6.3385772,0.085042053
175.3066234,6.362165057,0.083973405
175.3066234,6.385752915,0.082958635
175.3066234,6.409340773,0.082036764
175.3066234,6.432928631,0.081246529
175.3066234,6.456516489,0.080624515
175.3066234,6.480104346,0.080201351
175.3066234,6.503692204,0.079996831
175.3066234,6.527280062,0.080017389
175.3066234,6.55086792,0.080258266
175.3066234,6.574455777,0.080708342
175.3066234,6.598043635,0.081354097
175.3066234,6.621631493,0.082181645
175.3066234,6.645219351,0.083177099
175.3066234,6.668807209,0.084326575
175.3066234,6.692395066,0.085616184
175.3066234,6.715982924,0.087032042
175.3066234,6.739570782,0.088560262
175.3066234,6.76315864,0.090186958
175.3066234,6.786746498,0.091898244
175.3066234,6.810334355,0.093680234
175.3066234,6.833922213,0.095519042
175.3066234,6.857510071,0.097400781
175.3066234,6.881097929,0.099311566
175.3066234,6.904685786,0.10123751
175.3066234,6.928273644,0.103164728
175.3066234,6.951861502,0.105079332
175.3066234,6.97544936,0.106967438
175.3066234,6.999037218,0.108815159
175.3066234,7.022625075,0.110608608
175.3066234,7.046212933,0.112333901
175.3066234,7.069800791,0.11397715
175.3066234,7.093388649,0.115524469
175.3066234,7.116976506,0.116961973
175.3066234,7.140564364,0.118275775
175.3066234,7.164152222,0.119451989
175.3066234,7.18774008,0.120476729
175.3066234,7.211327938,0.12133611
175.3066234,7.234915795,0.122016243
175.3066234,7.258503653,0.122503245
175.3066234,7.282091511,0.122783228
175.3066234,7.305679369,0.122842307
175.3066234,7.329267227,0.122666595
175.3066234,7.352855084,0.122242206
175.3066234,7.376442942,0.121555255
175.3066234,7.4000308,0.120591854
175.3066234,7.423618658,0.119338118
175.3066234,7.447206515,0.117780161
175.3066234,7.470794373,0.115904097
175.3066234,7.494382231,0.113696039
175.3066234,7.517970089,0.111276219
175.3066234,7.541557947,0.108918751
175.3066234,7.565145804,0.107041048
176.8069439,0.512376327,0.00425735
176.8069439,0.535964185,0.004014805
176.8069439,0.559552042,0.003736227
176.8069439,0.5831399,0.003492261
176.8069439,0.606727758,0.003326299
176.8069439,0.630315616,0.003254957
176.8069439,0.653903473,0.00327327
176.8069439,0.677491331,0.003376271
176.8069439,0.701079189,0.003558993
176.8069439,0.724667047,0.003816472
176.8069439,0.748254905,0.004143739
176.8069439,0.771842762,0.00453583
176.8069439,0.79543062,0.004987778
176.8069439,0.819018478,0.005494616
176.8069439,0.842606336,0.006051379
176.8069439,0.866194194,0.0066531
176.8069439,0.889782051,0.007294813
176.8069439,0.913369909,0.007971551
176.8069439,0.936957767,0.008678349
176.8069439,0.960545625,0.00941024
176.8069439,0.984133482,0.010162258
176.8069439,1.00772134,0.010929436
176.8069439,1.031309198,0.011706809
176.8069439,1.054897056,0.01248941
176.8069439,1.078484914,0.013272273
176.8069439,1.102072771,0.014050432
176.8069439,1.125660629,0.01481892
176.8069439,1.149248487,0.015572771
176.8069439,1.172836345,0.016307019
176.8069439,1.196424202,0.017016698
176.8069439,1.22001206,0.017696841
176.8069439,1.243599918,0.018342482
176.8069439,1.267187776,0.018948656
176.8069439,1.290775634,0.019510395
176.8069439,1.314363491,0.020022733
176.8069439,1.337951349,0.020480705
176.8069439,1.361539207,0.020879343
176.8069439,1.385127065,0.021213682
176.8069439,1.408714923,0.021478756
176.8069439,1.43230278,0.021669597
176.8069439,1.455890638,0.021781241
176.8069439,1.479478496,0.021808735
176.8069439,1.503066354,0.021747431
176.8069439,1.526654211,0.02159378
176.8069439,1.550242069,0.021346568
176.8069439,1.573829927,0.021007934
176.8069439,1.597417785,0.020583301
176.8069439,1.621005643,0.020080279
176.8069439,1.6445935,0.019507463
176.8069439,1.668181358,0.018873694
176.8069439,1.691769216,0.018187822
176.8069439,1.715357074,0.017458696
176.8069439,1.738944932,0.016695165
176.8069439,1.762532789,0.015906078
176.8069439,1.786120647,0.015100284
176.8069439,1.809708505,0.014286632
176.8069439,1.833296363,0.013473972
176.8069439,1.85688422,0.012671153
176.8069439,1.880472078,0.011887023
176.8069439,1.904059936,0.011130432
176.8069439,1.927647794,0.010410229
176.8069439,1.951235652,0.009735264
176.8069439,1.974823509,0.009114384
176.8069439,1.998411367,0.008556393
176.8069439,2.021999225,0.008069639
176.8069439,2.045587083,0.007661117
176.8069439,2.069174941,0.007335247
176.8069439,2.092762798,0.007093116
176.8069439,2.116350656,0.006932885
176.8069439,2.139938514,0.006850964
176.8069439,2.163526372,0.006843068
176.8069439,2.187114229,0.006904782
176.8069439,2.210702087,0.007031689
176.8069439,2.234289945,0.007219376
176.8069439,2.257877803,0.007463426
176.8069439,2.281465661,0.007759425
176.8069439,2.305053518,0.008102956
176.8069439,2.328641376,0.008489605
176.8069439,2.352229234,0.008914956
176.8069439,2.375817092,0.009374594
176.8069439,2.39940495,0.009864104
176.8069439,2.422992807,0.010379069
176.8069439,2.446580665,0.010915078
176.8069439,2.470168523,0.011467828
176.8069439,2.493756381,0.012033541
176.8069439,2.517344238,0.012609664
176.8069439,2.540932096,0.013195584
176.8069439,2.564519954,0.013792782
176.8069439,2.588107812,0.014404274
176.8069439,2.61169567,0.01503384
176.8069439,2.635283527,0.015685493
176.8069439,2.658871385,0.016363262
176.8069439,2.682459243,0.017071177
176.8069439,2.706047101,0.01781327
176.8069439,2.729634959,0.018593569
176.8069439,2.753222816,0.019416106
176.8069439,2.776810674,0.020284909
176.8069439,2.800398532,0.021204011
176.8069439,2.82398639,0.02217744
176.8069439,2.847574247,0.023209226
176.8069439,2.871162105,0.0243034
176.8069439,2.894749963,0.025463993
176.8069439,2.918337821,0.026695034
176.8069439,2.941925679,0.028000388
176.8069439,2.965513536,0.029382872
176.8069439,2.989101394,0.030842549
176.8069439,3.012689252,0.03237468
176.8069439,3.03627711,0.033968826
176.8069439,3.059864967,0.035609969
176.8069439,3.083452825,0.037280589
176.8069439,3.107040683,0.038962272
176.8069439,3.130628541,0.040636489
176.8069439,3.154216399,0.042284714
176.8069439,3.177804256,0.043888419
176.8069439,3.201392114,0.045429077
176.8069439,3.224979972,0.046888159
176.8069439,3.24856783,0.048247138
176.8069439,3.272155688,0.049487487
176.8069439,3.295743545,0.050590678
176.8069439,3.319331403,0.051538184
176.8069439,3.342919261,0.052311476
176.8069439,3.366507119,0.052892028
176.8069439,3.390094976,0.053261312
176.8069439,3.413682834,0.053400819
176.8069439,3.437270692,0.05329281
176.8069439,3.46085855,0.052922778
176.8069439,3.484446408,0.052283519
176.8069439,3.508034265,0.051379007
176.8069439,3.531622123,0.050224855
176.8069439,3.555209981,0.048844922
176.8069439,3.578797839,0.047267024
176.8069439,3.602385697,0.045520113
176.8069439,3.625973554,0.043633205
176.8069439,3.649561412,0.041635317
176.8069439,3.67314927,0.039555465
176.8069439,3.696737128,0.037422664
176.8069439,3.720324985,0.035265932
176.8069439,3.743912843,0.033114284
176.8069439,3.767500701,0.030996738
176.8069439,3.791088559,0.028942308
176.8069439,3.814676417,0.026980012
176.8069439,3.838264274,0.025138865
176.8069439,3.861852132,0.023447884
176.8069439,3.88543999,0.021936085
176.8069439,3.909027848,0.020632485
176.8069439,3.932615706,0.019566099
176.8069439,3.956203563,0.018765944
176.8069439,3.979791421,0.018260911
176.8069439,4.003379279,0.018078134
176.8069439,4.026967137,0.01823898
176.8069439,4.050554994,0.018753151
176.8069439,4.074142852,0.019614378
176.8069439,4.09773071,0.020801512
176.8069439,4.121318568,0.022283976
176.8069439,4.144906426,0.024027158
176.8069439,4.168494283,0.025995559
176.8069439,4.192082141,0.028153665
176.8069439,4.215669999,0.030465966
176.8069439,4.239257857,0.032896947
176.8069439,4.262845715,0.035411098
176.8069439,4.286433572,0.037972905
176.8069439,4.31002143,0.040546855
176.8069439,4.333609288,0.043097437
176.8069439,4.357197146,0.045589138
176.8069439,4.380785003,0.047986446
176.8069439,4.404372861,0.050253847
176.8069439,4.427960719,0.05235583
176.8069439,4.451548577,0.054256882
176.8069439,4.475136435,0.055921702
176.8069439,4.498724292,0.057316851
176.8069439,4.52231215,0.058414288
176.8069439,4.545900008,0.059196088
176.8069439,4.569487866,0.059657194
176.8069439,4.593075724,0.059803652
176.8069439,4.616663581,0.059648027
176.8069439,4.640251439,0.059205437
176.8069439,4.663839297,0.058491442
176.8069439,4.687427155,0.0575216
176.8069439,4.711015012,0.056311471
176.8069439,4.73460287,0.054876613
176.8069439,4.758190728,0.053232586
176.8069439,4.781778586,0.051394949
176.8069439,4.805366444,0.04937926
176.8069439,4.828954301,0.04720108
176.8069439,4.852542159,0.044875967
176.8069439,4.876130017,0.04241948
176.8069439,4.899717875,0.039847178
176.8069439,4.923305732,0.037174621
176.8069439,4.94689359,0.034417367
176.8069439,4.970481448,0.031590977
176.8069439,4.994069306,0.028711008
176.8069439,5.017657164,0.025793043
176.8069439,5.041245021,0.022852988
176.8069439,5.064832879,0.019907807
176.8069439,5.088420737,0.016976606
176.8069439,5.112008595,0.014081417
176.8069439,5.135596453,0.011246999
176.8069439,5.15918431,0.008499837
176.8069439,5.182772168,0.005867151
176.8069439,5.206360026,0.003376325
176.8069439,5.229947884,0.001054745
176.8069439,5.253535741,-0.001070202
176.8069439,5.277123599,-0.002971132
176.8069439,5.300711457,-0.004620658
176.8069439,5.324299315,-0.005991394
176.8069439,5.347887173,-0.007055955
176.8069439,5.37147503,-0.007786955
176.8069439,5.395062888,-0.008157008
176.8069439,5.418650746,-0.008138727
176.8069439,5.442238604,-0.007704728
176.8069439,5.465826462,-0.006827837
176.8069439,5.489414319,-0.005483273
176.8069439,5.513002177,-0.003653669
176.8069439,5.536590035,-0.001336147
176.8069439,5.560177893,0.00145295
176.8069439,5.58376575,0.004679975
176.8069439,5.607353608,0.008300674
176.8069439,5.630941466,0.012266425
176.8069439,5.654529324,0.016527732
176.8069439,5.678117182,0.021035096
176.8069439,5.701705039,0.025739016
176.8069439,5.725292897,0.030589991
176.8069439,5.748880755,0.035538521
176.8069439,5.772468613,0.040535106
176.8069439,5.796056471,0.045530246
176.8069439,5.819644328,0.050474439
176.8069439,5.843232186,0.055318186
176.8069439,5.866820044,0.060011986
176.8069439,5.890407902,0.064506339
176.8069439,5.913995759,0.068751745
176.8069439,5.937583617,0.072698702
176.8069439,5.961171475,0.076297798
176.8069439,5.984759333,0.079501503
176.8069439,6.008347191,0.082269168
176.8069439,6.031935048,0.084574802
176.8069439,6.055522906,0.086413572
176.8069439,6.079110764,0.087801437
176.8069439,6.102698622,0.088768249
176.8069439,6.12628648,0.089350148
176.8069439,6.149874337,0.089584865
176.8069439,6.173462195,0.089510181
176.8069439,6.197050053,0.089163876
176.8069439,6.220637911,0.088583732
176.8069439,6.244225768,0.08780753
176.8069439,6.267813626,0.086873049
176.8069439,6.291401484,0.085818072
176.8069439,6.314989342,0.084680378
176.8069439,6.3385772,0.083497748
176.8069439,6.362165057,0.082307964
176.8069439,6.385752915,0.081148807
176.8069439,6.409340773,0.080058056
176.8069439,6.432928631,0.079073233
176.8069439,6.456516489,0.078229894
176.8069439,6.480104346,0.077558144
176.8069439,6.503692204,0.07707818
176.8069439,6.527280062,0.076797981
176.8069439,6.55086792,0.076715288
176.8069439,6.574455777,0.076822025
176.8069439,6.598043635,0.077107921
176.8069439,6.621631493,0.077562371
176.8069439,6.645219351,0.078174767
176.8069439,6.668807209,0.078934504
176.8069439,6.692395066,0.079830977
176.8069439,6.715982924,0.080853579
176.8069439,6.739570782,0.081991705
176.8069439,6.76315864,0.083234748
176.8069439,6.786746498,0.084572103
176.8069439,6.810334355,0.085993163
176.8069439,6.833922213,0.087487323
176.8069439,6.857510071,0.089043977
176.8069439,6.881097929,0.090652519
176.8069439,6.904685786,0.092302343
176.8069439,6.928273644,0.093982843
176.8069439,6.951861502,0.095683414
176.8069439,6.97544936,0.097393448
176.8069439,6.999037218,0.099102341
176.8069439,7.022625075,0.100799487
176.8069439,7.046212933,0.102474279
176.8069439,7.069800791,0.104116111
176.8069439,7.093388649,0.105714379
176.8069439,7.116976506,0.107258475
176.8069439,7.140564364,0.108737794
176.8069439,7.164152222,0.11014173
176.8069439,7.18774008,0.111459677
176.8069439,7.211327938,0.112681029
176.8069439,7.234915795,0.11379518
176.8069439,7.258503653,0.114791525
176.8069439,7.282091511,0.115659457
176.8069439,7.305679369,0.116388371
176.8069439,7.329267227,0.11696766
176.8069439,7.352855084,0.117386718
176.8069439,7.376442942,0.117634941
176.8069439,7.4000308,0.117701721
176.8069439,7.423618658,0.117576453
176.8069439,7.447206515,0.117248531
176.8069439,7.470794373,0.116707349
176.8069439,7.494382231,0.115942302
176.8069439,7.517970089,0.115007111
176.8069439,7.541557947,0.114032402
176.8069439,7.565145804,0.113223971
178.3072644,0.512376327,0.003835457
178.3072644,0.535964185,0.003596687
178.3072644,0.559552042,0.003323552
178.3072644,0.5831399,0.00308632
178.3072644,0.606727758,0.002928053
178.3072644,0.630315616,0.002865169
178.3072644,0.653903473,0.002892652
178.3072644,0.677491331,0.003005491
178.3072644,0.701079189,0.003198673
178.3072644,0.724667047,0.003467183
178.3072644,0.748254905,0.003806009
178.3072644,0.771842762,0.004210138
178.3072644,0.79543062,0.004674556
178.3072644,0.819018478,0.00519425
178.3072644,0.842606336,0.005764207
178.3072644,0.866194194,0.006379414
178.3072644,0.889782051,0.007034858
178.3072644,0.913369909,0.007725525
178.3072644,0.936957767,0.008446403
178.3072644,0.960545625,0.009192478
178.3072644,0.984133482,0.009958736
178.3072644,1.00772134,0.010740166
178.3072644,1.031309198,0.011531753
178.3072644,1.054897056,0.012328484
178.3072644,1.078484914,0.013125346
178.3072644,1.102072771,0.013917327
178.3072644,1.125660629,0.014699412
178.3072644,1.149248487,0.01546659
178.3072644,1.172836345,0.016213845
178.3072644,1.196424202,0.016936166
178.3072644,1.22001206,0.017628539
178.3072644,1.243599918,0.018285951
178.3072644,1.267187776,0.018903388
178.3072644,1.290775634,0.019475838
178.3072644,1.314363491,0.019998288
178.3072644,1.337951349,0.020465723
178.3072644,1.361539207,0.020873132
178.3072644,1.385127065,0.021215501
178.3072644,1.408714923,0.021487816
178.3072644,1.43230278,0.021685064
178.3072644,1.455890638,0.021802233
178.3072644,1.479478496,0.021834323
178.3072644,1.503066354,0.021776642
178.3072644,1.526654211,0.0216256
178.3072644,1.550242069,0.021379953
178.3072644,1.573829927,0.021041827
178.3072644,1.597417785,0.020616647
178.3072644,1.621005643,0.020112037
178.3072644,1.6445935,0.019536608
178.3072644,1.668181358,0.01889922
178.3072644,1.691769216,0.01820874
178.3072644,1.715357074,0.017474036
178.3072644,1.738944932,0.016703976
178.3072644,1.762532789,0.015907427
178.3072644,1.786120647,0.015093257
178.3072644,1.809708505,0.014270333
178.3072644,1.833296363,0.013447522
178.3072644,1.85688422,0.012633693
178.3072644,1.880472078,0.011837712
178.3072644,1.904059936,0.011068448
178.3072644,1.927647794,0.010334767
178.3072644,1.951235652,0.009645538
178.3072644,1.974823509,0.009009627
178.3072644,1.998411367,0.008435856
178.3072644,2.021999225,0.007932599
178.3072644,2.045587083,0.007506895
178.3072644,2.069174941,0.007163244
178.3072644,2.092762798,0.00690286
178.3072644,2.116350656,0.006724069
178.3072644,2.139938514,0.006623476
178.3072644,2.163526372,0.006596995
178.3072644,2.187114229,0.006640413
178.3072644,2.210702087,0.006749519
178.3072644,2.234289945,0.006920099
178.3072644,2.257877803,0.007147943
178.3072644,2.281465661,0.007428837
178.3072644,2.305053518,0.007758569
178.3072644,2.328641376,0.008132927
178.3072644,2.352229234,0.008547698
178.3072644,2.375817092,0.00899867
178.3072644,2.39940495,0.00948163
178.3072644,2.422992807,0.009992367
178.3072644,2.446580665,0.010526669
178.3072644,2.470168523,0.011080423
178.3072644,2.493756381,0.011649959
178.3072644,2.517344238,0.012232656
178.3072644,2.540932096,0.012827553
178.3072644,2.564519954,0.013435476
178.3072644,2.588107812,0.014058566
178.3072644,2.61169567,0.014699612
178.3072644,2.635283527,0.015361606
178.3072644,2.658871385,0.016047554
178.3072644,2.682459243,0.016760462
178.3072644,2.706047101,0.017503336
178.3072644,2.729634959,0.01827918
178.3072644,2.753222816,0.019091001
178.3072644,2.776810674,0.019941806
178.3072644,2.800398532,0.020834598
178.3072644,2.82398639,0.021772385
178.3072644,2.847574247,0.022758173
178.3072644,2.871162105,0.023794966
178.3072644,2.894749963,0.024885771
178.3072644,2.918337821,0.026033593
178.3072644,2.941925679,0.027241306
178.3072644,2.965513536,0.028510937
178.3072644,2.989101394,0.029842296
178.3072644,3.012689252,0.031231322
178.3072644,3.03627711,0.032669364
178.3072644,3.059864967,0.034144079
178.3072644,3.083452825,0.035641107
178.3072644,3.107040683,0.037145372
178.3072644,3.130628541,0.038641703
178.3072644,3.154216399,0.040114929
178.3072644,3.177804256,0.041549881
178.3072644,3.201392114,0.042931388
178.3072644,3.224979972,0.044244282
178.3072644,3.24856783,0.04547339
178.3072644,3.272155688,0.046603545
178.3072644,3.295743545,0.047619575
178.3072644,3.319331403,0.048506311
178.3072644,3.342919261,0.049248582
178.3072644,3.366507119,0.049831219
178.3072644,3.390094976,0.050239052
178.3072644,3.413682834,0.050456924
178.3072644,3.437270692,0.050470319
178.3072644,3.46085855,0.050267381
178.3072644,3.484446408,0.049842279
178.3072644,3.508034265,0.0491984
178.3072644,3.531622123,0.048348732
178.3072644,3.555209981,0.047313061
178.3072644,3.578797839,0.046114438
178.3072644,3.602385697,0.044776852
178.3072644,3.625973554,0.043324342
178.3072644,3.649561412,0.041780949
178.3072644,3.67314927,0.040170714
178.3072644,3.696737128,0.038517678
178.3072644,3.720324985,0.036845882
178.3072644,3.743912843,0.035179365
178.3072644,3.767500701,0.033542169
178.3072644,3.791088559,0.031958335
178.3072644,3.814676417,0.030451902
178.3072644,3.838264274,0.029046913
178.3072644,3.861852132,0.027767406
178.3072644,3.88543999,0.026637424
178.3072644,3.909027848,0.025681007
178.3072644,3.932615706,0.024922195
178.3072644,3.956203563,0.024385029
178.3072644,3.979791421,0.024093443
178.3072644,4.003379279,0.024069879
178.3072644,4.026967137,0.024331877
178.3072644,4.050554994,0.024887064
178.3072644,4.074142852,0.025729495
178.3072644,4.09773071,0.026840579
178.3072644,4.121318568,0.028193716
178.3072644,4.144906426,0.029758873
178.3072644,4.168494283,0.031505266
178.3072644,4.192082141,0.033402099
178.3072644,4.215669999,0.035418574
178.3072644,4.239257857,0.037523896
178.3072644,4.262845715,0.039687268
178.3072644,4.286433572,0.041877895
178.3072644,4.31002143,0.044064979
178.3072644,4.333609288,0.046217725
178.3072644,4.357197146,0.048305336
178.3072644,4.380785003,0.050297016
178.3072644,4.404372861,0.052161969
178.3072644,4.427960719,0.053869397
178.3072644,4.451548577,0.055388506
178.3072644,4.475136435,0.056688685
178.3072644,4.498724292,0.057740958
178.3072644,4.52231215,0.058521094
178.3072644,4.545900008,0.05901375
178.3072644,4.569487866,0.059214887
178.3072644,4.593075724,0.059130223
178.3072644,4.616663581,0.058771203
178.3072644,4.640251439,0.058151516
178.3072644,4.663839297,0.057285236
178.3072644,4.687427155,0.05618644
178.3072644,4.711015012,0.054869203
178.3072644,4.73460287,0.053347601
178.3072644,4.758190728,0.051635709
178.3072644,4.781778586,0.049747604
178.3072644,4.805366444,0.047697361
178.3072644,4.828954301,0.045499055
178.3072644,4.852542159,0.043166763
178.3072644,4.876130017,0.040714559
178.3072644,4.899717875,0.038156521
178.3072644,4.923305732,0.035506723
178.3072644,4.94689359,0.03277924
178.3072644,4.970481448,0.02998815
178.3072644,4.994069306,0.027147527
178.3072644,5.017657164,0.024271472
178.3072644,5.041245021,0.021374436
178.3072644,5.064832879,0.018472014
178.3072644,5.088420737,0.015582115
178.3072644,5.112008595,0.012725815
178.3072644,5.135596453,0.009927137
178.3072644,5.15918431,0.007211969
178.3072644,5.182772168,0.004606995
178.3072644,5.206360026,0.002139078
178.3072644,5.229947884,-0.00016492
178.3072644,5.253535741,-0.002278136
178.3072644,5.277123599,-0.004173707
178.3072644,5.300711457,-0.005824769
178.3072644,5.324299315,-0.00720446
178.3072644,5.347887173,-0.008285916
178.3072644,5.37147503,-0.009042274
178.3072644,5.395062888,-0.00944667
178.3072644,5.418650746,-0.009472243
178.3072644,5.442238604,-0.009092128
178.3072644,5.465826462,-0.00827967
178.3072644,5.489414319,-0.007010541
