delta_c/2pi (MHz),Omega_p/2pi (MHz),EIT Amplitude (arb. units)
-519.341775,2.540932096,0.010850346
-519.341775,2.564519954,0.011283623
-519.341775,2.588107812,0.011735836
-519.341775,2.61169567,0.012212545
-519.341775,2.635283527,0.012719568
-519.341775,2.658871385,0.013262737
-519.341775,2.682459243,0.013847886
-519.341775,2.706047101,0.014480851
-519.341775,2.729634959,0.015167464
-519.341775,2.753222816,0.01591356
-519.341775,2.776810674,0.016724972
-519.341775,2.800398532,0.017607536
-519.341775,2.82398639,0.018567084
-519.341775,2.847574247,0.019609451
-519.341775,2.871162105,0.020740471
-519.341775,2.894749963,0.021965978
-519.341775,2.918337821,0.023291805
-519.341775,2.941925679,0.024723575
-519.341775,2.965513536,0.026265554
-519.341775,2.989101394,0.027918454
-519.341775,3.012689252,0.029676786
-519.341775,3.03627711,0.031527704
-519.341775,3.059864967,0.033452447
-519.341775,3.083452825,0.035429024
-519.341775,3.107040683,0.03743429
-519.341775,3.130628541,0.039444955
-519.341775,3.154216399,0.041437727
-519.341775,3.177804256,0.043389315
-519.341775,3.201392114,0.045276427
-519.341775,3.224979972,0.047075773
-519.341775,3.24856783,0.04876406
-519.341775,3.272155688,0.050317999
-519.341775,3.295743545,0.051714297
-519.341775,3.319331403,0.052929663
-519.341775,3.342919261,0.053940806
-519.341775,3.366507119,0.054724435
-519.341775,3.390094976,0.055257258
-519.341775,3.413682834,0.055516006
-519.341775,3.437270692,0.055478332
-519.341775,3.46085855,0.055125745
-519.341775,3.484446408,0.054448482
-519.341775,3.508034265,0.053450131
-519.341775,3.531622123,0.052148186
-519.341775,3.555209981,0.050569989
-519.341775,3.578797839,0.048747611
-519.341775,3.602385697,0.046714477
-519.341775,3.625973554,0.044504094
-519.341775,3.649561412,0.042149964
-519.341775,3.67314927,0.039685591
-519.341775,3.696737128,0.03714448
-519.341775,3.720324985,0.034560135
-519.341775,3.743912843,0.031966059
-519.341775,3.767500701,0.029395756
-519.341775,3.791088559,0.026882731
-519.341775,3.814676417,0.024460487
-519.341775,3.838264274,0.022162529
-519.341775,3.861852132,0.02002236
-519.341775,3.88543999,0.018073484
-519.341775,3.909027848,0.016349405
-519.341775,3.932615706,0.014883627
-519.341775,3.956203563,0.013709655
-519.341775,3.979791421,0.012860853
-519.341775,4.003379279,0.012368646
-519.341775,4.026967137,0.012258083
-519.341775,4.050554994,0.012541325
-519.341775,4.074142852,0.013212879
-519.341775,4.09773071,0.014250808
-519.341775,4.121318568,0.015622756
-519.341775,4.144906426,0.017291908
-519.341775,4.168494283,0.01922047
-519.341775,4.192082141,0.02137063
-519.341775,4.215669999,0.023704577
-519.341775,4.239257857,0.026184503
-519.341775,4.262845715,0.028772595
-519.341775,4.286433572,0.031431045
-519.341775,4.31002143,0.034122042
-519.341775,4.333609288,0.036807774
-519.341775,4.357197146,0.039450434
-519.341775,4.380785003,0.042012208
-519.341775,4.404372861,0.044455289
-519.341775,4.427960719,0.046741864
-519.341775,4.451548577,0.048834125
-519.341775,4.475136435,0.05069449
-519.341775,4.498724292,0.052287418
-519.341775,4.52231215,0.053583259
-519.341775,4.545900008,0.054563424
-519.341775,4.569487866,0.055223378
-519.341775,4.593075724,0.055570724
-519.341775,4.616663581,0.055620185
-519.341775,4.640251439,0.055389277
-519.341775,4.663839297,0.054895993
-519.341775,4.687427155,0.05415833
-519.341775,4.711015012,0.053194284
-519.341775,4.73460287,0.05202185
-519.341775,4.758190728,0.050659023
-519.341775,4.781778586,0.049123801
-519.341775,4.805366444,0.047434178
-519.341775,4.828954301,0.04560815
-519.341775,4.852542159,0.043663713
-519.341775,4.876130017,0.041618862
-519.341775,4.899717875,0.039491594
-519.341775,4.923305732,0.037299904
-519.341775,4.94689359,0.035061787
-519.341775,4.970481448,0.03279524
-519.341775,4.994069306,0.030518259
-519.341775,5.017657164,0.028248819
-519.341775,5.041245021,0.026004632
-519.341775,5.064832879,0.023802539
-519.341775,5.088420737,0.021657624
-519.341775,5.112008595,0.019582561
-519.341775,5.135596453,0.017587791
-519.341775,5.15918431,0.015682332
-519.341775,5.182772168,0.013874601
-519.341775,5.206360026,0.012172877
-519.341775,5.229947884,0.010585441
-519.341775,5.253535741,0.009120573
-519.341775,5.277123599,0.007786551
-519.341775,5.300711457,0.006591656
-519.341775,5.324299315,0.005544167
-519.341775,5.347887173,0.004652363
-519.341775,5.37147503,0.003924525
-519.341775,5.395062888,0.003368931
-519.341775,5.418650746,0.002993861
-519.341775,5.442238604,0.002807596
-519.341775,5.465826462,0.002818356
-519.341775,5.489414319,0.003033719
-519.341775,5.513002177,0.003459262
-519.341775,5.536590035,0.00409665
-519.341775,5.560177893,0.004942365
-519.341775,5.58376575,0.005988218
-519.341775,5.607353608,0.007223161
-519.341775,5.630941466,0.008634963
-519.341775,5.654529324,0.01021116
-519.341775,5.678117182,0.011939287
-519.341775,5.701705039,0.013806879
-519.341775,5.725292897,0.015801469
-519.341775,5.748880755,0.017910592
-519.341775,5.772468613,0.020121782
-519.341775,5.796056471,0.022422574
-519.341775,5.819644328,0.024800501
-519.341775,5.843232186,0.027243099
-519.341775,5.866820044,0.029737901
-519.341775,5.890407902,0.032272442
-519.341775,5.913995759,0.034834256
-519.341775,5.937583617,0.037410878
-519.341775,5.961171475,0.039989852
-519.341775,5.984759333,0.042558976
-519.341775,6.008347191,0.045106953
-519.341775,6.031935048,0.047624432
-519.341775,6.055522906,0.050104858
-519.341775,6.079110764,0.05254443
-519.341775,6.102698622,0.054941187
-519.341775,6.12628648,0.057293999
-519.341775,6.149874337,0.059601946
-519.341775,6.173462195,0.061864117
-519.341775,6.197050053,0.064079599
-519.341775,6.220637911,0.066247479
-519.341775,6.244225768,0.068366846
-519.341775,6.267813626,0.070436785
-519.341775,6.291401484,0.072456386
-519.341775,6.314989342,0.074424735
-519.341775,6.3385772,0.076340921
-519.341775,6.362165057,0.07820403
-519.341775,6.385752915,0.08001315
-519.341775,6.409340773,0.081767369
-519.341775,6.432928631,0.08346578
-519.341775,6.456516489,0.085107521
-519.341775,6.480104346,0.086691856
-519.341775,6.503692204,0.088218275
-519.341775,6.527280062,0.089686547
-519.341775,6.55086792,0.091096676
-519.341775,6.574455777,0.092448798
-519.341775,6.598043635,0.093743101
-519.341775,6.621631493,0.094979779
-519.341775,6.645219351,0.096159027
-519.341775,6.668807209,0.09728104
-519.341775,6.692395066,0.098346012
-519.341775,6.715982924,0.099354138
-519.341775,6.739570782,0.100305612
-519.341775,6.76315864,0.10120063
-519.341775,6.786746498,0.102039386
-519.341775,6.810334355,0.102822075
-519.341775,6.833922213,0.103548891
-519.341775,6.857510071,0.104220029
-519.341775,6.881097929,0.104835684
-519.341775,6.904685786,0.105396051
-519.341775,6.928273644,0.105901324
-519.341775,6.951861502,0.106351697
-519.341775,6.97544936,0.106747366
-519.341775,6.999037218,0.107088525
-519.341775,7.022625075,0.107375369
-519.341775,7.046212933,0.107608093
-519.341775,7.069800791,0.107786891
-519.341775,7.093388649,0.107911958
-519.341775,7.116976506,0.107983488
-519.341775,7.140564364,0.108001677
-519.341775,7.164152222,0.107966719
-519.341775,7.18774008,0.107878808
-519.341775,7.211327938,0.10773814
-519.341775,7.234915795,0.107544909
-519.341775,7.258503653,0.10729931
-519.341775,7.282091511,0.107001537
-519.341775,7.305679369,0.106651785
-519.341775,7.329267227,0.106250249
-519.341775,7.352855084,0.105797123
-519.341775,7.376442942,0.105292602
-519.341775,7.4000308,0.104736882
-519.341775,7.423618658,0.104130155
-519.341775,7.447206515,0.103472618
-519.341775,7.470794373,0.102764465
-519.341775,7.494382231,0.102005891
-519.341775,7.517970089,0.101232202
-519.341775,7.541557947,0.100516956
-519.341775,7.565145804,0.099966932
-517.8414545,0.512376327,0.007589164
-517.8414545,0.535964185,0.007394656
-517.8414545,0.559552042,0.00717174
-517.8414545,0.5831399,0.006977346
-517.8414545,0.606727758,0.00684634
-517.8414545,0.630315616,0.006791961
-517.8414545,0.653903473,0.006810049
-517.8414545,0.677491331,0.006896442
-517.8414545,0.701079189,0.00704698
-517.8414545,0.724667047,0.007257502
-517.8414545,0.748254905,0.007523847
-517.8414545,0.771842762,0.007841854
-517.8414545,0.79543062,0.008207363
-517.8414545,0.819018478,0.008616212
-517.8414545,0.842606336,0.009064241
-517.8414545,0.866194194,0.009547288
-517.8414545,0.889782051,0.010061193
-517.8414545,0.913369909,0.010601796
-517.8414545,0.936957767,0.011164934
-517.8414545,0.960545625,0.011746448
-517.8414545,0.984133482,0.012342177
-517.8414545,1.00772134,0.012947958
-517.8414545,1.031309198,0.013559633
-517.8414545,1.054897056,0.01417304
-517.8414545,1.078484914,0.014784017
-517.8414545,1.102072771,0.015388405
-517.8414545,1.125660629,0.015982042
-517.8414545,1.149248487,0.016560768
-517.8414545,1.172836345,0.017120421
-517.8414545,1.196424202,0.017656841
-517.8414545,1.22001206,0.018165866
-517.8414545,1.243599918,0.018643337
-517.8414545,1.267187776,0.019085092
-517.8414545,1.290775634,0.01948697
-517.8414545,1.314363491,0.019844811
-517.8414545,1.337951349,0.020154453
-517.8414545,1.361539207,0.020411736
-517.8414545,1.385127065,0.020612499
-517.8414545,1.408714923,0.02075258
-517.8414545,1.43230278,0.02082782
-517.8414545,1.455890638,0.020834057
-517.8414545,1.479478496,0.020767144
-517.8414545,1.503066354,0.020623203
-517.8414545,1.526654211,0.02039934
-517.8414545,1.550242069,0.020094742
-517.8414545,1.573829927,0.019711595
-517.8414545,1.597417785,0.019255013
-517.8414545,1.621005643,0.018732064
-517.8414545,1.6445935,0.018150697
-517.8414545,1.668181358,0.017519079
-517.8414545,1.691769216,0.016845384
-517.8414545,1.715357074,0.016137789
-517.8414545,1.738944932,0.015404466
-517.8414545,1.762532789,0.014653591
-517.8414545,1.786120647,0.013893338
-517.8414545,1.809708505,0.013131883
-517.8414545,1.833296363,0.012377399
-517.8414545,1.85688422,0.011638062
-517.8414545,1.880472078,0.010922046
-517.8414545,1.904059936,0.010237525
-517.8414545,1.927647794,0.009592674
-517.8414545,1.951235652,0.008995669
-517.8414545,1.974823509,0.008454683
-517.8414545,1.998411367,0.007977841
-517.8414545,2.021999225,0.007572783
-517.8414545,2.045587083,0.007245708
-517.8414545,2.069174941,0.007000063
-517.8414545,2.092762798,0.006835744
-517.8414545,2.116350656,0.006749521
-517.8414545,2.139938514,0.006736301
-517.8414545,2.163526372,0.006790246
-517.8414545,2.187114229,0.00690538
-517.8414545,2.210702087,0.007075727
-517.8414545,2.234289945,0.007295312
-517.8414545,2.257877803,0.007558157
-517.8414545,2.281465661,0.007858288
-517.8414545,2.305053518,0.008189729
-517.8414545,2.328641376,0.008546503
-517.8414545,2.352229234,0.008922634
-517.8414545,2.375817092,0.009312147
-517.8414545,2.39940495,0.009709066
-517.8414545,2.422992807,0.010107415
-517.8414545,2.446580665,0.01050122
-517.8414545,2.470168523,0.010884704
-517.8414545,2.493756381,0.011252996
-517.8414545,2.517344238,0.011603346
-517.8414545,2.540932096,0.011936372
-517.8414545,2.564519954,0.012256319
-517.8414545,2.588107812,0.012570094
-517.8414545,2.61169567,0.012885928
-517.8414545,2.635283527,0.013212454
-517.8414545,2.658871385,0.013558338
-517.8414545,2.682459243,0.013932245
-517.8414545,2.706047101,0.014342839
-517.8414545,2.729634959,0.014798786
-517.8414545,2.753222816,0.01530875
-517.8414545,2.776810674,0.015881396
-517.8414545,2.800398532,0.016525389
-517.8414545,2.82398639,0.017249395
-517.8414545,2.847574247,0.018062077
-517.8414545,2.871162105,0.018972101
-517.8414545,2.894749963,0.019988131
-517.8414545,2.918337821,0.021118833
-517.8414545,2.941925679,0.022372628
-517.8414545,2.965513536,0.023756389
-517.8414545,2.989101394,0.025272926
-517.8414545,3.012689252,0.026917956
-517.8414545,3.03627711,0.028678788
-517.8414545,3.059864967,0.030535967
-517.8414545,3.083452825,0.032466344
-517.8414545,3.107040683,0.034445453
-517.8414545,3.130628541,0.036448659
-517.8414545,3.154216399,0.038451327
-517.8414545,3.177804256,0.040428824
-517.8414545,3.201392114,0.042356513
-517.8414545,3.224979972,0.044209762
-517.8414545,3.24856783,0.045963934
-517.8414545,3.272155688,0.047594395
-517.8414545,3.295743545,0.049076511
-517.8414545,3.319331403,0.050385648
-517.8414545,3.342919261,0.051497169
-517.8414545,3.366507119,0.052386442
-517.8414545,3.390094976,0.05302883
-517.8414545,3.413682834,0.053399722
-517.8414545,3.437270692,0.053475446
-517.8414545,3.46085855,0.053236268
-517.8414545,3.484446408,0.052671358
-517.8414545,3.508034265,0.051783511
-517.8414545,3.531622123,0.050589716
-517.8414545,3.555209981,0.049117009
-517.8414545,3.578797839,0.047397253
-517.8414545,3.602385697,0.045463695
-517.8414545,3.625973554,0.043349661
-517.8414545,3.649561412,0.041088477
-517.8414545,3.67314927,0.038713468
-517.8414545,3.696737128,0.03625796
-517.8414545,3.720324985,0.033755278
-517.8414545,3.743912843,0.031238748
-517.8414545,3.767500701,0.028741697
-517.8414545,3.791088559,0.026297448
-517.8414545,3.814676417,0.023939329
-517.8414545,3.838264274,0.021700664
-517.8414545,3.861852132,0.019614779
-517.8414545,3.88543999,0.017715
-517.8414545,3.909027848,0.016034652
-517.8414545,3.932615706,0.014607062
-517.8414545,3.956203563,0.013465554
-517.8414545,3.979791421,0.012643317
-517.8414545,4.003379279,0.012171613
-517.8414545,4.026967137,0.012075377
-517.8414545,4.050554994,0.012366754
-517.8414545,4.074142852,0.01304037
-517.8414545,4.09773071,0.014074535
-517.8414545,4.121318568,0.015437216
-517.8414545,4.144906426,0.017091957
-517.8414545,4.168494283,0.019001329
-517.8414545,4.192082141,0.021127888
-517.8414545,4.215669999,0.023434188
-517.8414545,4.239257857,0.025882786
-517.8414545,4.262845715,0.028436237
-517.8414545,4.286433572,0.031057098
-517.8414545,4.31002143,0.033707924
-517.8414545,4.333609288,0.036351271
-517.8414545,4.357197146,0.038949695
-517.8414545,4.380785003,0.041465751
-517.8414545,4.404372861,0.043861995
-517.8414545,4.427960719,0.046100984
-517.8414545,4.451548577,0.048145272
-517.8414545,4.475136435,0.049957643
-517.8414545,4.498724292,0.05150288
-517.8414545,4.52231215,0.052751562
-517.8414545,4.545900008,0.053685135
-517.8414545,4.569487866,0.054298863
-517.8414545,4.593075724,0.054599937
-517.8414545,4.616663581,0.054602547
-517.8414545,4.640251439,0.054323628
-517.8414545,4.663839297,0.053780586
-517.8414545,4.687427155,0.052990828
-517.8414545,4.711015012,0.051971761
-517.8414545,4.73460287,0.050740792
-517.8414545,4.758190728,0.049315328
-517.8414545,4.781778586,0.047712776
-517.8414545,4.805366444,0.045950542
-517.8414545,4.828954301,0.044046035
-517.8414545,4.852542159,0.04201666
-517.8414545,4.876130017,0.039879825
-517.8414545,4.899717875,0.037652937
-517.8414545,4.923305732,0.035353403
-517.8414545,4.94689359,0.03299863
-517.8414545,4.970481448,0.030606024
-517.8414545,4.994069306,0.028192993
-517.8414545,5.017657164,0.025776933
-517.8414545,5.041245021,0.023375094
-517.8414545,5.064832879,0.021004242
-517.8414545,5.088420737,0.018680168
-517.8414545,5.112008595,0.016417332
-517.8414545,5.135596453,0.014228949
-517.8414545,5.15918431,0.012127451
-517.8414545,5.182772168,0.010124932
-517.8414545,5.206360026,0.008233412
-517.8414545,5.229947884,0.006464913
-517.8414545,5.253535741,0.004831454
-517.8414545,5.277123599,0.003345055
-517.8414545,5.300711457,0.002017736
-517.8414545,5.324299315,0.000861517
-517.8414545,5.347887173,-0.000111583
-517.8414545,5.37147503,-0.000889543
-517.8414545,5.395062888,-0.001460344
-517.8414545,5.418650746,-0.001811965
-517.8414545,5.442238604,-0.001932386
-517.8414545,5.465826462,-0.001809674
-517.8414545,5.489414319,-0.001432866
-517.8414545,5.513002177,-0.000794003
-517.8414545,5.536590035,0.000108994
-517.8414545,5.560177893,0.001270414
-517.8414545,5.58376575,0.002677525
-517.8414545,5.607353608,0.004313298
-517.8414545,5.630941466,0.006158927
-517.8414545,5.654529324,0.008195257
-517.8414545,5.678117182,0.010403129
-517.8414545,5.701705039,0.012763382
-517.8414545,5.725292897,0.015256859
-517.8414545,5.748880755,0.017864399
-517.8414545,5.772468613,0.020566845
-517.8414545,5.796056471,0.023345036
-517.8414545,5.819644328,0.026179814
-517.8414545,5.843232186,0.029052019
-517.8414545,5.866820044,0.031942492
-517.8414545,5.890407902,0.034832075
-517.8414545,5.913995759,0.037701608
-517.8414545,5.937583617,0.040531932
-517.8414545,5.961171475,0.043303914
-517.8414545,5.984759333,0.045998997
-517.8414545,6.008347191,0.048600724
-517.8414545,6.031935048,0.051097114
-517.8414545,6.055522906,0.053482646
-517.8414545,6.079110764,0.055758145
-517.8414545,6.102698622,0.057928679
-517.8414545,6.12628648,0.060001237
-517.8414545,6.149874337,0.061983292
-517.8414545,6.173462195,0.063882332
-517.8414545,6.197050053,0.065705847
-517.8414545,6.220637911,0.067461325
-517.8414545,6.244225768,0.069156255
-517.8414545,6.267813626,0.070798126
-517.8414545,6.291401484,0.072394427
-517.8414545,6.314989342,0.073952646
-517.8414545,6.3385772,0.075480272
-517.8414545,6.362165057,0.076984794
-517.8414545,6.385752915,0.078473701
-517.8414545,6.409340773,0.079954481
-517.8414545,6.432928631,0.081434558
-517.8414545,6.456516489,0.082920851
-517.8414545,6.480104346,0.084418895
-517.8414545,6.503692204,0.085931694
-517.8414545,6.527280062,0.087459139
-517.8414545,6.55086792,0.088998512
-517.8414545,6.574455777,0.090545611
-517.8414545,6.598043635,0.092095675
-517.8414545,6.621631493,0.093643855
-517.8414545,6.645219351,0.095185307
-517.8414545,6.668807209,0.096715181
-517.8414545,6.692395066,0.098228633
-517.8414545,6.715982924,0.099720814
-517.8414545,6.739570782,0.101186879
-517.8414545,6.76315864,0.102621979
-517.8414545,6.786746498,0.104021268
-517.8414545,6.810334355,0.1053799
-517.8414545,6.833922213,0.106693027
-517.8414545,6.857510071,0.107955803
-517.8414545,6.881097929,0.10916338
-517.8414545,6.904685786,0.110310912
-517.8414545,6.928273644,0.111393552
-517.8414545,6.951861502,0.112406453
-517.8414545,6.97544936,0.113344768
-517.8414545,6.999037218,0.11420365
-517.8414545,7.022625075,0.114978252
-517.8414545,7.046212933,0.115663727
-517.8414545,7.069800791,0.11625523
-517.8414545,7.093388649,0.116747911
-517.8414545,7.116976506,0.117136926
-517.8414545,7.140564364,0.117417426
-517.8414545,7.164152222,0.117584565
-517.8414545,7.18774008,0.117633497
-517.8414545,7.211327938,0.117559373
-517.8414545,7.234915795,0.117357348
-517.8414545,7.258503653,0.117022574
-517.8414545,7.282091511,0.116550205
-517.8414545,7.305679369,0.115935393
-517.8414545,7.329267227,0.115173292
-517.8414545,7.352855084,0.114259055
-517.8414545,7.376442942,0.113187834
-517.8414545,7.4000308,0.111954784
-517.8414545,7.423618658,0.110555057
-517.8414545,7.447206515,0.108983806
-517.8414545,7.470794373,0.107236185
-517.8414545,7.494382231,0.105307346
-517.8414545,7.517970089,0.103291255
-517.8414545,7.541557947,0.101391945
-517.8414545,7.565145804,0.099912086
-516.341134,0.512376327,0.007167976
-516.341134,0.535964185,0.006950664
-516.341134,0.559552042,0.006700824
-516.341134,0.5831399,0.00648155
-516.341134,0.606727758,0.006331555
-516.341134,0.630315616,0.006265599
-516.341134,0.653903473,0.006279133
-516.341134,0.677491331,0.006367606
-516.341134,0.701079189,0.006526469
-516.341134,0.724667047,0.006751171
-516.341134,0.748254905,0.007037163
-516.341134,0.771842762,0.007379895
-516.341134,0.79543062,0.007774817
-516.341134,0.819018478,0.008217378
-516.341134,0.842606336,0.008703029
-516.341134,0.866194194,0.00922722
-516.341134,0.889782051,0.009785401
-516.341134,0.913369909,0.010373021
-516.341134,0.936957767,0.010985532
-516.341134,0.960545625,0.011618383
-516.341134,0.984133482,0.012267024
-516.341134,1.00772134,0.012926906
-516.341134,1.031309198,0.013593477
-516.341134,1.054897056,0.014262189
-516.341134,1.078484914,0.014928491
-516.341134,1.102072771,0.015587834
-516.341134,1.125660629,0.016235666
-516.341134,1.149248487,0.01686744
-516.341134,1.172836345,0.017478604
-516.341134,1.196424202,0.018064608
-516.341134,1.22001206,0.018620903
-516.341134,1.243599918,0.019142939
-516.341134,1.267187776,0.019626166
-516.341134,1.290775634,0.020066033
-516.341134,1.314363491,0.020457991
-516.341134,1.337951349,0.02079749
-516.341134,1.361539207,0.02107998
-516.341134,1.385127065,0.021300911
-516.341134,1.408714923,0.021455733
-516.341134,1.43230278,0.021539896
-516.341134,1.455890638,0.02154885
-516.341134,1.479478496,0.021478059
-516.341134,1.503066354,0.021323288
-516.341134,1.526654211,0.021081384
-516.341134,1.550242069,0.020751497
-516.341134,1.573829927,0.020336085
-516.341134,1.597417785,0.019840843
-516.341134,1.621005643,0.019273624
-516.341134,1.6445935,0.018643252
-516.341134,1.668181358,0.017958795
-516.341134,1.691769216,0.017229326
-516.341134,1.715357074,0.016463922
-516.341134,1.738944932,0.015671655
-516.341134,1.762532789,0.014861601
-516.341134,1.786120647,0.014042835
-516.341134,1.809708505,0.013224431
-516.341134,1.833296363,0.012415465
-516.341134,1.85688422,0.011625009
-516.341134,1.880472078,0.01086214
-516.341134,1.904059936,0.010135932
-516.341134,1.927647794,0.00945546
-516.341134,1.951235652,0.008829798
-516.341134,1.974823509,0.00826802
-516.341134,1.998411367,0.007779145
-516.341134,2.021999225,0.007371625
-516.341134,2.045587083,0.007052244
-516.341134,2.069174941,0.006824596
-516.341134,2.092762798,0.006688152
-516.341134,2.116350656,0.006638764
-516.341134,2.139938514,0.006670119
-516.341134,2.163526372,0.006775042
-516.341134,2.187114229,0.006946197
-516.341134,2.210702087,0.007176249
-516.341134,2.234289945,0.007457862
-516.341134,2.257877803,0.007783702
-516.341134,2.281465661,0.008146432
-516.341134,2.305053518,0.008538717
-516.341134,2.328641376,0.008953222
-516.341134,2.352229234,0.009382612
-516.341134,2.375817092,0.00981955
-516.341134,2.39940495,0.010256702
-516.341134,2.422992807,0.010686732
-516.341134,2.446580665,0.011102308
-516.341134,2.470168523,0.011496328
-516.341134,2.493756381,0.011862754
-516.341134,2.517344238,0.012198045
-516.341134,2.540932096,0.012502615
-516.341134,2.564519954,0.012781144
-516.341134,2.588107812,0.013041444
-516.341134,2.61169567,0.013292876
-516.341134,2.635283527,0.013545281
-516.341134,2.658871385,0.013808535
-516.341134,2.682459243,0.014092513
-516.341134,2.706047101,0.014407091
-516.341134,2.729634959,0.014762144
-516.341134,2.753222816,0.015167547
-516.341134,2.776810674,0.015633177
-516.341134,2.800398532,0.016168909
-516.341134,2.82398639,0.016784618
-516.341134,2.847574247,0.017490179
-516.341134,2.871162105,0.018295468
-516.341134,2.894749963,0.019210361
-516.341134,2.918337821,0.020244734
-516.341134,2.941925679,0.02140821
-516.341134,2.965513536,0.022708822
-516.341134,2.989101394,0.024150419
-516.341134,3.012689252,0.025729552
-516.341134,3.03627711,0.027434118
-516.341134,3.059864967,0.029245053
-516.341134,3.083452825,0.031139491
-516.341134,3.107040683,0.033093212
-516.341134,3.130628541,0.03508182
-516.341134,3.154216399,0.037080921
-516.341134,3.177804256,0.039066121
-516.341134,3.201392114,0.041013025
-516.341134,3.224979972,0.042897238
-516.341134,3.24856783,0.044694366
-516.341134,3.272155688,0.046380015
-516.341134,3.295743545,0.047929789
-516.341134,3.319331403,0.049319294
-516.341134,3.342919261,0.050524137
-516.341134,3.366507119,0.051519921
-516.341134,3.390094976,0.052282253
-516.341134,3.413682834,0.052786759
-516.341134,3.437270692,0.053009974
-516.341134,3.46085855,0.052932225
-516.341134,3.484446408,0.052542426
-516.341134,3.508034265,0.051842623
-516.341134,3.531622123,0.050848541
-516.341134,3.555209981,0.049585595
-516.341134,3.578797839,0.048083847
-516.341134,3.602385697,0.046374699
-516.341134,3.625973554,0.044489624
-516.341134,3.649561412,0.042460097
-516.341134,3.67314927,0.040317594
-516.341134,3.696737128,0.038093589
-516.341134,3.720324985,0.035819556
-516.341134,3.743912843,0.03352697
-516.341134,3.767500701,0.031247307
-516.341134,3.791088559,0.029012041
-516.341134,3.814676417,0.026852646
-516.341134,3.838264274,0.024800598
-516.341134,3.861852132,0.022887371
-516.341134,3.88543999,0.02114444
-516.341134,3.909027848,0.01960328
-516.341134,3.932615706,0.018295365
-516.341134,3.956203563,0.017252171
-516.341134,3.979791421,0.016505041
-516.341134,4.003379279,0.016083487
-516.341134,4.026967137,0.016011004
-516.341134,4.050554994,0.016298922
-516.341134,4.074142852,0.016941908
-516.341134,4.09773071,0.01791911
-516.341134,4.121318568,0.019199842
-516.341134,4.144906426,0.020749207
-516.341134,4.168494283,0.022531386
-516.341134,4.192082141,0.024510542
-516.341134,4.215669999,0.026650842
-516.341134,4.239257857,0.028916449
-516.341134,4.262845715,0.03127153
-516.341134,4.286433572,0.033680248
-516.341134,4.31002143,0.036106771
-516.341134,4.333609288,0.038515262
-516.341134,4.357197146,0.040869886
-516.341134,4.380785003,0.043134809
-516.341134,4.404372861,0.045274197
-516.341134,4.427960719,0.047252213
-516.341134,4.451548577,0.049033023
-516.341134,4.475136435,0.050581014
-516.341134,4.498724292,0.051862524
-516.341134,4.52231215,0.052849545
-516.341134,4.545900008,0.053524671
-516.341134,4.569487866,0.053883973
-516.341134,4.593075724,0.053935163
-516.341134,4.616663581,0.053692776
-516.341134,4.640251439,0.053174027
-516.341134,4.663839297,0.05239659
-516.341134,4.687427155,0.051378139
-516.341134,4.711015012,0.05013635
-516.341134,4.73460287,0.048688898
-516.341134,4.758190728,0.047053457
-516.341134,4.781778586,0.045247703
-516.341134,4.805366444,0.04328931
-516.341134,4.828954301,0.041195954
-516.341134,4.852542159,0.038985309
-516.341134,4.876130017,0.03667505
-516.341134,4.899717875,0.034282853
-516.341134,4.923305732,0.031826392
-516.341134,4.94689359,0.029323342
-516.341134,4.970481448,0.026791378
-516.341134,4.994069306,0.024248175
-516.341134,5.017657164,0.0217114
-516.341134,5.041245021,0.019198599
-516.341134,5.064832879,0.016726926
-516.341134,5.088420737,0.014312743
-516.341134,5.112008595,0.011971326
-516.341134,5.135596453,0.009716943
-516.341134,5.15918431,0.007563221
-516.341134,5.182772168,0.005523516
-516.341134,5.206360026,0.003611121
-516.341134,5.229947884,0.001839332
-516.341134,5.253535741,0.00022144
-516.341134,5.277123599,-0.001229258
-516.341134,5.300711457,-0.002499471
-516.341134,5.324299315,-0.003575903
-516.341134,5.347887173,-0.004445261
-516.341134,5.37147503,-0.005094252
-516.341134,5.395062888,-0.00550958
-516.341134,5.418650746,-0.005677954
-516.341134,5.442238604,-0.005586077
-516.341134,5.465826462,-0.005220761
-516.341134,5.489414319,-0.004569974
-516.341134,5.513002177,-0.003625279
-516.341134,5.536590035,-0.002385267
-516.341134,5.560177893,-0.000857845
-516.341134,5.58376575,0.000940686
-516.341134,5.607353608,0.002988886
-516.341134,5.630941466,0.005263194
-516.341134,5.654529324,0.007739628
-516.341134,5.678117182,0.010394201
-516.341134,5.701705039,0.013202928
-516.341134,5.725292897,0.016141823
-516.341134,5.748880755,0.0191869
-516.341134,5.772468613,0.022314175
-516.341134,5.796056471,0.025499661
-516.341134,5.819644328,0.028719372
-516.341134,5.843232186,0.031949323
-516.341134,5.866820044,0.035165528
-516.341134,5.890407902,0.038344001
-516.341134,5.913995759,0.041460757
-516.341134,5.937583617,0.04449181
-516.341134,5.961171475,0.047413213
-516.341134,5.984759333,0.050201839
-516.341134,6.008347191,0.052837564
-516.341134,6.031935048,0.055306659
-516.341134,6.055522906,0.057604626
-516.341134,6.079110764,0.059736036
-516.341134,6.102698622,0.061711524
-516.341134,6.12628648,0.063544465
-516.341134,6.149874337,0.065248931
-516.341134,6.173462195,0.066839014
-516.341134,6.197050053,0.068328807
-516.341134,6.220637911,0.069732402
