delta_c/2pi_(MHz),P_sig=off,P_sig=0 dBm,P_sig=8 dBm,P_sig=14 dBm,P_sig=off,P_sig=0 dBm,P_sig=8 dBm,P_sig=14 dBm
41.14114114,0.014527802,0.009738357,0.002121335,0.079549807,-0.503637156,-0.528750168,-0.540696605,-0.491009982
41.34134134,0.014037659,0.008792188,0.001663182,0.077425962,-0.502575234,-0.52981209,-0.539707491,-0.494195749
41.54154154,0.014037659,0.009854111,0.001663182,0.075302118,-0.501513312,-0.530874012,-0.539176529,-0.497381516
41.74174174,0.014037659,0.010916033,0.001663182,0.073660265,-0.50045139,-0.532433209,-0.538645568,-0.500326286
41.94194194,0.014037659,0.011977955,0.001663182,0.072598343,-0.499389468,-0.534026092,-0.538114606,-0.502981091
42.14214214,0.014037659,0.012269876,0.002520925,0.071536421,-0.499121306,-0.535618975,-0.537154774,-0.505635896
42.34234234,0.014037659,0.012269876,0.003582847,0.070474499,-0.499121306,-0.535277606,-0.536092851,-0.508290701
42.54254254,0.014037659,0.012269876,0.004644769,0.069412576,-0.499121306,-0.533684722,-0.535030928,-0.510945507
42.74274274,0.014037659,0.012269876,0.005960663,0.068350654,-0.498455363,-0.532091839,-0.533969006,-0.513600312
42.94294294,0.014037659,0.012269876,0.007553546,0.067288732,-0.49686248,-0.530646432,-0.532907083,-0.516255118
43.14314314,0.014037659,0.012269876,0.00914643,0.06622681,-0.495269597,-0.52958451,-0.531845161,-0.518065605
43.34334334,0.013943495,0.012269876,0.010897459,0.065164888,-0.493912124,-0.528522588,-0.530941384,-0.519658488
43.54354354,0.012881572,0.012269876,0.013552264,0.064102965,-0.494974046,-0.527460666,-0.530941384,-0.521251371
43.74374374,0.01181965,0.012269876,0.01620707,0.063041043,-0.496035968,-0.526398743,-0.530941384,-0.522844254
43.94394394,0.010757728,0.012269876,0.018861875,0.061979121,-0.49709789,-0.52533682,-0.530941384,-0.524437138
44.14414414,0.009695806,0.012661141,0.019776141,0.060917199,-0.497353524,-0.524274898,-0.530941384,-0.526030022
44.34434434,0.008633884,0.013192102,0.020307102,0.059782916,-0.497353524,-0.522555697,-0.530941384,-0.527478183
44.54454454,0.007571961,0.013723063,0.020838063,0.058190032,-0.497353524,-0.520431853,-0.530941384,-0.528009144
44.74474474,0.006738284,0.013821293,0.020588316,0.056597149,-0.496897034,-0.518308009,-0.530681148,-0.528540105
44.94494494,0.006207323,0.013290332,0.019526393,0.055004266,-0.495835112,-0.516491646,-0.530150187,-0.529071066
45.14514515,0.005676362,0.012759371,0.018464471,0.053411383,-0.49477319,-0.515429724,-0.529619226,-0.529173604
45.34534535,0.005305439,0.012311343,0.017573223,0.051818499,-0.493764614,-0.514367802,-0.528917591,-0.529173604
45.54554555,0.006367361,0.012842304,0.017573223,0.050225616,-0.493233653,-0.51330588,-0.527324708,-0.529173604
45.74574575,0.007429284,0.013373265,0.017573223,0.048886257,-0.492702692,-0.511224353,-0.525731825,-0.528413032
45.94594595,0.008491206,0.013904226,0.017573223,0.047824335,-0.492171731,-0.509100509,-0.524138942,-0.526820148
46.14614615,0.008734312,0.01364013,0.017131824,0.046762412,-0.492050178,-0.506976665,-0.522546059,-0.525227264
46.34634635,0.008734312,0.013109169,0.016600863,0.045621865,-0.492050178,-0.506192434,-0.520953176,-0.523791631
46.54654655,0.008734312,0.012578208,0.016069902,0.044028982,-0.492050178,-0.506192434,-0.519360293,-0.52326067
46.74674675,0.00920333,0.012269876,0.014739441,0.042436099,-0.491346651,-0.506192434,-0.51750091,-0.522729709
46.94694695,0.010265252,0.012269876,0.012615596,0.040843215,-0.489753768,-0.505392413,-0.515377065,-0.522198748
47.14714715,0.011327174,0.012269876,0.010491752,0.039250332,-0.488160885,-0.502737607,-0.51325322,-0.520363725
47.34734735,0.012389096,0.012269876,0.008734312,0.037657449,-0.486687222,-0.500082801,-0.511312578,-0.518239881
47.54754755,0.013451019,0.012269876,0.008734312,0.036064565,-0.486156261,-0.497427996,-0.510250656,-0.516116036
47.74774775,0.014512941,0.012269876,0.008734312,0.03473147,-0.4856253,-0.497353522,-0.509188734,-0.51425198
47.94794795,0.015574863,0.012269876,0.008734312,0.033669548,-0.485094339,-0.497353522,-0.508126812,-0.512659097
48.14814815,0.015805441,0.012269876,0.009181975,0.032607626,-0.483316361,-0.497353522,-0.507960216,-0.511066214
48.34834835,0.015805441,0.012269876,0.009712936,0.031545703,-0.481192517,-0.495988853,-0.507960216,-0.50955822
48.54854855,0.015805441,0.012269876,0.010243897,0.030483781,-0.479068672,-0.493865008,-0.507960216,-0.508496298
48.74874875,0.014842348,0.012040983,0.01022933,0.029421859,-0.477667147,-0.491741163,-0.507414688,-0.507434376
48.94894895,0.012718504,0.011510022,0.009698369,0.028359937,-0.477136185,-0.490116124,-0.506352766,-0.506372454
49.14914915,0.01059466,0.010979061,0.009167408,0.026857064,-0.476605223,-0.489585163,-0.505290844,-0.506633385
49.34934935,0.008602563,0.0104481,0.008636447,0.02526418,-0.476008388,-0.489054202,-0.504522517,-0.507164346
49.54954955,0.007540641,0.009917139,0.008105486,0.023671297,-0.474946465,-0.488523241,-0.505053478,-0.507695307
49.74974975,0.006478719,0.009386177,0.007574524,0.022078414,-0.473884543,-0.487469949,-0.505584439,-0.506896007
49.94994995,0.005416797,0.008855216,0.007043563,0.02048553,-0.47282262,-0.486408027,-0.5061154,-0.504772163
50.15015015,0.005620683,0.008324255,0.006966529,0.018892647,-0.471760697,-0.485346105,-0.50528458,-0.502648318
50.35035035,0.006151644,0.007793294,0.006966529,0.017117458,-0.470698775,-0.485326478,-0.504222658,-0.500889086
50.55055055,0.006682605,0.007262333,0.006966529,0.014462652,-0.469636852,-0.485857439,-0.503160736,-0.500889086
50.75075075,0.006225418,0.006731372,0.006687501,0.011807847,-0.468327892,-0.486388401,-0.502098814,-0.500889086
50.95095095,0.004632534,0.006200411,0.00615654,0.009153041,-0.466735009,-0.48674683,-0.501036892,-0.500889086
51.15115115,0.003039651,0.00566945,0.005625579,0.008287096,-0.465142125,-0.48674683,-0.49997497,-0.503572377
51.35135135,0.001663182,0.00507823,0.005302876,0.007756135,-0.463837794,-0.48674683,-0.498808919,-0.506758144
51.55155155,0.001663182,0.004016308,0.005833837,0.007225174,-0.464368755,-0.48674683,-0.497216036,-0.50994391
51.75175175,0.001663182,0.002954386,0.006364798,0.006966529,-0.464899716,-0.487804019,-0.495623153,-0.511768096
51.95195195,0.001663182,0.001892464,0.006895759,0.006966529,-0.465430677,-0.488865942,-0.49403027,-0.512299057
52.15215215,0.002091382,0.000830541,0.006966529,0.006966529,-0.465961639,-0.489927864,-0.494278151,-0.512830018
52.35235235,0.002622344,-0.000231381,0.006966529,0.007063946,-0.4664926,-0.489575005,-0.494809112,-0.513263562
52.55255255,0.003153305,-0.001293303,0.006966529,0.007594908,-0.467023562,-0.488513082,-0.495340073,-0.513263562
52.75275275,0.003177663,-0.001389539,0.006681237,0.008125869,-0.467047921,-0.48745116,-0.49530045,-0.513263562
52.95295295,0.002646702,-0.000327617,0.006150276,0.00865683,-0.46651696,-0.486389237,-0.494769489,-0.513263562
53.15315315,0.002115741,0.000734305,0.005619315,0.00964127,-0.465985999,-0.485327315,-0.494238528,-0.515530958
53.35335335,0.00158478,0.001729705,0.00530914,0.010703192,-0.465611842,-0.484265392,-0.493597174,-0.518185764
53.55355355,0.001053819,0.002260666,0.005840101,0.011765114,-0.466142803,-0.483207367,-0.492535251,-0.520840569
53.75375375,0.000522858,0.002791627,0.006371062,0.013105617,-0.466673764,-0.482676405,-0.491473328,-0.522659634
53.95395395,-8.10E-06,0.003322588,0.006902024,0.0146985,-0.467204725,-0.482145443,-0.490411406,-0.523721556
54.15415415,0.001633257,0.003430965,0.006966529,0.016291383,-0.467735686,-0.481614482,-0.489349483,-0.524783478
54.35435435,0.003757101,0.003430965,0.006966529,0.017573223,-0.468266647,-0.480363602,-0.488287561,-0.525430676
54.55455455,0.005880946,0.003430965,0.006966529,0.017573223,-0.468797608,-0.478770718,-0.487225638,-0.524368753
54.75475475,0.007226094,0.003926336,0.006674973,0.017573223,-0.469328569,-0.477177834,-0.485872159,-0.52330683
54.95495495,0.007757056,0.004988258,0.006144012,0.017573223,-0.46985953,-0.475955072,-0.484279276,-0.522244908
55.15515516,0.008288017,0.00605018,0.005613051,0.018032966,-0.470390491,-0.475424111,-0.482686392,-0.522562215
55.35535536,0.008818978,0.006966529,0.005432061,0.018563927,-0.470582787,-0.47489315,-0.481326823,-0.523093176
55.55555556,0.009349939,0.006966529,0.006493984,0.019094889,-0.468989904,-0.474382511,-0.480795862,-0.523624137
55.75575576,0.0098809,0.006966529,0.007555906,0.01962585,-0.46739702,-0.474913472,-0.480264901,-0.523870254
55.95595596,0.010411861,0.006966529,0.008617828,0.020156811,-0.465804137,-0.475444433,-0.47973394,-0.523870254
56.15615616,0.010502094,0.006966529,0.008261592,0.020687772,-0.465974166,-0.475975394,-0.479202979,-0.523870254
56.35635636,0.010502094,0.006966529,0.007730631,0.020888897,-0.466505127,-0.475407685,-0.478672018,-0.523980199
56.55655656,0.010502094,0.006966529,0.00719967,0.019826975,-0.467036088,-0.474345763,-0.478141057,-0.52451116
56.75675676,0.009970435,0.00645863,0.006966529,0.018765053,-0.466769562,-0.473283841,-0.477610096,-0.525042121
56.95695696,0.008908513,0.005396708,0.006966529,0.017703131,-0.46570764,-0.472795893,-0.477079135,-0.525573082
57.15715716,0.007846591,0.004334786,0.006966529,0.016641209,-0.464645718,-0.473326854,-0.476548174,-0.526570051
57.35735736,0.006784669,0.003430965,0.00708945,0.015579286,-0.463674726,-0.473857816,-0.476140134,-0.527631973
57.55755756,0.005722747,0.003430965,0.007620412,0.014517364,-0.463143765,-0.474388777,-0.476140134,-0.528693896
57.75775776,0.004660825,0.003430965,0.008151373,0.014037658,-0.462612804,-0.474919738,-0.476140134,-0.52946471
57.95795796,0.003598902,0.003430965,0.008682334,0.014037658,-0.462081843,-0.475450699,-0.476140134,-0.529995672
58.15815816,0.002983972,0.002995852,0.008734312,0.014037658,-0.461550882,-0.47598166,-0.475661151,-0.530526634
58.35835836,0.002453011,0.002464891,0.008734312,0.013921449,-0.461019921,-0.475395159,-0.47513019,-0.531057595
58.55855856,0.00192205,0.00193393,0.008734312,0.013390488,-0.46048896,-0.474333236,-0.474599229,-0.531588557
58.75875876,0.001391089,0.001402969,0.008734312,0.012859527,-0.460230092,-0.473271314,-0.473764183,-0.532119519
58.95895896,0.000860128,0.000872008,0.008734312,0.012328566,-0.460230092,-0.47240698,-0.472702261,-0.53265048
59.15915916,0.000329167,0.000341047,0.008734312,0.011797605,-0.460230092,-0.471876019,-0.471640338,-0.533181441
59.35935936,8.98E-05,-0.000275229,0.008992682,0.011266644,-0.459938509,-0.471345058,-0.470965971,-0.533712402
59.55955956,0.001151711,-0.001337151,0.010054604,0.010735683,-0.458345626,-0.470859475,-0.471496932,-0.534243363
59.75975976,0.002213633,-0.002399073,0.011116526,0.010502094,-0.456752743,-0.471390436,-0.472027893,-0.534476952
59.95995996,0.003275555,-0.003460995,0.012178449,0.010502094,-0.45515986,-0.471921397,-0.472558854,-0.534476952
60.16016016,0.003884221,-0.003640165,0.012269876,0.010502094,-0.455380002,-0.472452358,-0.472119321,-0.534476952
60.36036036,0.004415182,-0.003640165,0.012269876,0.01074704,-0.455910963,-0.471468313,-0.47158836,-0.534232005
60.56056056,0.004946143,-0.003640165,0.012269876,0.011808963,-0.456441924,-0.46987543,-0.471057399,-0.533170083
60.76076076,0.00492039,-0.003640165,0.01164918,0.012870885,-0.456416171,-0.468282546,-0.470526438,-0.53210816
60.96096096,0.004389429,-0.003640165,0.010587258,0.013932807,-0.45588521,-0.466893515,-0.469995477,-0.531046238
61.16116116,0.003858468,-0.003640165,0.009525335,0.014037659,-0.455354249,-0.465831593,-0.469464516,-0.52950578
61.36136136,0.003534423,-0.003548586,0.008734312,0.014037659,-0.45471983,-0.464769671,-0.469069004,-0.527912896
61.56156156,0.004065384,-0.003017625,0.008734312,0.014037659,-0.453657908,-0.463765656,-0.469069004,-0.526320013
61.76176176,0.004596345,-0.002486664,0.008734312,0.014341295,-0.452595986,-0.463765656,-0.469069004,-0.525030765
61.96196196,0.005127306,-0.001955703,0.008734312,0.014872256,-0.451534064,-0.463765656,-0.469069004,-0.523968843
62.16216216,0.005658267,-0.001424742,0.007259778,0.015403217,-0.451391182,-0.463765656,-0.468577493,-0.52290692
62.36236236,0.006189229,-0.000893781,0.005666895,0.015676704,-0.451391182,-0.463380641,-0.468046532,-0.521973735
62.56256256,0.00672019,-0.000362819,0.004074011,0.015145743,-0.451391182,-0.46284968,-0.467515571,-0.521442774
62.76276276,0.006397287,0.000168142,0.003747577,0.014614781,-0.451675803,-0.462318719,-0.466034773,-0.520911813
62.96296296,0.005335365,0.000699103,0.004278538,0.01408382,-0.452206764,-0.461997874,-0.463910928,-0.520380852
63.16316316,0.004273442,0.001230064,0.004809499,0.014522458,-0.452737725,-0.461997874,-0.461787084,-0.52033469
63.36336336,0.003321242,0.001663183,0.005057034,0.015053419,-0.45293952,-0.461997874,-0.460371805,-0.52033469
63.56356356,0.002790281,0.001663183,0.004526073,0.01558438,-0.451877598,-0.461997874,-0.460902766,-0.52033469
63.76376376,0.00225932,0.001663183,0.003995112,0.015805441,-0.450815676,-0.461997874,-0.461433727,-0.518785189
63.96396396,0.001728359,0.001663183,0.003464151,0.015805441,-0.449753754,-0.461997874,-0.461964688,-0.516130383
64.16416416,0.002128967,0.001663183,0.003430965,0.015805441,-0.450089184,-0.461997874,-0.461997874,-0.513475577
64.36436436,0.002659928,0.001663183,0.003430965,0.015535438,-0.450620145,-0.461997874,-0.461997874,-0.511225776
64.56456456,0.003190889,0.001663183,0.003430965,0.014473516,-0.451151106,-0.461997874,-0.461997874,-0.510163854
64.76476476,0.003430965,0.001105171,0.003108089,0.013411594,-0.451682067,-0.461997874,-0.462643626,-0.509101932
64.96496496,0.003430965,4.32E-05,0.002577127,0.012349672,-0.452213028,-0.461348733,-0.463705548,-0.50804001
65.16516517,0.003430965,-0.001018673,0.002046166,0.01128775,-0.452743989,-0.45975585,-0.46476747,-0.506487024
65.36536537,0.003314978,-0.001664169,0.001663183,0.010225827,-0.453042978,-0.458162967,-0.465829392,-0.504894141
65.56556557,0.002784017,-0.000602247,0.001663183,0.009163905,-0.452512017,-0.456653047,-0.466891314,-0.503301258
65.76576577,0.002253056,0.000459675,0.001663183,0.008101983,-0.451981056,-0.456122086,-0.467953236,-0.501392211
65.96596597,0.001722095,0.001521597,0.001663183,0.007040061,-0.451450095,-0.455591125,-0.469015158,-0.499268367
66.16616617,0.003079328,0.002123351,0.000151065,0.005978139,-0.451391182,-0.455060164,-0.468060924,-0.497144523
66.36636637,0.004672211,0.002654312,-0.001441819,0.004633686,-0.451391182,-0.454926746,-0.466999002,-0.494879414
66.56656657,0.006265094,0.003185273,-0.003034702,0.002509842,-0.451391182,-0.454926746,-0.46593708,-0.492224609
66.76676677,0.006966529,0.003716234,-0.002981884,0.000385997,-0.451391182,-0.454926746,-0.464546017,-0.489569804
66.96696697,0.006966529,0.004247195,-0.001919962,-0.001737847,-0.451391182,-0.454258813,-0.462953134,-0.486914999
67.16716717,0.006966529,0.004778157,-0.00085804,-0.002369709,-0.451391182,-0.45266593,-0.461360251,-0.487741485
67.36736737,0.006844279,0.005309118,-0.0001046,-0.002900671,-0.451268932,-0.451073047,-0.460075851,-0.488803408
67.56756757,0.006313318,0.005840079,-0.0001046,-0.003431632,-0.450737971,-0.449527909,-0.45954489,-0.48986533
67.76776777,0.005782357,0.00637104,-0.0001046,-0.00267288,-0.45020701,-0.448465987,-0.459013929,-0.489637539
67.96796797,0.005251396,0.006902001,-0.0001046,-0.001079996,-0.449676049,-0.447404065,-0.458482968,-0.488575617
68.16816817,0.005198747,0.008365827,-0.000614903,0.000512887,-0.449145088,-0.446342143,-0.455910794,-0.487513694
68.36836837,0.005198747,0.009958711,-0.001145864,0.001810712,-0.448614127,-0.446491643,-0.453255989,-0.486451771
68.56856857,0.005198747,0.011551594,-0.001676825,0.002341673,-0.448083166,-0.447022604,-0.450601184,-0.485389849
68.76876877,0.005198747,0.012269876,-0.001201574,0.002872634,-0.447248791,-0.447553565,-0.4496234,-0.484327926
68.96896897,0.005198747,0.012269876,-0.000139651,0.003403595,-0.446186869,-0.44762671,-0.4496234,-0.483266003
69.16916917,0.005198747,0.012269876,0.000922271,0.003430965,-0.445124947,-0.447095749,-0.4496234,-0.483211264
69.36936937,0.005198747,0.012269876,0.001984193,0.003430965,-0.443934511,-0.446564788,-0.449944411,-0.483211264
69.56956957,0.005198747,0.012269876,0.003046115,0.003430965,-0.442341628,-0.445979817,-0.451006333,-0.483211264
69.76976977,0.005198747,0.012269876,0.004108037,0.004417042,-0.440748745,-0.444917895,-0.452068255,-0.483539956
69.96996997,0.005198747,0.012269876,0.00516996,0.006009925,-0.439155862,-0.443855973,-0.453130177,-0.484070917
70.17017017,0.005198747,0.01179718,0.00468218,0.007602808,-0.438532132,-0.442794051,-0.453158964,-0.484601878
70.37037037,0.005198747,0.011266219,0.004151219,0.008426725,-0.438001171,-0.442962343,-0.453158964,-0.484825253
70.57057057,0.005198747,0.010735258,0.003620258,0.007364803,-0.43747021,-0.443493304,-0.453158964,-0.484294292
70.77077077,0.005818102,0.010204296,0.004114301,0.006302881,-0.437248926,-0.444024265,-0.453500632,-0.483763331
70.97097097,0.006880024,0.009673335,0.005176224,0.005240958,-0.437248926,-0.444320054,-0.454031593,-0.48323237
71.17117117,0.007941946,0.009142374,0.006238146,0.004179036,-0.437248926,-0.444320054,-0.454562554,-0.483211264
71.37137137,0.008734312,0.008611413,0.007633607,0.003117114,-0.437248926,-0.444320054,-0.455593823,-0.483211264
71.57157157,0.008734312,0.008080452,0.009757451,0.002055192,-0.437248926,-0.44425978,-0.457717667,-0.483211264
71.77177177,0.008734312,0.007549491,0.011881295,0.001328226,-0.437248926,-0.443728819,-0.459841511,-0.483546221
71.97197197,0.008734312,0.00701853,0.01400514,0.000797265,-0.437248926,-0.443197858,-0.461965355,-0.484077182
72.17217217,0.008243471,0.006008608,0.012991996,0.000266304,-0.437248926,-0.442666897,-0.460952211,-0.484608144
72.37237237,0.00771251,0.004946686,0.011930074,5.55E-05,-0.437248926,-0.443384943,-0.459890289,-0.484979048
72.57257257,0.007181549,0.003884764,0.010868151,0.000586418,-0.437248926,-0.444446865,-0.458828367,-0.484979048
72.77277277,0.006966529,0.003430965,0.009806229,0.00111738,-0.437564867,-0.445508787,-0.457418513,-0.484979048
72.97297297,0.006966529,0.003430965,0.008744307,0.001648341,-0.438095828,-0.445363526,-0.45582563,-0.484979048
73.17317317,0.006966529,0.003430965,0.007682385,0.001663182,-0.438626789,-0.443770643,-0.454232747,-0.483946809
73.37337337,0.007107572,0.00368929,0.006620463,0.001663182,-0.43915775,-0.44217776,-0.453505031,-0.482884886
73.57357357,0.007638533,0.004751212,0.00555854,0.001663182,-0.439688711,-0.440851028,-0.454566953,-0.481822964
73.77377377,0.008169494,0.005813134,0.004496618,0.002686844,-0.440219672,-0.441381989,-0.455628875,-0.480419821
73.97397397,0.008700455,0.006875057,0.003434696,0.004279727,-0.440750633,-0.44191295,-0.456690797,-0.478826937
74.17417417,0.007740103,0.006966529,0.001843678,0.00587261,-0.439790281,-0.442443911,-0.455107242,-0.477234053
74.37437437,0.006678181,0.006966529,0.000250795,0.006800208,-0.438728359,-0.443397471,-0.453514359,-0.476140134
74.57457457,0.005616258,0.006966529,-0.001342088,0.006269247,-0.437666437,-0.444459393,-0.451921476,-0.476140134
74.77477477,0.004232131,0.007276855,-0.001872382,0.005738286,-0.436926721,-0.445521315,-0.450328593,-0.476140134
74.97497497,0.002639248,0.007807816,-0.001872382,0.005207325,-0.43639576,-0.446087836,-0.44873571,-0.476140134
75.17517518,0.001046364,0.008338777,-0.001872382,0.005198747,-0.435864799,-0.446087836,-0.447142827,-0.47561775
75.37537538,0.000190013,0.009005165,-0.001872382,0.005198747,-0.435333838,-0.446087836,-0.446087836,-0.475086788
75.57557558,0.001251935,0.010067087,-0.001872382,0.005198747,-0.434802877,-0.446015034,-0.446087836,-0.474555827
75.77577578,0.002313857,0.011129009,-0.001872382,0.005546232,-0.434271916,-0.445484073,-0.446087836,-0.473329897
75.97597598,0.003375779,0.012190932,-0.001867984,0.006077193,-0.433740955,-0.444953112,-0.446087836,-0.471737013
76.17617618,0.002424228,0.011778388,-0.001337023,0.006608154,-0.43421673,-0.444422151,-0.446087836,-0.470144129
76.37637638,0.001362306,0.011247427,-0.000806062,0.006793944,-0.434747691,-0.445606645,-0.446087836,-0.469069002
76.57657658,0.000300383,0.010716465,-0.000275101,0.006262983,-0.435278652,-0.447199528,-0.446087836,-0.469069002
76.77677678,0.000552339,0.010185504,0.00025586,0.005732022,-0.435152675,-0.448792411,-0.445006455,-0.469069002
76.97697698,0.001614261,0.009654543,0.000786821,0.005201061,-0.434621714,-0.449877365,-0.443413572,-0.469069002
77.17717718,0.002676183,0.009123582,0.001317783,0.004141452,-0.434090753,-0.450408326,-0.441820689,-0.469069002
77.37737738,0.003430965,0.008592621,0.002034305,0.00307953,-0.433713362,-0.450939287,-0.441155613,-0.469069002
77.57757758,0.003430965,0.00806166,0.003096227,0.002017608,-0.433713362,-0.451312116,-0.442217535,-0.469069002
77.77777778,0.003430965,0.007530699,0.00415815,0.000955686,-0.433713362,-0.450781155,-0.443279457,-0.468361505
77.97797798,0.003430965,0.006999738,0.005188085,-0.000106237,-0.433713362,-0.450250194,-0.444330716,-0.467299583
78.17817818,0.004959862,0.004975518,0.004657124,-0.001168159,-0.433713362,-0.449719233,-0.444861677,-0.466237661
78.37837838,0.006552745,0.002851674,0.004126163,-0.002230081,-0.433713362,-0.450493655,-0.445392638,-0.465354589
78.57857858,0.008145629,0.00072783,0.003595201,-0.003292003,-0.433713362,-0.451555577,-0.445923599,-0.464823628
78.77877878,0.008399578,-0.000427453,0.003797689,-0.004353925,-0.434717562,-0.452617499,-0.445721112,-0.464292667
78.97897898,0.007868617,-0.000958415,0.00432865,-0.005407947,-0.436310445,-0.452638507,-0.445190151,-0.463777507
79.17917918,0.007337656,-0.001489376,0.004859611,-0.005407947,-0.437903328,-0.451576585,-0.44465919,-0.465370391
79.37937938,0.007605867,-0.001724427,0.005582398,-0.005407947,-0.438856874,-0.450514663,-0.445087355,-0.466963274
79.57957958,0.009729711,-0.001193466,0.00664432,-0.005407947,-0.438325913,-0.449452741,-0.447211199,-0.468556158
79.77977978,0.011853556,-0.000662505,0.007706242,-0.005047934,-0.437794952,-0.448390819,-0.449335043,-0.469069004
79.97997998,0.0139774,-0.000131544,0.008734312,-0.004516973,-0.437263991,-0.447328897,-0.451408108,-0.469069004
80.18018018,0.012489969,-0.00161665,0.008734312,-0.003986012,-0.43673303,-0.446266975,-0.451939069,-0.469069004
80.38038038,0.010897086,-0.003209533,0.008734312,-0.003825278,-0.436202069,-0.446087836,-0.45247003,-0.468883891
80.58058058,0.009304203,-0.004802417,0.008734312,-0.004356239,-0.435671108,-0.446087836,-0.453000991,-0.46835293
80.78078078,0.008393314,-0.005407947,0.008361323,-0.0048872,-0.435481144,-0.446087836,-0.452412987,-0.467821969
80.98098098,0.007862353,-0.005407947,0.007830362,-0.005377304,-0.435481144,-0.445554851,-0.451351065,-0.467301222
81.18118118,0.007331392,-0.005407947,0.007299401,-0.00378442,-0.435481144,-0.444492929,-0.450289143,-0.467301222
81.38138138,0.006468234,-0.004636853,0.00676844,-0.002191537,-0.435481144,-0.443431007,-0.449425311,-0.467301222
81.58158158,0.004875351,-0.001982048,0.006237479,-0.000598654,-0.435481144,-0.442460678,-0.44889435,-0.467301222
81.78178178,0.003282467,0.000672758,0.005706518,0.001360506,-0.435481144,-0.441929717,-0.448363389,-0.466202393
81.98198198,0.001689584,0.003327563,0.005221938,0.00348435,-0.435481144,-0.441398756,-0.447832428,-0.46460951
82.18218218,0.003229664,0.002920684,0.005752899,0.005608195,-0.434958984,-0.440867795,-0.447301467,-0.463016627
82.38238238,0.004822547,0.002389723,0.00628386,0.006775152,-0.434428023,-0.441232146,-0.446770506,-0.461615121
82.58258258,0.00641543,0.001858762,0.006814821,0.006244191,-0.433897062,-0.441763107,-0.446239545,-0.460553198
82.78278278,0.005577483,0.001663182,0.006966529,0.00571323,-0.433366101,-0.442294068,-0.445329331,-0.459491276
82.98298298,0.003453639,0.001663182,0.006966529,0.005215225,-0.43283514,-0.442279515,-0.444267409,-0.458445832
83.18318318,0.001329794,0.001663182,0.006966529,0.005746186,-0.432304179,-0.441748554,-0.443205487,-0.457914871
83.38338338,0.000412487,0.002305113,0.006966529,0.006277148,-0.431773218,-0.441217593,-0.442552272,-0.45738391
83.58358358,0.002005371,0.004428958,0.006966529,0.006808109,-0.431242257,-0.440588775,-0.442552272,-0.456852949
83.78378378,0.003598254,0.006552802,0.006966529,0.00771161,-0.430711296,-0.439526853,-0.442552272,-0.457067068
83.98398398,0.005191137,0.008676646,0.006995984,0.008773532,-0.430180335,-0.438464931,-0.442552272,-0.457598029
84.18418418,0.00678402,0.008734312,0.007526945,0.009835455,-0.430177798,-0.437403009,-0.442552272,-0.45812899
84.38438438,0.008376904,0.008734312,0.008057906,0.010106811,-0.430177798,-0.437702846,-0.442552272,-0.457869386
84.58458458,0.009969787,0.008734312,0.008588867,0.009044889,-0.430177798,-0.438233807,-0.442552272,-0.456276503
84.78478478,0.01156267,0.007709374,0.008734312,0.007982967,-0.429824273,-0.438764768,-0.442552272,-0.45468362
84.98498498,0.013155554,0.006116491,0.008734312,0.006921044,-0.429293312,-0.438458667,-0.442552272,-0.453158964
85.18518519,0.014748437,0.004523608,0.008734312,0.005859122,-0.428762351,-0.437396745,-0.442552272,-0.453158964
85.38538539,0.015805441,0.003597712,0.009366164,0.0047972,-0.428052763,-0.436334823,-0.442341655,-0.453158964
85.58558559,0.015805441,0.004128673,0.010959047,0.003735278,-0.426990841,-0.435272901,-0.441810694,-0.453158964
85.78578579,0.015805441,0.004659634,0.012551931,0.003430965,-0.425928919,-0.434210979,-0.441279733,-0.45278016
85.98598599,0.015809168,0.005190595,0.014037659,0.003430965,-0.424870725,-0.433149057,-0.440713053,-0.452249199
86.18618619,0.016340129,0.004675938,0.014037659,0.003430965,-0.424339763,-0.432087135,-0.439651131,-0.451718238
86.38638639,0.01687109,0.004144977,0.014037659,0.003023154,-0.423808801,-0.432405764,-0.438589209,-0.451391182
86.58658659,0.017402052,0.003614016,0.014037659,0.001961232,-0.42327784,-0.432936725,-0.437527287,-0.451391182
86.78678679,0.017213434,0.002735145,0.014429439,0.000899309,-0.423106668,-0.433467686,-0.437248926,-0.451391182
86.98698699,0.016682473,0.001673223,0.0149604,-0.0001046,-0.423106668,-0.433142793,-0.437248926,-0.451333169
87.18718719,0.016151511,0.000611301,0.015491361,-0.0001046,-0.423106668,-0.432080871,-0.437248926,-0.450271247
87.38738739,0.01562055,-0.000450621,0.015805441,-0.0001046,-0.423106668,-0.431018949,-0.437465807,-0.449209325
87.58758759,0.015089589,-0.001512544,0.015805441,-0.0001046,-0.423106668,-0.430067412,-0.437996768,-0.448147403
87.78778779,0.014558628,-0.002574466,0.015805441,0.001050606,-0.423106668,-0.429536451,-0.438527729,-0.447855618
87.98798799,0.014027667,-0.003636388,0.015763459,0.002643489,-0.423116659,-0.42900549,-0.438932743,-0.447855618
88.18818819,0.013496706,-0.004169237,0.015232498,0.004236372,-0.42364762,-0.428474529,-0.437870821,-0.447855618
88.38838839,0.012965745,-0.004700198,0.014701536,0.004778408,-0.424178581,-0.428876464,-0.436808899,-0.448065787
