delta_c/2pi_(MHz),P_sig=off,P_sig=0 dBm,P_sig=8 dBm,P_sig=14 dBm,P_sig=off,P_sig=0 dBm,P_sig=8 dBm,P_sig=14 dBm
-53.75375375,0.010615816,0.008656228,0.005648211,0.029009396,-0.442552272,-0.453115559,-0.460649483,-0.50265687
-53.55355355,0.0122087,0.007063345,0.004586289,0.030836855,-0.442552272,-0.452053637,-0.46383525,-0.502953255
-53.35335335,0.013801583,0.005470462,0.003524367,0.032429738,-0.442552272,-0.450991715,-0.467021016,-0.503484216
-53.15315315,0.01313312,0.004317968,0.002462444,0.034022621,-0.444361348,-0.449929793,-0.468269742,-0.504015177
-52.95295295,0.012071198,0.003256046,0.001400522,0.035372533,-0.446485192,-0.448867871,-0.469331664,-0.504546138
-52.75275275,0.011009276,0.002194124,0.0003386,0.035903494,-0.448609036,-0.447805949,-0.470393586,-0.505077099
-52.55255255,0.010779464,0.001928673,0.000823483,0.036434455,-0.4496234,-0.446744027,-0.47176487,-0.50560806
-52.35235235,0.011310425,0.002459634,0.002416367,0.036965416,-0.4496234,-0.446087836,-0.473357753,-0.506139021
-52.15215215,0.011841386,0.002990595,0.00400925,0.037973925,-0.4496234,-0.446087836,-0.474950637,-0.505714886
-51.95195195,0.012269876,0.003340373,0.005064285,0.039035847,-0.449930813,-0.446087836,-0.476677982,-0.505183925
-51.75175175,0.012269876,0.002809412,0.004533324,0.04009777,-0.451523696,-0.44605987,-0.478801827,-0.504652964
-51.55155155,0.012269876,0.002278451,0.004002363,0.041159692,-0.453116579,-0.445528909,-0.480925672,-0.504424652
-51.35135135,0.012269876,0.00174749,0.003471402,0.042221614,-0.454709462,-0.444997948,-0.483049516,-0.504424652
-51.15115115,0.012269876,0.003449796,0.003921489,0.043283536,-0.454926746,-0.444466987,-0.484192313,-0.504424652
-50.95095095,0.012269876,0.005573641,0.00445245,0.044089958,-0.454926746,-0.443936026,-0.485254235,-0.505191153
-50.75075075,0.012269876,0.007697485,0.004983411,0.044089958,-0.454926746,-0.443405065,-0.486316158,-0.508376919
-50.55055055,0.011702608,0.009549575,0.005829997,0.044089958,-0.455777648,-0.442874104,-0.48611558,-0.511562686
-50.35035035,0.010640686,0.011142458,0.00689192,0.044089958,-0.457370531,-0.442552272,-0.485053658,-0.514748453
-50.15015015,0.009578764,0.012735342,0.007953842,0.04457377,-0.458963414,-0.442552272,-0.483991736,-0.517450407
-49.94994995,0.008951782,0.014037659,0.008734312,0.045104731,-0.460121357,-0.442552272,-0.483351992,-0.520105213
-49.74974975,0.010013704,0.014037659,0.008734312,0.045635692,-0.459590396,-0.442552272,-0.483882954,-0.522760018
-49.54954955,0.011075626,0.014037659,0.008734312,0.046475567,-0.459059435,-0.442552272,-0.484413915,-0.52603265
-49.34934935,0.012137549,0.014037659,0.008734312,0.047537489,-0.458528474,-0.442552272,-0.484944877,-0.529749378
-49.14914915,0.011340282,0.012678906,0.007243947,0.048599411,-0.458927107,-0.442552272,-0.48497905,-0.533466105
-48.94894895,0.01027836,0.011086023,0.005651064,0.049661333,-0.459458068,-0.443723149,-0.48497905,-0.536914805
-48.74874875,0.009216437,0.009493139,0.004058181,0.050723255,-0.459989029,-0.445316032,-0.48497905,-0.53956961
-48.54854855,0.008444413,0.008456293,0.004396632,0.051785178,-0.459650296,-0.446908915,-0.48497905,-0.542224416
-48.34834835,0.007913452,0.007925332,0.005989516,0.0528471,-0.458588374,-0.448286405,-0.48497905,-0.544879222
-48.14814815,0.007382491,0.007394371,0.007582399,0.054399098,-0.457526452,-0.449348327,-0.48497905,-0.546553875
-47.94794795,0.006736531,0.006657171,0.008881302,0.055991981,-0.456694528,-0.450410249,-0.48542002,-0.548146759
-47.74774775,0.005674609,0.005064288,0.009412263,0.057584865,-0.456694528,-0.451472171,-0.487012903,-0.549739642
-47.54754755,0.004612687,0.003471404,0.009943224,0.058862571,-0.456694528,-0.452534093,-0.488605786,-0.550702171
-47.34734735,0.003550764,0.001878521,0.010474185,0.059924493,-0.456694528,-0.453596015,-0.490198669,-0.551233132
-47.14714715,0.003902026,0.001204001,0.009999042,0.060986415,-0.456694528,-0.454657937,-0.4912885,-0.551764093
-46.94694695,0.004432987,0.00067304,0.009468081,0.062188615,-0.456694528,-0.454926746,-0.492350422,-0.551733941
-46.74674675,0.004963948,0.000142079,0.00893712,0.063781499,-0.456694528,-0.454926746,-0.493412344,-0.550141058
-46.54654655,0.00431026,0.000179683,0.009718771,0.065374382,-0.45699069,-0.454926746,-0.494146113,-0.548548174
-46.34634635,0.002717377,0.000710644,0.011311654,0.066967265,-0.457521651,-0.455370061,-0.494677074,-0.546955291
-46.14614615,0.001124494,0.001241605,0.012904538,0.068560149,-0.458052612,-0.456431983,-0.495208035,-0.544866067
-45.94594595,0.000501716,0.001663182,0.014037658,0.070153032,-0.458583573,-0.457493905,-0.496045504,-0.542742222
-45.74574575,0.003156522,0.001663182,0.014037658,0.071745915,-0.459114534,-0.458368793,-0.497638387,-0.540618378
-45.54554555,0.005811327,0.001663182,0.014037658,0.073981681,-0.459645495,-0.457306871,-0.49923127,-0.539458857
-45.34534535,0.008466133,0.001663182,0.014037658,0.076636487,-0.460176456,-0.456244949,-0.500824153,-0.538927896
-45.14514515,0.007779661,0.002594074,0.012000394,0.079291292,-0.461184742,-0.455183027,-0.50190772,-0.538396935
-44.94494494,0.006717739,0.003655996,0.009876549,0.081799556,-0.462246664,-0.455329566,-0.502969642,-0.537279805
-44.74474474,0.005655817,0.004717918,0.007752705,0.0839234,-0.463308586,-0.455860527,-0.504031564,-0.534624999
-44.54454454,0.005198747,0.006070387,0.006632112,0.086047245,-0.464370508,-0.456391488,-0.504090235,-0.531970194
-44.34434434,0.005198747,0.00766327,0.006101151,0.088171089,-0.46543243,-0.456922449,-0.503559274,-0.529315388
-44.14414414,0.005198747,0.009256153,0.00557019,0.090797538,-0.466494352,-0.45745341,-0.503028313,-0.526157978
-43.94394394,0.005326274,0.010502094,0.005677301,0.093452344,-0.46730122,-0.457984371,-0.50265687,-0.522972212
-43.74374374,0.005857235,0.010502094,0.007270185,0.09610715,-0.46730122,-0.458515332,-0.50265687,-0.519786445
-43.54354354,0.006388196,0.010502094,0.008863068,0.098106545,-0.46730122,-0.459046293,-0.50265687,-0.516600679
-43.34334334,0.006919158,0.010502094,0.010455951,0.099699428,-0.46730122,-0.459577254,-0.50265687,-0.513414912
-43.14314314,0.007933708,0.009558675,0.009986514,0.101292312,-0.46730122,-0.460108215,-0.50265687,-0.510229145
-42.94294294,0.00899563,0.008496753,0.009455552,0.103038001,-0.46730122,-0.461457345,-0.50265687,-0.506737766
-42.74274274,0.010057552,0.00743483,0.008924591,0.105161846,-0.46730122,-0.463050228,-0.50265687,-0.502490078
-42.54254254,0.009884713,0.00756015,0.009415674,0.10728569,-0.468227291,-0.464643111,-0.502997551,-0.498242389
-42.34234234,0.008822791,0.008622073,0.010477596,0.109409535,-0.469820175,-0.466001809,-0.503528512,-0.493994701
-42.14214214,0.007760869,0.009683995,0.011539518,0.110515642,-0.471413058,-0.467063731,-0.504059473,-0.487711539
-41.94194194,0.007367903,0.010502094,0.01260144,0.111577564,-0.472872151,-0.468125653,-0.504756216,-0.481340005
-41.74174174,0.008960786,0.010502094,0.013663363,0.112639486,-0.473934073,-0.469069002,-0.505818138,-0.474968472
-41.54154154,0.01055367,0.010502094,0.014725285,0.113701408,-0.474995996,-0.469069002,-0.50688006,-0.469264877
-41.34134134,0.012146553,0.010502094,0.015787207,0.11476333,-0.476057918,-0.469069002,-0.507941982,-0.463955266
-41.14114114,0.01275973,0.009546147,0.016327285,0.115825252,-0.476140134,-0.469069002,-0.509003904,-0.458645655
-40.94094094,0.013290691,0.008484225,0.016858246,0.117205315,-0.476140134,-0.470315048,-0.510065826,-0.452858833
-40.74074074,0.013821652,0.007422302,0.017389207,0.119329159,-0.476140134,-0.471907931,-0.511127748,-0.445956339
-40.54054054,0.014037659,0.007572679,0.017573223,0.121453003,-0.476140134,-0.473500815,-0.512536616,-0.439053845
-40.34034034,0.014037659,0.008634601,0.017573223,0.123576847,-0.476140134,-0.475093698,-0.514129499,-0.43215135
-40.14014014,0.014037659,0.009696523,0.017573223,0.128276352,-0.476140134,-0.476686582,-0.515722382,-0.424218592
-39.93993994,0.013897603,0.010758445,0.017745269,0.133055002,-0.476140134,-0.478279466,-0.517487311,-0.416254176
-39.73973974,0.013366642,0.011820367,0.01827623,0.137833652,-0.476140134,-0.479741248,-0.519611155,-0.408289759
-39.53953954,0.012835681,0.012882289,0.018807191,0.142272068,-0.476140134,-0.48027221,-0.521734999,-0.40100581
-39.33933934,0.01230472,0.013944212,0.019338152,0.146519757,-0.476140134,-0.480803172,-0.523858843,-0.394103315
-39.13913914,0.011773759,0.014037659,0.018812897,0.150767445,-0.476140134,-0.481334133,-0.523342146,-0.387200821
-38.93893894,0.011242798,0.014037659,0.018281936,0.154353797,-0.476140134,-0.481865095,-0.522811185,-0.380132993
-38.73873874,0.010711837,0.014037659,0.017750975,0.156477642,-0.476140134,-0.482396056,-0.522280224,-0.372699537
-38.53853854,0.010180876,0.01372832,0.018632851,0.158601486,-0.476461352,-0.482927018,-0.521749263,-0.365266082
-38.33833834,0.009649915,0.013197359,0.020225734,0.160725331,-0.476992313,-0.483211266,-0.521218302,-0.357832627
-38.13813814,0.009118954,0.012666398,0.021818617,0.16493476,-0.477523274,-0.483211266,-0.520687341,-0.352484757
-37.93793794,0.008734312,0.012269876,0.02269826,0.169182449,-0.478200555,-0.483211266,-0.520513,-0.347175147
-37.73773774,0.008734312,0.012269876,0.022167299,0.173430138,-0.479262477,-0.48328308,-0.521043961,-0.341865536
-37.53753754,0.008734312,0.012269876,0.021636338,0.176984832,-0.4803244,-0.483814041,-0.521574922,-0.336555925
-37.33733734,0.008734312,0.012269876,0.021112199,0.180170598,-0.481386322,-0.484345002,-0.52209565,-0.331246314
-37.13713714,0.007227168,0.012269876,0.02164316,0.183356365,-0.482448245,-0.484875963,-0.521033728,-0.325936702
-36.93693694,0.005634284,0.012269876,0.022174121,0.186370533,-0.483510168,-0.486262677,-0.519971806,-0.321313484
-36.73673674,0.004041401,0.012269876,0.022705082,0.189025339,-0.48457209,-0.48785556,-0.518909884,-0.318127718
-36.53653654,0.003758447,0.011954274,0.02287657,0.191680145,-0.485634013,-0.489448443,-0.518207435,-0.314941951
-36.33633634,0.004289408,0.011423313,0.02287657,0.19433495,-0.486695935,-0.490535371,-0.517676474,-0.311756185
-36.13613614,0.004820369,0.010892351,0.02287657,0.198045076,-0.487757858,-0.491066332,-0.517145513,-0.309098078
-35.93593594,0.005656497,0.010502094,0.023245719,0.201761804,-0.488667197,-0.491597293,-0.517168274,-0.306443273
-35.73573574,0.00724938,0.010502094,0.024307641,0.205478532,-0.489198158,-0.492128254,-0.518230196,-0.303788467
-35.53553554,0.008842263,0.010502094,0.025369563,0.210253543,-0.489729119,-0.492659215,-0.519292118,-0.301486423
-35.33533534,0.010435147,0.010502094,0.026392784,0.215563153,-0.49026008,-0.493190176,-0.52035404,-0.299362578
-35.13513514,0.009993449,0.010005328,0.025330862,0.220872764,-0.490282396,-0.493721137,-0.521415962,-0.297238733
-34.93493493,0.009462488,0.009474367,0.02426894,0.225470926,-0.490282396,-0.49555452,-0.522477884,-0.29440344
-34.73473473,0.008931526,0.008943406,0.023207018,0.228656692,-0.490282396,-0.497678365,-0.523539806,-0.290155751
-34.53453453,0.008734312,0.009378045,0.02287657,0.231842459,-0.490616142,-0.49980221,-0.523504517,-0.285908063
-34.33433433,0.008734312,0.010439967,0.02287657,0.235037115,-0.491147103,-0.500889088,-0.522973556,-0.28168408
-34.13413413,0.008734312,0.011501889,0.02287657,0.239815766,-0.491678064,-0.500889088,-0.522442595,-0.28168408
-33.93393393,0.009369701,0.011975941,0.022494894,0.244594416,-0.492050178,-0.500889088,-0.52229331,-0.28168408
-33.73373373,0.011493545,0.010914019,0.021432971,0.249373066,-0.492050178,-0.500889088,-0.522824271,-0.28168408
-33.53353353,0.01361739,0.009852097,0.020371049,0.251638539,-0.492050178,-0.500889088,-0.523355232,-0.282402131
-33.33333333,0.015741234,0.008790174,0.019372884,0.252700461,-0.492050178,-0.500889088,-0.523870254,-0.283464054
-33.13313313,0.015290531,0.007225223,0.020434806,0.253762383,-0.493594906,-0.500889088,-0.523870254,-0.284525976
-32.93293293,0.01475957,0.005632339,0.021496728,0.254087799,-0.495187789,-0.502210301,-0.523870254,-0.286140278
-32.73273273,0.014228609,0.004039456,0.022558651,0.253025877,-0.496780672,-0.503803184,-0.523870254,-0.288795083
-32.53253253,0.013017627,0.003759095,0.02287657,0.251963955,-0.497693534,-0.505396067,-0.523870254,-0.291449889
-32.33233233,0.011424744,0.004290056,0.02287657,0.250892806,-0.498224495,-0.506457939,-0.523870254,-0.294150831
-32.13213213,0.009831861,0.004821018,0.02287657,0.249299923,-0.498755456,-0.5069889,-0.523870254,-0.299460441
-31.93193193,0.008899423,0.00550521,0.023467877,0.24770704,-0.499286417,-0.507519861,-0.523476049,-0.304770052
-31.73173173,0.009430384,0.006567132,0.025060761,0.246114157,-0.499817378,-0.508141429,-0.522414127,-0.310079663
-31.53153153,0.009961345,0.007629055,0.026653644,0.244521274,-0.500348339,-0.509203351,-0.521352205,-0.316850431
-31.33133133,0.010492306,0.008690977,0.028313137,0.242928391,-0.5008793,-0.510265273,-0.5204013,-0.324283886
-31.13113113,0.009459747,0.007715724,0.031498904,0.241335508,-0.502452608,-0.511327195,-0.521994183,-0.331717341
-30.93093093,0.008397825,0.006653802,0.03468467,0.238790673,-0.504045491,-0.513282454,-0.523587067,-0.338770016
-30.73073073,0.007335903,0.00559188,0.037870437,0.234542984,-0.505638374,-0.515406299,-0.525179951,-0.345141549
-30.53053053,0.006273981,0.004529958,0.039921407,0.230295295,-0.507923806,-0.517530144,-0.526394569,-0.351513082
-30.33033033,0.005212058,0.003468036,0.041514291,0.226078588,-0.510578611,-0.519110449,-0.527456492,-0.357915598
-30.13013013,0.004150136,0.002406113,0.043107174,0.222892822,-0.513233416,-0.520172371,-0.528518414,-0.365349053
-29.92992993,0.003430965,0.002141669,0.044700057,0.219707055,-0.514859969,-0.521234293,-0.529783703,-0.372782509
-29.72972973,0.003430965,0.003734553,0.04629294,0.216521288,-0.514329008,-0.522199345,-0.531376587,-0.380215964
-29.52952953,0.003430965,0.005327436,0.047885824,0.212592415,-0.513798047,-0.522730306,-0.53296947,-0.386534759
-29.32932933,0.003430965,0.006920319,0.049478707,0.208344727,-0.513267086,-0.523261267,-0.534505419,-0.392375331
-29.12912913,0.002903527,0.006966529,0.05107159,0.204097038,-0.514845874,-0.523792228,-0.535036381,-0.398215904
-28.92892893,0.002372566,0.006966529,0.052664474,0.199652695,-0.516438757,-0.525229054,-0.535567343,-0.403859822
-28.72872873,0.001841605,0.006966529,0.054257357,0.194874045,-0.51803164,-0.526821937,-0.536098304,-0.409169433
-28.52852853,0.001663182,0.006625871,0.056619299,0.190095394,-0.5203296,-0.52841482,-0.537782854,-0.414479044
-28.32832833,0.001663182,0.00609491,0.059274104,0.185273233,-0.522984406,-0.529729669,-0.539906698,-0.419788655
-28.12812813,0.001663182,0.005563948,0.06192891,0.179432661,-0.525639211,-0.530791592,-0.542030543,-0.425098266
-27.92792793,0.00237374,0.005198747,0.063954824,0.173592089,-0.52740582,-0.531853515,-0.543315866,-0.430407876
-27.72772773,0.004497584,0.005198747,0.065016746,0.167751517,-0.52740582,-0.53229663,-0.543315866,-0.435717487
-27.52752753,0.006621429,0.005198747,0.066078668,0.163044397,-0.52740582,-0.530172785,-0.543315866,-0.441027098
-27.32732733,0.008734312,0.005198747,0.067279516,0.158796708,-0.527411301,-0.528048941,-0.543281135,-0.446336709
-27.12712713,0.008734312,0.00624239,0.070465282,0.15454902,-0.528473223,-0.525925096,-0.542750173,-0.451646321
-26.92692693,0.008734312,0.007304313,0.073651049,0.149692576,-0.529535146,-0.526097235,-0.542219211,-0.456347177
-26.72672673,0.008734312,0.008366235,0.076836816,0.143852004,-0.530597069,-0.526628197,-0.54168825,-0.460063904
-26.52652653,0.008375509,0.008734312,0.080022582,0.138011432,-0.532376596,-0.527159158,-0.540375702,-0.463780632
-26.32632633,0.007844548,0.008734312,0.083208349,0.13219888,-0.53450044,-0.527405822,-0.538782818,-0.467413301
-26.12612613,0.007313587,0.008734312,0.086394115,0.126889268,-0.536624285,-0.527405822,-0.537189934,-0.469537145
-25.92592593,0.007334336,0.008562288,0.090227565,0.121579657,-0.538380323,-0.527405822,-0.535597051,-0.471660989
-25.72572573,0.008396258,0.008031327,0.095006215,0.116270046,-0.539442246,-0.527515221,-0.534004167,-0.473784833
-25.52552553,0.00945818,0.007500366,0.099784864,0.110960435,-0.540504168,-0.528046182,-0.532411284,-0.477445003
-25.32532533,0.01049309,0.006969405,0.104440528,0.105650825,-0.541548082,-0.528577144,-0.530531433,-0.481692692
-25.12512513,0.009962128,0.007494615,0.107626294,0.100341214,-0.541548082,-0.529108105,-0.525221821,-0.48594038
-24.92492492,0.009431167,0.008025576,0.110812061,0.095449968,-0.541548082,-0.529639067,-0.51991221,-0.489560522
-24.72472472,0.008900206,0.008556537,0.113997827,0.091202279,-0.541548082,-0.530170028,-0.514602599,-0.492215328
-24.52452452,0.008734312,0.009440685,0.118771824,0.08695459,-0.541913149,-0.530700989,-0.508498873,-0.494870133
-24.32432432,0.008734312,0.010502607,0.124081435,0.082638335,-0.54244411,-0.532394196,-0.50212734,-0.497456372
-24.12412412,0.008734312,0.011564529,0.129391046,0.077328724,-0.542975072,-0.535049002,-0.495755807,-0.499049255
-23.92392392,0.008734312,0.012448164,0.135144974,0.072019113,-0.543506033,-0.537703807,-0.48849564,-0.500642138
-23.72372372,0.008734312,0.012979125,0.141516506,0.066709502,-0.544036994,-0.539664637,-0.480000263,-0.502235021
-23.52352352,0.008734312,0.013510086,0.147888039,0.061790237,-0.544567955,-0.539133676,-0.471504885,-0.504218249
-23.32332332,0.00874958,0.014041047,0.15440135,0.057011587,-0.545098916,-0.538602714,-0.46286773,-0.506342093
-23.12312312,0.009280541,0.014572008,0.162365767,0.052232937,-0.545629877,-0.538071752,-0.452779469,-0.508465937
-22.92292292,0.009811502,0.015102969,0.170330183,0.048100627,-0.546160838,-0.538012516,-0.442691208,-0.510805228
-22.72272272,0.010342463,0.015633931,0.178294599,0.04491486,-0.546691799,-0.538012516,-0.432602948,-0.513460034
-22.52252252,0.010873424,0.016524342,0.186662337,0.041729093,-0.54685143,-0.538012516,-0.421304723,-0.516114839
-22.32232232,0.011404385,0.017586264,0.195157715,0.038705516,-0.54685143,-0.538309342,-0.409623579,-0.51868855
-22.12212212,0.011935347,0.018648187,0.203653093,0.037643594,-0.54685143,-0.538840303,-0.397942435,-0.520281434
-21.92192192,0.012662739,0.019710109,0.21306216,0.036581672,-0.547047861,-0.539371264,-0.386261291,-0.521874317
-21.72172172,0.013724661,0.020772031,0.223681382,0.03551975,-0.547578822,-0.539658371,-0.374580147,-0.523467201
-21.52152152,0.014786583,0.021833953,0.234300604,0.03287139,-0.548109783,-0.53912741,-0.362899003,-0.525060085
-21.32132132,0.015740844,0.022847612,0.244919826,0.029685623,-0.548619212,-0.538596449,-0.351164336,-0.526652968
-21.12112112,0.01414796,0.021254729,0.255539047,0.026499857,-0.548619212,-0.538065488,-0.338952231,-0.528245852
-20.92092092,0.012555077,0.019661845,0.266158269,0.024200932,-0.548619212,-0.537056538,-0.326740125,-0.529173604
-20.72072072,0.010962194,0.018068962,0.276777491,0.023139009,-0.548619212,-0.535994616,-0.31452802,-0.529173604
-20.52052052,0.011634877,0.017938938,0.286167957,0.022077087,-0.547486428,-0.534932693,-0.303954256,-0.529173604
-20.32032032,0.013227761,0.018469899,0.295194296,0.021202411,-0.545893545,-0.53508313,-0.293865996,-0.529220415
-20.12012012,0.014820644,0.01900086,0.304220635,0.022264333,-0.544300661,-0.536145052,-0.283777735,-0.529751377
-19.91991992,0.016008136,0.019341005,0.312308228,0.023326255,-0.543113169,-0.537206975,-0.274393533,-0.530282339
-19.71971972,0.016539097,0.019341005,0.319210722,0.024388177,-0.542582208,-0.538397088,-0.265898156,-0.5308133
-19.51951952,0.017070059,0.019341005,0.326113216,0.024241479,-0.542051247,-0.539989972,-0.257402779,-0.531344261
-19.31931932,0.01751763,0.019356922,0.332896135,0.023710518,-0.541548082,-0.541582855,-0.249086764,-0.531875222
-19.11911912,0.016455708,0.019887883,0.338736707,0.023179557,-0.541548082,-0.543175739,-0.24218427,-0.532406183
-18.91891892,0.015393786,0.020418844,0.344577279,0.021964672,-0.541548082,-0.541863106,-0.235281775,-0.532481196
-18.71871872,0.014331864,0.020949805,0.35041785,0.019840828,-0.541548082,-0.540270222,-0.228379281,-0.531950235
-18.51851852,0.014037659,0.021852745,0.354595024,0.017716984,-0.541164224,-0.538677338,-0.223556034,-0.531419274
-18.31831832,0.014037659,0.022914668,0.358311752,0.015964667,-0.540633263,-0.537703162,-0.219308346,-0.530888313
-18.11811812,0.014037659,0.02397659,0.362028479,0.01755755,-0.540102302,-0.5371722,-0.215060657,-0.530357351
-17.91791792,0.014455578,0.02622099,0.364058554,0.019150434,-0.539362381,-0.536641239,-0.21177677,-0.529826389
-17.71771772,0.0155175,0.030468679,0.364058554,0.020743317,-0.538300458,-0.536379187,-0.209652926,-0.529295428
-17.51751752,0.016579422,0.034716368,0.364058554,0.02069965,-0.537238536,-0.536910148,-0.207529082,-0.529991879
-17.31731732,0.017471042,0.038919695,0.3638604,0.020168689,-0.536278794,-0.53744111,-0.205735495,-0.531053801
-17.11711712,0.015878159,0.042105462,0.362267516,0.019637728,-0.536809756,-0.537972072,-0.206266456,-0.532115723
-16.91691692,0.014285275,0.045291228,0.360674632,0.018872529,-0.537340718,-0.538012516,-0.206797417,-0.532474929
-16.71671672,0.012692392,0.048476995,0.359081749,0.017810606,-0.537871679,-0.538012516,-0.207328378,-0.531943968
-16.51651652,0.011879754,0.052419247,0.354534071,0.016748684,-0.537622395,-0.538012516,-0.208281453,-0.531413006
-16.31631632,0.011348793,0.056666936,0.349224461,0.015686762,-0.537091434,-0.537381281,-0.209343375,-0.530882045
-16.11611612,0.010817832,0.060914625,0.34391485,0.01462484,-0.536560472,-0.536319359,-0.210405297,-0.530351084
-15.91591592,0.011147765,0.065569001,0.338358025,0.013562918,-0.536029511,-0.535257437,-0.212456077,-0.529820123
-15.71571572,0.012740648,0.070878612,0.332517453,0.012500995,-0.53549855,-0.534336233,-0.215641843,-0.529289162
-15.51551552,0.014333531,0.076188223,0.326676882,0.012685278,-0.534967589,-0.533805272,-0.21882761,-0.5287582
-15.31531532,0.015724792,0.081497834,0.320257787,0.013216239,-0.53427533,-0.533274311,-0.222230323,-0.528227238
-15.11511512,0.01466287,0.086807445,0.310169526,0.0137472,-0.531620524,-0.53274335,-0.227008973,-0.527696277
-14.91491491,0.013600948,0.092117055,0.300081265,0.013556654,-0.528965718,-0.531218828,-0.231787622,-0.527165316
-14.71471471,0.012539025,0.097426666,0.289993004,0.012494731,-0.526310913,-0.529625945,-0.236566272,-0.526634355
-14.51451451,0.012666263,0.103505291,0.280761498,0.011432809,-0.526034426,-0.528033062,-0.241773299,-0.526103394
-14.31431431,0.013197224,0.109876824,0.271735159,0.010436491,-0.526565387,-0.525796415,-0.247082909,-0.525572433
-14.11411411,0.013728185,0.116248357,0.26270882,0.009905529,-0.527096348,-0.52314161,-0.25239252,-0.525041472
-13.91391391,0.014923609,0.124087145,0.254189439,0.009374568,-0.526298384,-0.520486804,-0.257195174,-0.524510511
-13.71371371,0.017047453,0.134175406,0.246225023,0.008843607,-0.523643579,-0.517538033,-0.261442862,-0.52397955
-13.51351351,0.019171297,0.144263666,0.238260606,0.007890981,-0.520988773,-0.513821306,-0.265690551,-0.52429192
-13.31331331,0.021248553,0.154490762,0.230217611,0.006829058,-0.518333968,-0.510104578,-0.270409716,-0.524822882
-13.11311311,0.022841437,0.166702868,0.221722233,0.005767136,-0.515679163,-0.50638785,-0.277843172,-0.525353843
-12.91291291,0.02443432,0.178914973,0.213226855,0.005445514,-0.513024358,-0.500658943,-0.285276627,-0.525391272
-12.71271271,0.026027203,0.191127078,0.204731477,0.005976475,-0.510369553,-0.494818371,-0.292710082,-0.524860311
-12.51251251,0.026814785,0.202166871,0.196236099,0.006507436,-0.507312097,-0.488977799,-0.300578179,-0.52432935
-12.31231231,0.027345746,0.212786093,0.187740721,0.006822794,-0.50412633,-0.483137227,-0.308542595,-0.523798389
-12.11211211,0.027876708,0.223405314,0.179245344,0.005760872,-0.500940563,-0.477296655,-0.316507011,-0.523267428
-11.91191191,0.030001929,0.234888024,0.171788936,0.00469895,-0.497527045,-0.471456082,-0.32473117,-0.522736467
-11.71171171,0.034249618,0.24763109,0.165417404,0.003637028,-0.493810318,-0.465309017,-0.333226547,-0.522205506
-11.51151151,0.038497307,0.260374156,0.159045871,0.003858894,-0.49009359,-0.458406523,-0.341721924,-0.522530403
-11.31131131,0.042586438,0.27307625,0.152589495,0.004389855,-0.486165452,-0.451504028,-0.350302145,-0.523061364
-11.11111111,0.045241244,0.285288355,0.145687001,0.004920817,-0.480324881,-0.444601534,-0.359328484,-0.523592325
-10.91091091,0.047896049,0.29750046,0.138784507,0.004945717,-0.474484309,-0.434643187,-0.368354823,-0.523617226
-10.71071071,0.050550855,0.309712565,0.131882012,0.004414755,-0.468643737,-0.424554926,-0.377381162,-0.523086265
-10.51051051,0.054841318,0.319542461,0.125420424,0.003883794,-0.462394251,-0.414466665,-0.386848406,-0.522555304
-10.31031031,0.059619968,0.3285688,0.119048891,0.003665359,-0.456022718,-0.402371946,-0.396405706,-0.521868079
-10.11011011,0.064398618,0.337595138,0.112677358,0.005258243,-0.449651184,-0.389097919,-0.405963006,-0.520275196
-9.90990991,0.069879315,0.346399341,0.106837838,0.006851126,-0.442577604,-0.375823891,-0.414456279,-0.518682312
-9.70970971,0.076250848,0.354894718,0.101528227,0.008444009,-0.434613188,-0.362868885,-0.421889735,-0.517089429
-9.50950951,0.082622381,0.363390096,0.096218616,0.007865924,-0.426648771,-0.35065678,-0.42932319,-0.518101707
-9.309309309,0.089289496,0.371743763,0.090909005,0.006804002,-0.418507004,-0.338444674,-0.436483323,-0.519694591
-9.109109109,0.098315835,0.378646257,0.085599395,0.00574208,-0.408949704,-0.326232569,-0.442323895,-0.521287474
-8.908908909,0.107342173,0.385548751,0.080289784,0.005458042,-0.399392405,-0.314020464,-0.448164467,-0.521583885
-8.708708709,0.116368512,0.392451245,0.074980173,0.005989003,-0.389835105,-0.301808359,-0.454005039,-0.520521963
-8.508508509,0.125810029,0.396933946,0.071012071,0.006519964,-0.379447448,-0.289596254,-0.459845611,-0.519460041
-8.308308308,0.135367329,0.400650674,0.067295343,0.006966529,-0.368828226,-0.277724823,-0.465686184,-0.518651306
-8.108108108,0.144924629,0.404367401,0.063578615,0.006966529,-0.358209004,-0.266043679,-0.471526756,-0.519182267
-7.907907908,0.156163886,0.40694213,0.060134158,0.006966529,-0.346628664,-0.254362535,-0.476550516,-0.519713229
-7.707707708,0.169437913,0.408004052,0.056948391,0.006966529,-0.333885598,-0.24334449,-0.480798205,-0.52024419
-7.507507508,0.18271194,0.409065975,0.053762624,0.007847444,-0.321142531,-0.233787191,-0.485045894,-0.521656067
-7.307307307,0.195920587,0.409967395,0.050576858,0.008909367,-0.308530226,-0.224229891,-0.489196211,-0.523248951
-7.107107107,0.208663654,0.409436434,0.047391091,0.009971289,-0.296849082,-0.214672591,-0.492912938,-0.524841834
-6.906906907,0.22140672,0.408905473,0.044205325,0.009705418,-0.285167938,-0.207202639,-0.496629666,-0.526434718
