delta_c/2pi (MHz),Omega_c/2pi (MHz),EIT Amplitude (arb. units)
-738.4577549,2.118373775,0.010446007
-738.4577549,2.126036503,0.010415651
-738.4577549,2.13369923,0.010379466
-738.4577549,2.141361957,0.010337802
-738.4577549,2.149024685,0.010291008
-738.4577549,2.156687412,0.010239435
-738.4577549,2.16435014,0.010183434
-738.4577549,2.172012867,0.010123353
-738.4577549,2.179675594,0.010059542
-738.4577549,2.187338322,0.009992353
-738.4577549,2.195001049,0.009922135
-738.4577549,2.202663777,0.009849238
-738.4577549,2.210326504,0.009774012
-738.4577549,2.217989231,0.009696807
-738.4577549,2.225651959,0.009617974
-738.4577549,2.233314686,0.009537861
-738.4577549,2.240977414,0.00945682
-738.4577549,2.248640141,0.009375199
-738.4577549,2.256302868,0.009293351
-738.4577549,2.263965596,0.009211623
-738.4577549,2.271628323,0.009130367
-738.4577549,2.27929105,0.009049932
-738.4577549,2.286953778,0.008970669
-738.4577549,2.294616505,0.008892927
-738.4577549,2.302279233,0.008817056
-738.4577549,2.30994196,0.008743407
-738.4577549,2.317604687,0.00867233
-738.4577549,2.325267415,0.008604174
-738.4577549,2.332930142,0.00853929
-738.4577549,2.34059287,0.008478027
-738.4577549,2.348255597,0.008420736
-738.4577549,2.355918324,0.008367767
-738.4577549,2.363581052,0.00831947
-738.4577549,2.371243779,0.008276194
-738.4577549,2.378906507,0.00823829
-738.4577549,2.386569234,0.008206108
-738.4577549,2.394231961,0.008179998
-738.4577549,2.401894689,0.00816031
-738.4577549,2.409557416,0.008147394
-738.4577549,2.417220143,0.0081416
-738.4577549,2.424882871,0.008143278
-738.4577549,2.432545598,0.008152778
-738.4577549,2.440208326,0.00817045
-738.4577549,2.447871053,0.008196644
-738.4577549,2.45553378,0.008231711
-738.4577549,2.463196508,0.008275999
-738.4577549,2.470859235,0.00832986
-738.4577549,2.478521963,0.008393643
-738.4577549,2.48618469,0.008467699
-738.4577549,2.493847417,0.008552377
-738.4577549,2.501510145,0.008648027
-738.4577549,2.509172872,0.008754999
-738.4577549,2.516835599,0.008873644
-738.4577549,2.524498327,0.009004312
-738.4577549,2.532161054,0.009147352
-738.4577549,2.539823782,0.009303115
-738.4577549,2.547486509,0.00947195
-738.4577549,2.555149236,0.009654208
-738.4577549,2.562811964,0.009850238
-738.4577549,2.570474691,0.010060391
-738.4577549,2.578137419,0.010285017
-738.4577549,2.585800146,0.010524466
-738.4577549,2.593462873,0.010779087
-738.4577549,2.601125601,0.011049232
-738.4577549,2.608788328,0.011335249
-738.4577549,2.616451056,0.011637489
-738.4577549,2.624113783,0.011956302
-738.4577549,2.63177651,0.012292038
-738.4577549,2.639439238,0.012645047
-738.4577549,2.647101965,0.013015679
-738.4577549,2.654764692,0.013404284
-738.4577549,2.66242742,0.013811212
-738.4577549,2.670090147,0.014236814
-738.4577549,2.677752875,0.014681438
-738.4577549,2.685415602,0.015145436
-738.4577549,2.693078329,0.015629157
-738.4577549,2.700741057,0.016132951
-738.4577549,2.708403784,0.016657169
-738.4577549,2.716066512,0.01720216
-738.4577549,2.723729239,0.017768274
-738.4577549,2.731391966,0.018355862
-738.4577549,2.739054694,0.018965273
-738.4577549,2.746717421,0.019596858
-738.4577549,2.754380149,0.020250966
-738.4577549,2.762042876,0.020927948
-738.4577549,2.769705603,0.021628154
-738.4577549,2.777368331,0.022351933
-738.4577549,2.785031058,0.023099635
-738.4577549,2.792693785,0.023871612
-738.4577549,2.800356513,0.024668212
-738.4577549,2.80801924,0.025489786
-738.4577549,2.815681968,0.026302812
-738.4577549,2.823344695,0.02703764
-738.4577549,2.831007422,0.027594119
-736.9573005,0.539851933,-0.001416964
-736.9573005,0.547514661,-0.001181839
-736.9573005,0.555177388,-0.000871386
-736.9573005,0.562840116,-0.000527945
-736.9573005,0.570502843,-0.000180964
-736.9573005,0.57816557,0.000155375
-736.9573005,0.585828298,0.000481204
-736.9573005,0.593491025,0.000796659
-736.9573005,0.601153753,0.001101871
-736.9573005,0.60881648,0.001396975
-736.9573005,0.616479207,0.001682103
-736.9573005,0.624141935,0.001957389
-736.9573005,0.631804662,0.002222967
-736.9573005,0.639467389,0.002478969
-736.9573005,0.647130117,0.002725529
-736.9573005,0.654792844,0.00296278
-736.9573005,0.662455572,0.003190856
-736.9573005,0.670118299,0.00340989
-736.9573005,0.677781026,0.003620015
-736.9573005,0.685443754,0.003821364
-736.9573005,0.693106481,0.004014071
-736.9573005,0.700769209,0.00419827
-736.9573005,0.708431936,0.004374093
-736.9573005,0.716094663,0.004541674
-736.9573005,0.723757391,0.004701147
-736.9573005,0.731420118,0.004852643
-736.9573005,0.739082846,0.004996298
-736.9573005,0.746745573,0.005132244
-736.9573005,0.7544083,0.005260614
-736.9573005,0.762071028,0.005381543
-736.9573005,0.769733755,0.005495162
-736.9573005,0.777396482,0.005601606
-736.9573005,0.78505921,0.005701008
-736.9573005,0.792721937,0.005793501
-736.9573005,0.800384665,0.005879218
-736.9573005,0.808047392,0.005958293
-736.9573005,0.815710119,0.00603086
-736.9573005,0.823372847,0.006097051
-736.9573005,0.831035574,0.006156999
-736.9573005,0.838698302,0.006210839
-736.9573005,0.846361029,0.006258703
-736.9573005,0.854023756,0.006300725
-736.9573005,0.861686484,0.006337039
-736.9573005,0.869349211,0.006367776
-736.9573005,0.877011938,0.006393071
-736.9573005,0.884674666,0.006413058
-736.9573005,0.892337393,0.006427869
-736.9573005,0.900000121,0.006437638
-736.9573005,0.907662848,0.006442497
-736.9573005,0.915325575,0.006442581
-736.9573005,0.922988303,0.006438023
-736.9573005,0.93065103,0.006428956
-736.9573005,0.938313758,0.006415514
-736.9573005,0.945976485,0.006397829
-736.9573005,0.953639212,0.006376035
-736.9573005,0.96130194,0.006350266
-736.9573005,0.968964667,0.006320654
-736.9573005,0.976627395,0.006287333
-736.9573005,0.984290122,0.006250437
-736.9573005,0.991952849,0.006210098
-736.9573005,0.999615577,0.006166451
-736.9573005,1.007278304,0.006119628
-736.9573005,1.014941031,0.006069762
-736.9573005,1.022603759,0.006016988
-736.9573005,1.030266486,0.005961437
-736.9573005,1.037929214,0.005903245
-736.9573005,1.045591941,0.005842543
-736.9573005,1.053254668,0.005779466
-736.9573005,1.060917396,0.005714147
-736.9573005,1.068580123,0.005646718
-736.9573005,1.076242851,0.005577314
-736.9573005,1.083905578,0.005506067
-736.9573005,1.091568305,0.005433112
-736.9573005,1.099231033,0.00535858
-736.9573005,1.10689376,0.005282607
-736.9573005,1.114556488,0.005205324
-736.9573005,1.122219215,0.005126865
-736.9573005,1.129881942,0.005047364
-736.9573005,1.13754467,0.004966954
-736.9573005,1.145207397,0.004885769
-736.9573005,1.152870124,0.004803941
-736.9573005,1.160532852,0.004721604
-736.9573005,1.168195579,0.004638891
-736.9573005,1.175858307,0.004555935
-736.9573005,1.183521034,0.004472871
-736.9573005,1.191183761,0.004389831
-736.9573005,1.198846489,0.004306948
-736.9573005,1.206509216,0.004224357
-736.9573005,1.214171944,0.004142189
-736.9573005,1.221834671,0.004060579
-736.9573005,1.229497398,0.00397966
-736.9573005,1.237160126,0.003899565
-736.9573005,1.244822853,0.003820428
-736.9573005,1.25248558,0.003742381
-736.9573005,1.260148308,0.003665559
-736.9573005,1.267811035,0.003590094
-736.9573005,1.275473763,0.003516121
-736.9573005,1.28313649,0.003443771
-736.9573005,1.290799217,0.003373179
-736.9573005,1.298461945,0.003304477
-736.9573005,1.306124672,0.0032378
-736.9573005,1.3137874,0.00317328
-736.9573005,1.321450127,0.003111051
-736.9573005,1.329112854,0.003051247
-736.9573005,1.336775582,0.002993999
-736.9573005,1.344438309,0.002939443
-736.9573005,1.352101037,0.002887711
-736.9573005,1.359763764,0.002838936
-736.9573005,1.367426491,0.002793252
-736.9573005,1.375089219,0.002750792
-736.9573005,1.382751946,0.002711689
-736.9573005,1.390414673,0.002676077
-736.9573005,1.398077401,0.00264409
-736.9573005,1.405740128,0.00261586
-736.9573005,1.413402856,0.00259152
-736.9573005,1.421065583,0.002571205
-736.9573005,1.42872831,0.002555047
-736.9573005,1.436391038,0.00254318
-736.9573005,1.444053765,0.002535736
-736.9573005,1.451716493,0.002532851
-736.9573005,1.45937922,0.002534656
-736.9573005,1.467041947,0.002541285
-736.9573005,1.474704675,0.002552871
-736.9573005,1.482367402,0.002569548
-736.9573005,1.49003013,0.00259145
-736.9573005,1.497692857,0.002618708
-736.9573005,1.505355584,0.002651457
-736.9573005,1.513018312,0.002689831
-736.9573005,1.520681039,0.002733961
-736.9573005,1.528343766,0.002783972
-736.9573005,1.536006494,0.00283996
-736.9573005,1.543669221,0.00290196
-736.9573005,1.551331949,0.002969926
-736.9573005,1.558994676,0.003043731
-736.9573005,1.566657403,0.003123198
-736.9573005,1.574320131,0.003208128
-736.9573005,1.581982858,0.003298316
-736.9573005,1.589645586,0.003393559
-736.9573005,1.597308313,0.003493651
-736.9573005,1.60497104,0.003598389
-736.9573005,1.612633768,0.003707566
-736.9573005,1.620296495,0.00382098
-736.9573005,1.627959223,0.003938425
-736.9573005,1.63562195,0.004059697
-736.9573005,1.643284677,0.004184592
-736.9573005,1.650947405,0.004312905
-736.9573005,1.658610132,0.00444443
-736.9573005,1.666272859,0.004578965
-736.9573005,1.673935587,0.004716304
-736.9573005,1.681598314,0.004856243
-736.9573005,1.689261042,0.004998578
-736.9573005,1.696923769,0.005143103
-736.9573005,1.704586496,0.005289615
-736.9573005,1.712249224,0.005437908
-736.9573005,1.719911951,0.005587778
-736.9573005,1.727574679,0.005739022
-736.9573005,1.735237406,0.005891433
-736.9573005,1.742900133,0.006044808
-736.9573005,1.750562861,0.006198943
-736.9573005,1.758225588,0.006353632
-736.9573005,1.765888315,0.006508671
-736.9573005,1.773551043,0.006663856
-736.9573005,1.78121377,0.006818982
-736.9573005,1.788876498,0.006973845
-736.9573005,1.796539225,0.00712824
-736.9573005,1.804201952,0.007281962
-736.9573005,1.81186468,0.007434808
-736.9573005,1.819527407,0.007586572
-736.9573005,1.827190135,0.00773705
-736.9573005,1.834852862,0.007886037
-736.9573005,1.842515589,0.00803333
-736.9573005,1.850178317,0.008178723
-736.9573005,1.857841044,0.008322012
-736.9573005,1.865503772,0.008462992
-736.9573005,1.873166499,0.00860146
-736.9573005,1.880829226,0.00873721
-736.9573005,1.888491954,0.008870037
-736.9573005,1.896154681,0.008999738
-736.9573005,1.903817408,0.009126108
-736.9573005,1.911480136,0.009248943
-736.9573005,1.919142863,0.009368037
-736.9573005,1.926805591,0.009483186
-736.9573005,1.934468318,0.009594186
-736.9573005,1.942131045,0.009700833
-736.9573005,1.949793773,0.009802921
-736.9573005,1.9574565,0.009900247
-736.9573005,1.965119228,0.009992605
-736.9573005,1.972781955,0.010079791
-736.9573005,1.980444682,0.010161601
-736.9573005,1.98810741,0.010237831
-736.9573005,1.995770137,0.010308275
-736.9573005,2.003432865,0.010372729
-736.9573005,2.011095592,0.010430989
-736.9573005,2.018758319,0.01048285
-736.9573005,2.026421047,0.010528107
-736.9573005,2.034083774,0.010566557
-736.9573005,2.041746501,0.010597994
-736.9573005,2.049409229,0.010622214
-736.9573005,2.057071956,0.010639012
-736.9573005,2.064734684,0.010648185
-736.9573005,2.072397411,0.010649528
-736.9573005,2.080060138,0.010642852
-736.9573005,2.087722866,0.010628018
-736.9573005,2.095385593,0.010604993
-736.9573005,2.103048321,0.010573893
-736.9573005,2.110711048,0.010534981
-736.9573005,2.118373775,0.010488611
-736.9573005,2.126036503,0.010435181
-736.9573005,2.13369923,0.0103751
-736.9573005,2.141361957,0.010308775
-736.9573005,2.149024685,0.010236616
-736.9573005,2.156687412,0.010159031
-736.9573005,2.16435014,0.010076428
-736.9573005,2.172012867,0.009989215
-736.9573005,2.179675594,0.0098978
-736.9573005,2.187338322,0.009802593
-736.9573005,2.195001049,0.009704001
-736.9573005,2.202663777,0.009602432
-736.9573005,2.210326504,0.009498296
-736.9573005,2.217989231,0.009392
-736.9573005,2.225651959,0.009283953
-736.9573005,2.233314686,0.009174563
-736.9573005,2.240977414,0.009064238
-736.9573005,2.248640141,0.008953387
-736.9573005,2.256302868,0.008842419
-736.9573005,2.263965596,0.00873174
-736.9573005,2.271628323,0.008621761
-736.9573005,2.27929105,0.008512889
-736.9573005,2.286953778,0.008405532
-736.9573005,2.294616505,0.0083001
-736.9573005,2.302279233,0.008196999
-736.9573005,2.30994196,0.008096639
-736.9573005,2.317604687,0.007999428
-736.9573005,2.325267415,0.007905774
-736.9573005,2.332930142,0.007816086
-736.9573005,2.34059287,0.007730772
-736.9573005,2.348255597,0.00765024
-736.9573005,2.355918324,0.007574899
-736.9573005,2.363581052,0.007505157
-736.9573005,2.371243779,0.007441422
-736.9573005,2.378906507,0.007384103
-736.9573005,2.386569234,0.007333608
-736.9573005,2.394231961,0.007290345
-736.9573005,2.401894689,0.007254723
-736.9573005,2.409557416,0.00722715
-736.9573005,2.417220143,0.007208035
-736.9573005,2.424882871,0.007197786
-736.9573005,2.432545598,0.00719681
-736.9573005,2.440208326,0.007205517
-736.9573005,2.447871053,0.007224315
-736.9573005,2.45553378,0.007253612
-736.9573005,2.463196508,0.007293817
-736.9573005,2.470859235,0.007345338
-736.9573005,2.478521963,0.007408583
-736.9573005,2.48618469,0.00748396
-736.9573005,2.493847417,0.007571878
-736.9573005,2.501510145,0.007672746
-736.9573005,2.509172872,0.007786971
-736.9573005,2.516835599,0.007914962
-736.9573005,2.524498327,0.008057128
-736.9573005,2.532161054,0.008213876
-736.9573005,2.539823782,0.008385615
-736.9573005,2.547486509,0.008572754
-736.9573005,2.555149236,0.0087757
-736.9573005,2.562811964,0.008994863
-736.9573005,2.570474691,0.009230649
-736.9573005,2.578137419,0.009483469
-736.9573005,2.585800146,0.00975373
-736.9573005,2.593462873,0.01004184
-736.9573005,2.601125601,0.010348208
-736.9573005,2.608788328,0.010673242
-736.9573005,2.616451056,0.01101735
-736.9573005,2.624113783,0.011380942
-736.9573005,2.63177651,0.011764424
-736.9573005,2.639439238,0.012168207
-736.9573005,2.647101965,0.012592697
-736.9573005,2.654764692,0.013038303
-736.9573005,2.66242742,0.013505434
-736.9573005,2.670090147,0.013994498
-736.9573005,2.677752875,0.014505903
-736.9573005,2.685415602,0.015040058
-736.9573005,2.693078329,0.01559737
-736.9573005,2.700741057,0.01617825
-736.9573005,2.708403784,0.016783103
-736.9573005,2.716066512,0.01741234
-736.9573005,2.723729239,0.018066368
-736.9573005,2.731391966,0.018745596
-736.9573005,2.739054694,0.019450432
-736.9573005,2.746717421,0.020181285
-736.9573005,2.754380149,0.020938562
-736.9573005,2.762042876,0.021722672
-736.9573005,2.769705603,0.022534024
-736.9573005,2.777368331,0.023373025
-736.9573005,2.785031058,0.024240085
-736.9573005,2.792693785,0.025135611
-736.9573005,2.800356513,0.026060012
-736.9573005,2.80801924,0.027013697
-736.9573005,2.815681968,0.027957711
-736.9573005,2.823344695,0.028811106
-736.9573005,2.831007422,0.02945747
-735.456846,0.539851933,-0.00110823
-735.456846,0.547514661,-0.000913263
-735.456846,0.555177388,-0.000655455
-735.456846,0.562840116,-0.000369661
-735.456846,0.570502843,-8.02E-05
-735.456846,0.57816557,0.000201332
-735.456846,0.585828298,0.000474915
-735.456846,0.593491025,0.000740685
-735.456846,0.601153753,0.000998741
-735.456846,0.60881648,0.00124918
-735.456846,0.616479207,0.0014921
-735.456846,0.624141935,0.001727597
-735.456846,0.631804662,0.001955771
-735.456846,0.639467389,0.002176718
-735.456846,0.647130117,0.002390535
-735.456846,0.654792844,0.002597322
-735.456846,0.662455572,0.002797174
-735.456846,0.670118299,0.002990191
-735.456846,0.677781026,0.003176468
-735.456846,0.685443754,0.003356105
-735.456846,0.693106481,0.003529198
-735.456846,0.700769209,0.003695845
-735.456846,0.708431936,0.003856145
-735.456846,0.716094663,0.004010193
-735.456846,0.723757391,0.004158088
-735.456846,0.731420118,0.004299928
-735.456846,0.739082846,0.00443581
-735.456846,0.746745573,0.004565832
-735.456846,0.7544083,0.004690091
-735.456846,0.762071028,0.004808685
-735.456846,0.769733755,0.004921711
-735.456846,0.777396482,0.005029268
-735.456846,0.78505921,0.005131452
-735.456846,0.792721937,0.005228362
-735.456846,0.800384665,0.005320094
-735.456846,0.808047392,0.005406747
-735.456846,0.815710119,0.005488418
-735.456846,0.823372847,0.005565205
-735.456846,0.831035574,0.005637205
-735.456846,0.838698302,0.005704516
-735.456846,0.846361029,0.005767235
-735.456846,0.854023756,0.005825461
-735.456846,0.861686484,0.00587929
-735.456846,0.869349211,0.00592882
-735.456846,0.877011938,0.00597415
-735.456846,0.884674666,0.006015375
-735.456846,0.892337393,0.006052595
-735.456846,0.900000121,0.006085907
-735.456846,0.907662848,0.006115407
-735.456846,0.915325575,0.006141195
-735.456846,0.922988303,0.006163367
-735.456846,0.93065103,0.006182021
-735.456846,0.938313758,0.006197254
-735.456846,0.945976485,0.006209165
-735.456846,0.953639212,0.006217851
-735.456846,0.96130194,0.006223409
-735.456846,0.968964667,0.006225937
-735.456846,0.976627395,0.006225533
-735.456846,0.984290122,0.006222294
-735.456846,0.991952849,0.006216317
-735.456846,0.999615577,0.006207702
-735.456846,1.007278304,0.006196544
-735.456846,1.014941031,0.006182942
-735.456846,1.022603759,0.006166992
-735.456846,1.030266486,0.006148794
-735.456846,1.037929214,0.006128444
-735.456846,1.045591941,0.00610604
-735.456846,1.053254668,0.00608168
-735.456846,1.060917396,0.006055461
-735.456846,1.068580123,0.006027481
-735.456846,1.076242851,0.005997837
-735.456846,1.083905578,0.005966627
-735.456846,1.091568305,0.005933948
-735.456846,1.099231033,0.005899899
-735.456846,1.10689376,0.005864576
-735.456846,1.114556488,0.005828078
-735.456846,1.122219215,0.005790502
-735.456846,1.129881942,0.005751945
-735.456846,1.13754467,0.005712505
-735.456846,1.145207397,0.00567228
-735.456846,1.152870124,0.005631368
-735.456846,1.160532852,0.005589865
-735.456846,1.168195579,0.00554787
-735.456846,1.175858307,0.00550548
-735.456846,1.183521034,0.005462793
-735.456846,1.191183761,0.005419906
-735.456846,1.198846489,0.005376917
-735.456846,1.206509216,0.005333924
-735.456846,1.214171944,0.005291023
-735.456846,1.221834671,0.005248314
-735.456846,1.229497398,0.005205892
-735.456846,1.237160126,0.005163857
-735.456846,1.244822853,0.005122305
-735.456846,1.25248558,0.005081334
-735.456846,1.260148308,0.005041041
-735.456846,1.267811035,0.005001525
-735.456846,1.275473763,0.004962883
-735.456846,1.28313649,0.004925213
-735.456846,1.290799217,0.004888611
-735.456846,1.298461945,0.004853176
-735.456846,1.306124672,0.004819005
-735.456846,1.3137874,0.004786197
-735.456846,1.321450127,0.004754847
-735.456846,1.329112854,0.004725055
-735.456846,1.336775582,0.004696917
-735.456846,1.344438309,0.004670532
-735.456846,1.352101037,0.004645996
-735.456846,1.359763764,0.004623408
-735.456846,1.367426491,0.004602865
-735.456846,1.375089219,0.004584465
-735.456846,1.382751946,0.004568304
-735.456846,1.390414673,0.004554482
-735.456846,1.398077401,0.004543095
-735.456846,1.405740128,0.004534241
-735.456846,1.413402856,0.004528017
-735.456846,1.421065583,0.004524522
-735.456846,1.42872831,0.004523853
-735.456846,1.436391038,0.004526107
-735.456846,1.444053765,0.004531382
-735.456846,1.451716493,0.004539775
-735.456846,1.45937922,0.004551385
-735.456846,1.467041947,0.004566309
-735.456846,1.474704675,0.004584643
-735.456846,1.482367402,0.004606487
-735.456846,1.49003013,0.004631938
-735.456846,1.497692857,0.004661093
-735.456846,1.505355584,0.004694049
-735.456846,1.513018312,0.004730905
-735.456846,1.520681039,0.004771757
-735.456846,1.528343766,0.004816697
-735.456846,1.536006494,0.004865792
-735.456846,1.543669221,0.004919066
-735.456846,1.551331949,0.004976479
-735.456846,1.558994676,0.005037928
-735.456846,1.566657403,0.005103276
-735.456846,1.574320131,0.005172363
-735.456846,1.581982858,0.00524503
-735.456846,1.589645586,0.005321115
-735.456846,1.597308313,0.005400457
-735.456846,1.60497104,0.005482895
-735.456846,1.612633768,0.005568269
-735.456846,1.620296495,0.005656416
-735.456846,1.627959223,0.005747177
-735.456846,1.63562195,0.00584039
-735.456846,1.643284677,0.005935894
-735.456846,1.650947405,0.006033527
-735.456846,1.658610132,0.00613313
-735.456846,1.666272859,0.006234541
-735.456846,1.673935587,0.006337598
-735.456846,1.681598314,0.006442141
-735.456846,1.689261042,0.006548009
-735.456846,1.696923769,0.006655041
-735.456846,1.704586496,0.006763075
-735.456846,1.712249224,0.006871951
-735.456846,1.719911951,0.006981507
-735.456846,1.727574679,0.007091583
-735.456846,1.735237406,0.007202017
-735.456846,1.742900133,0.007312649
-735.456846,1.750562861,0.007423318
-735.456846,1.758225588,0.007533861
-735.456846,1.765888315,0.007644119
-735.456846,1.773551043,0.007753931
-735.456846,1.78121377,0.007863134
-735.456846,1.788876498,0.007971569
-735.456846,1.796539225,0.008079074
-735.456846,1.804201952,0.008185488
-735.456846,1.81186468,0.00829065
-735.456846,1.819527407,0.008394399
-735.456846,1.827190135,0.008496574
-735.456846,1.834852862,0.008597014
-735.456846,1.842515589,0.008695558
-735.456846,1.850178317,0.008792045
-735.456846,1.857841044,0.008886314
-735.456846,1.865503772,0.008978203
-735.456846,1.873166499,0.009067553
-735.456846,1.880829226,0.009154201
-735.456846,1.888491954,0.009237986
-735.456846,1.896154681,0.009318748
-735.456846,1.903817408,0.009396326
-735.456846,1.911480136,0.009470559
-735.456846,1.919142863,0.009541284
-735.456846,1.926805591,0.009608343
-735.456846,1.934468318,0.009671572
-735.456846,1.942131045,0.009730812
-735.456846,1.949793773,0.009785902
-735.456846,1.9574565,0.00983668
-735.456846,1.965119228,0.009882984
-735.456846,1.972781955,0.009924656
-735.456846,1.980444682,0.009961532
-735.456846,1.98810741,0.009993452
-735.456846,1.995770137,0.010020256
-735.456846,2.003432865,0.010041781
-735.456846,2.011095592,0.010057868
-735.456846,2.018758319,0.010068354
-735.456846,2.026421047,0.01007308
-735.456846,2.034083774,0.010071883
-735.456846,2.041746501,0.010064603
-735.456846,2.049409229,0.010051079
-735.456846,2.057071956,0.01003115
-735.456846,2.064734684,0.010004654
-735.456846,2.072397411,0.009971432
-735.456846,2.080060138,0.009931336
-735.456846,2.087722866,0.009884265
-735.456846,2.095385593,0.009830214
-735.456846,2.103048321,0.009769317
-735.456846,2.110711048,0.009701838
-735.456846,2.118373775,0.009628127
-735.456846,2.126036503,0.009548574
-735.456846,2.13369923,0.009463578
-735.456846,2.141361957,0.009373537
-735.456846,2.149024685,0.009278851
-735.456846,2.156687412,0.009179919
-735.456846,2.16435014,0.009077139
-735.456846,2.172012867,0.008970911
-735.456846,2.179675594,0.008861633
-735.456846,2.187338322,0.008749705
-735.456846,2.195001049,0.008635525
-735.456846,2.202663777,0.008519492
-735.456846,2.210326504,0.008402006
-735.456846,2.217989231,0.008283465
-735.456846,2.225651959,0.008164268
-735.456846,2.233314686,0.008044815
-735.456846,2.240977414,0.007925503
-735.456846,2.248640141,0.007806733
-735.456846,2.256302868,0.007688903
-735.456846,2.263965596,0.007572412
-735.456846,2.271628323,0.007457659
-735.456846,2.27929105,0.007345042
-735.456846,2.286953778,0.007234962
-735.456846,2.294616505,0.007127817
-735.456846,2.302279233,0.007024005
-735.456846,2.30994196,0.006923926
-735.456846,2.317604687,0.006827979
-735.456846,2.325267415,0.006736563
-735.456846,2.332930142,0.006650077
-735.456846,2.34059287,0.006568919
-735.456846,2.348255597,0.006493488
-735.456846,2.355918324,0.006424185
-735.456846,2.363581052,0.006361406
-735.456846,2.371243779,0.006305553
-735.456846,2.378906507,0.006257022
-735.456846,2.386569234,0.006216214
-735.456846,2.394231961,0.006183528
-735.456846,2.401894689,0.006159362
-735.456846,2.409557416,0.006144115
-735.456846,2.417220143,0.006138186
-735.456846,2.424882871,0.006141974
-735.456846,2.432545598,0.006155879
-735.456846,2.440208326,0.006180299
-735.456846,2.447871053,0.006215633
-735.456846,2.45553378,0.00626228
-735.456846,2.463196508,0.006320639
-735.456846,2.470859235,0.006391108
-735.456846,2.478521963,0.006474088
-735.456846,2.48618469,0.006569977
-735.456846,2.493847417,0.006679174
-735.456846,2.501510145,0.006802077
-735.456846,2.509172872,0.006939086
-735.456846,2.516835599,0.0070906
-735.456846,2.524498327,0.007257018
-735.456846,2.532161054,0.007438738
-735.456846,2.539823782,0.00763616
-735.456846,2.547486509,0.007849682
-735.456846,2.555149236,0.008079704
-735.456846,2.562811964,0.008326624
-735.456846,2.570474691,0.008590842
-735.456846,2.578137419,0.008872756
-735.456846,2.585800146,0.009172766
-735.456846,2.593462873,0.00949127
-735.456846,2.601125601,0.009828667
-735.456846,2.608788328,0.010185357
-735.456846,2.616451056,0.010561738
-735.456846,2.624113783,0.010958209
-735.456846,2.63177651,0.011375169
-735.456846,2.639439238,0.011813017
-735.456846,2.647101965,0.012272152
-735.456846,2.654764692,0.012752973
-735.456846,2.66242742,0.013255879
-735.456846,2.670090147,0.013781269
-735.456846,2.677752875,0.014329542
-735.456846,2.685415602,0.014901097
-735.456846,2.693078329,0.015496333
-735.456846,2.700741057,0.016115648
-735.456846,2.708403784,0.016759443
-735.456846,2.716066512,0.017428114
-735.456846,2.723729239,0.018122063
-735.456846,2.731391966,0.018841687
-735.456846,2.739054694,0.019587386
-735.456846,2.746717421,0.020359558
-735.456846,2.754380149,0.021158603
-735.456846,2.762042876,0.021984919
-735.456846,2.769705603,0.022838906
-735.456846,2.777368331,0.023720962
-735.456846,2.785031058,0.024631486
-735.456846,2.792693785,0.025570878
-735.456846,2.800356513,0.026539536
-735.456846,2.80801924,0.027537859
-735.456846,2.815681968,0.028525196
-735.456846,2.823344695,0.029417138
-735.456846,2.831007422,0.030092365
-733.9563916,0.539851933,-0.001197542
-733.9563916,0.547514661,-0.001037762
-733.9563916,0.555177388,-0.000825629
-733.9563916,0.562840116,-0.000589133
-733.9563916,0.570502843,-0.000347861
-733.9563916,0.57816557,-0.000111312
-733.9563916,0.585828298,0.000120563
-733.9563916,0.593491025,0.00034781
-733.9563916,0.601153753,0.000570477
-733.9563916,0.60881648,0.000788611
-733.9563916,0.616479207,0.00100226
-733.9563916,0.624141935,0.00121147
-733.9563916,0.631804662,0.001416291
-733.9563916,0.639467389,0.001616768
-733.9563916,0.647130117,0.001812949
-733.9563916,0.654792844,0.002004882
-733.9563916,0.662455572,0.002192613
-733.9563916,0.670118299,0.002376192
-733.9563916,0.677781026,0.002555664
-733.9563916,0.685443754,0.002731077
-733.9563916,0.693106481,0.002902479
-733.9563916,0.700769209,0.003069917
-733.9563916,0.708431936,0.003233439
-733.9563916,0.716094663,0.003393091
-733.9563916,0.723757391,0.003548921
-733.9563916,0.731420118,0.003700977
-733.9563916,0.739082846,0.003849306
-733.9563916,0.746745573,0.003993956
-733.9563916,0.7544083,0.004134973
-733.9563916,0.762071028,0.004272406
-733.9563916,0.769733755,0.004406301
-733.9563916,0.777396482,0.004536707
-733.9563916,0.78505921,0.004663669
-733.9563916,0.792721937,0.004787237
-733.9563916,0.800384665,0.004907456
-733.9563916,0.808047392,0.005024376
-733.9563916,0.815710119,0.005138042
-733.9563916,0.823372847,0.005248503
-733.9563916,0.831035574,0.005355806
-733.9563916,0.838698302,0.005459998
-733.9563916,0.846361029,0.005561126
-733.9563916,0.854023756,0.005659239
-733.9563916,0.861686484,0.005754383
-733.9563916,0.869349211,0.005846606
-733.9563916,0.877011938,0.005935955
-733.9563916,0.884674666,0.006022478
-733.9563916,0.892337393,0.006106221
-733.9563916,0.900000121,0.006187233
-733.9563916,0.907662848,0.006265561
-733.9563916,0.915325575,0.006341253
-733.9563916,0.922988303,0.006414355
-733.9563916,0.93065103,0.006484915
-733.9563916,0.938313758,0.00655298
-733.9563916,0.945976485,0.006618598
-733.9563916,0.953639212,0.006681817
