delta_c/2pi (MHz),Omega_c/2pi (MHz),EIT Amplitude (arb. units)
-21.2405317,2.800356513,0.032855974
-21.2405317,2.80801924,0.033377553
-21.2405317,2.815681968,0.033884456
-21.2405317,2.823344695,0.03433601
-21.2405317,2.831007422,0.034674437
-19.74007726,0.539851933,-0.000869938
-19.74007726,0.547514661,-0.000898362
-19.74007726,0.555177388,-0.000933686
-19.74007726,0.562840116,-0.000969304
-19.74007726,0.570502843,-0.001000843
-19.74007726,0.57816557,-0.001026324
-19.74007726,0.585828298,-0.001045844
-19.74007726,0.593491025,-0.001059497
-19.74007726,0.601153753,-0.001067379
-19.74007726,0.60881648,-0.001069585
-19.74007726,0.616479207,-0.00106621
-19.74007726,0.624141935,-0.001057349
-19.74007726,0.631804662,-0.001043099
-19.74007726,0.639467389,-0.001023554
-19.74007726,0.647130117,-0.00099881
-19.74007726,0.654792844,-0.000968961
-19.74007726,0.662455572,-0.000934104
-19.74007726,0.670118299,-0.000894334
-19.74007726,0.677781026,-0.000849745
-19.74007726,0.685443754,-0.000800434
-19.74007726,0.693106481,-0.000746495
-19.74007726,0.700769209,-0.000688024
-19.74007726,0.708431936,-0.000625116
-19.74007726,0.716094663,-0.000557867
-19.74007726,0.723757391,-0.000486372
-19.74007726,0.731420118,-0.000410725
-19.74007726,0.739082846,-0.000331024
-19.74007726,0.746745573,-0.000247362
-19.74007726,0.7544083,-0.000159836
-19.74007726,0.762071028,-6.85E-05
-19.74007726,0.769733755,2.64E-05
-19.74007726,0.777396482,0.00012498
-19.74007726,0.78505921,0.000227012
-19.74007726,0.792721937,0.000332433
-19.74007726,0.800384665,0.000441147
-19.74007726,0.808047392,0.000553058
-19.74007726,0.815710119,0.000668072
-19.74007726,0.823372847,0.000786092
-19.74007726,0.831035574,0.000907024
-19.74007726,0.838698302,0.001030772
-19.74007726,0.846361029,0.001157241
-19.74007726,0.854023756,0.001286336
-19.74007726,0.861686484,0.001417961
-19.74007726,0.869349211,0.001552021
-19.74007726,0.877011938,0.001688421
-19.74007726,0.884674666,0.001827065
-19.74007726,0.892337393,0.001967858
-19.74007726,0.900000121,0.002110704
-19.74007726,0.907662848,0.002255509
-19.74007726,0.915325575,0.002402177
-19.74007726,0.922988303,0.002550613
-19.74007726,0.93065103,0.002700721
-19.74007726,0.938313758,0.002852406
-19.74007726,0.945976485,0.003005572
-19.74007726,0.953639212,0.003160125
-19.74007726,0.96130194,0.003315969
-19.74007726,0.968964667,0.003473009
-19.74007726,0.976627395,0.003631149
-19.74007726,0.984290122,0.003790295
-19.74007726,0.991952849,0.00395035
-19.74007726,0.999615577,0.004111219
-19.74007726,1.007278304,0.004272808
-19.74007726,1.014941031,0.00443502
-19.74007726,1.022603759,0.004597761
-19.74007726,1.030266486,0.004760935
-19.74007726,1.037929214,0.004924447
-19.74007726,1.045591941,0.005088201
-19.74007726,1.053254668,0.005252102
-19.74007726,1.060917396,0.005416056
-19.74007726,1.068580123,0.005579965
-19.74007726,1.076242851,0.005743736
-19.74007726,1.083905578,0.005907273
-19.74007726,1.091568305,0.00607048
-19.74007726,1.099231033,0.006233263
-19.74007726,1.10689376,0.006395525
-19.74007726,1.114556488,0.006557172
-19.74007726,1.122219215,0.006718108
-19.74007726,1.129881942,0.006878238
-19.74007726,1.13754467,0.007037467
-19.74007726,1.145207397,0.007195699
-19.74007726,1.152870124,0.007352839
-19.74007726,1.160532852,0.007508791
-19.74007726,1.168195579,0.007663461
-19.74007726,1.175858307,0.007816753
-19.74007726,1.183521034,0.007968571
-19.74007726,1.191183761,0.008118821
-19.74007726,1.198846489,0.008267406
-19.74007726,1.206509216,0.008414232
-19.74007726,1.214171944,0.008559204
-19.74007726,1.221834671,0.008702225
-19.74007726,1.229497398,0.008843202
-19.74007726,1.237160126,0.008982037
-19.74007726,1.244822853,0.009118637
-19.74007726,1.25248558,0.009252905
-19.74007726,1.260148308,0.009384747
-19.74007726,1.267811035,0.009514067
-19.74007726,1.275473763,0.009640769
-19.74007726,1.28313649,0.009764759
-19.74007726,1.290799217,0.009885941
-19.74007726,1.298461945,0.01000422
-19.74007726,1.306124672,0.0101195
-19.74007726,1.3137874,0.010231686
-19.74007726,1.321450127,0.010340684
-19.74007726,1.329112854,0.010446396
-19.74007726,1.336775582,0.010548729
-19.74007726,1.344438309,0.010647586
-19.74007726,1.352101037,0.010742873
-19.74007726,1.359763764,0.010834494
-19.74007726,1.367426491,0.010922354
-19.74007726,1.375089219,0.011006358
-19.74007726,1.382751946,0.011086409
-19.74007726,1.390414673,0.011162414
-19.74007726,1.398077401,0.011234276
-19.74007726,1.405740128,0.0113019
-19.74007726,1.413402856,0.011365191
-19.74007726,1.421065583,0.011424054
-19.74007726,1.42872831,0.011478392
-19.74007726,1.436391038,0.011528112
-19.74007726,1.444053765,0.011573118
-19.74007726,1.451716493,0.011613313
-19.74007726,1.45937922,0.011648604
-19.74007726,1.467041947,0.011678894
-19.74007726,1.474704675,0.011704088
-19.74007726,1.482367402,0.011724092
-19.74007726,1.49003013,0.011738809
-19.74007726,1.497692857,0.011748144
-19.74007726,1.505355584,0.011752002
-19.74007726,1.513018312,0.011750288
-19.74007726,1.520681039,0.011742907
-19.74007726,1.528343766,0.01172977
-19.74007726,1.536006494,0.011710814
-19.74007726,1.543669221,0.011686022
-19.74007726,1.551331949,0.011655445
-19.74007726,1.558994676,0.011619198
-19.74007726,1.566657403,0.011577439
-19.74007726,1.574320131,0.011530341
-19.74007726,1.581982858,0.011478085
-19.74007726,1.589645586,0.011420848
-19.74007726,1.597308313,0.01135881
-19.74007726,1.60497104,0.01129215
-19.74007726,1.612633768,0.011221047
-19.74007726,1.620296495,0.01114568
-19.74007726,1.627959223,0.011066227
-19.74007726,1.63562195,0.010982869
-19.74007726,1.643284677,0.010895784
-19.74007726,1.650947405,0.01080515
-19.74007726,1.658610132,0.010711147
-19.74007726,1.666272859,0.010613955
-19.74007726,1.673935587,0.010513751
-19.74007726,1.681598314,0.010410715
-19.74007726,1.689261042,0.010305027
-19.74007726,1.696923769,0.010196864
-19.74007726,1.704586496,0.010086406
-19.74007726,1.712249224,0.009973832
-19.74007726,1.719911951,0.009859321
-19.74007726,1.727574679,0.009743052
-19.74007726,1.735237406,0.009625205
-19.74007726,1.742900133,0.009505957
-19.74007726,1.750562861,0.009385488
-19.74007726,1.758225588,0.009263977
-19.74007726,1.765888315,0.009141603
-19.74007726,1.773551043,0.009018546
-19.74007726,1.78121377,0.008894983
-19.74007726,1.788876498,0.008771095
-19.74007726,1.796539225,0.008647059
-19.74007726,1.804201952,0.008523056
-19.74007726,1.81186468,0.008399264
-19.74007726,1.819527407,0.008275861
-19.74007726,1.827190135,0.008153028
-19.74007726,1.834852862,0.008030943
-19.74007726,1.842515589,0.007909785
-19.74007726,1.850178317,0.007789734
-19.74007726,1.857841044,0.007670967
-19.74007726,1.865503772,0.007553665
-19.74007726,1.873166499,0.007438005
-19.74007726,1.880829226,0.007324168
-19.74007726,1.888491954,0.007212332
-19.74007726,1.896154681,0.007102677
-19.74007726,1.903817408,0.00699538
-19.74007726,1.911480136,0.006890621
-19.74007726,1.919142863,0.00678858
-19.74007726,1.926805591,0.006689435
-19.74007726,1.934468318,0.006593365
-19.74007726,1.942131045,0.00650055
-19.74007726,1.949793773,0.006411168
-19.74007726,1.9574565,0.006325397
-19.74007726,1.965119228,0.006243419
-19.74007726,1.972781955,0.00616541
-19.74007726,1.980444682,0.006091551
-19.74007726,1.98810741,0.00602202
-19.74007726,1.995770137,0.005956996
-19.74007726,2.003432865,0.005896658
-19.74007726,2.011095592,0.005841186
-19.74007726,2.018758319,0.005790758
-19.74007726,2.026421047,0.005745553
-19.74007726,2.034083774,0.005705751
-19.74007726,2.041746501,0.00567153
-19.74007726,2.049409229,0.00564307
-19.74007726,2.057071956,0.005620548
-19.74007726,2.064734684,0.005604145
-19.74007726,2.072397411,0.005594039
-19.74007726,2.080060138,0.005590405
-19.74007726,2.087722866,0.0055934
-19.74007726,2.095385593,0.005603151
-19.74007726,2.103048321,0.005619734
-19.74007726,2.110711048,0.005643184
-19.74007726,2.118373775,0.005673504
-19.74007726,2.126036503,0.005710684
-19.74007726,2.13369923,0.00575471
-19.74007726,2.141361957,0.00580557
-19.74007726,2.149024685,0.00586325
-19.74007726,2.156687412,0.005927738
-19.74007726,2.16435014,0.00599902
-19.74007726,2.172012867,0.006077083
-19.74007726,2.179675594,0.006161914
-19.74007726,2.187338322,0.0062535
-19.74007726,2.195001049,0.006351827
-19.74007726,2.202663777,0.006456882
-19.74007726,2.210326504,0.006568653
-19.74007726,2.217989231,0.006687127
-19.74007726,2.225651959,0.006812289
-19.74007726,2.233314686,0.006944127
-19.74007726,2.240977414,0.007082627
-19.74007726,2.248640141,0.007227778
-19.74007726,2.256302868,0.007379564
-19.74007726,2.263965596,0.007537974
-19.74007726,2.271628323,0.007702995
-19.74007726,2.27929105,0.007874612
-19.74007726,2.286953778,0.008052813
-19.74007726,2.294616505,0.008237585
-19.74007726,2.302279233,0.008428914
-19.74007726,2.30994196,0.008626788
-19.74007726,2.317604687,0.008831193
-19.74007726,2.325267415,0.009042116
-19.74007726,2.332930142,0.009259544
-19.74007726,2.34059287,0.009483464
-19.74007726,2.348255597,0.009713862
-19.74007726,2.355918324,0.009950727
-19.74007726,2.363581052,0.010194043
-19.74007726,2.371243779,0.010443799
-19.74007726,2.378906507,0.010699981
-19.74007726,2.386569234,0.010962576
-19.74007726,2.394231961,0.011231571
-19.74007726,2.401894689,0.011506952
-19.74007726,2.409557416,0.011788707
-19.74007726,2.417220143,0.012076822
-19.74007726,2.424882871,0.012371285
-19.74007726,2.432545598,0.012672082
-19.74007726,2.440208326,0.012979199
-19.74007726,2.447871053,0.013292625
-19.74007726,2.45553378,0.013612345
-19.74007726,2.463196508,0.013938347
-19.74007726,2.470859235,0.014270617
-19.74007726,2.478521963,0.014609142
-19.74007726,2.48618469,0.014953909
-19.74007726,2.493847417,0.015304905
-19.74007726,2.501510145,0.015662117
-19.74007726,2.509172872,0.016025532
-19.74007726,2.516835599,0.016395136
-19.74007726,2.524498327,0.016770917
-19.74007726,2.532161054,0.017152861
-19.74007726,2.539823782,0.017540954
-19.74007726,2.547486509,0.017935185
-19.74007726,2.555149236,0.01833554
-19.74007726,2.562811964,0.018742005
-19.74007726,2.570474691,0.019154567
-19.74007726,2.578137419,0.019573214
-19.74007726,2.585800146,0.019997933
-19.74007726,2.593462873,0.020428709
-19.74007726,2.601125601,0.02086553
-19.74007726,2.608788328,0.021308383
-19.74007726,2.616451056,0.021757254
-19.74007726,2.624113783,0.022212131
-19.74007726,2.63177651,0.022673001
-19.74007726,2.639439238,0.023139849
-19.74007726,2.647101965,0.023612663
-19.74007726,2.654764692,0.024091431
-19.74007726,2.66242742,0.024576138
-19.74007726,2.670090147,0.025066772
-19.74007726,2.677752875,0.025563319
-19.74007726,2.685415602,0.026065766
-19.74007726,2.693078329,0.026574101
-19.74007726,2.700741057,0.02708831
-19.74007726,2.708403784,0.027608379
-19.74007726,2.716066512,0.028134297
-19.74007726,2.723729239,0.028666048
-19.74007726,2.731391966,0.029203622
-19.74007726,2.739054694,0.029747003
-19.74007726,2.746717421,0.03029618
-19.74007726,2.754380149,0.030851139
-19.74007726,2.762042876,0.031411866
-19.74007726,2.769705603,0.03197835
-19.74007726,2.777368331,0.032550576
-19.74007726,2.785031058,0.033128531
-19.74007726,2.792693785,0.033712202
-19.74007726,2.800356513,0.034301577
-19.74007726,2.80801924,0.034896642
-19.74007726,2.815681968,0.035474755
-19.74007726,2.823344695,0.035989587
-19.74007726,2.831007422,0.036375353
-18.23962282,0.539851933,-0.000393745
-18.23962282,0.547514661,-0.000405066
-18.23962282,0.555177388,-0.000417771
-18.23962282,0.562840116,-0.000428306
-18.23962282,0.570502843,-0.000434432
-18.23962282,0.57816557,-0.000435197
-18.23962282,0.585828298,-0.00043069
-18.23962282,0.593491025,-0.000421
-18.23962282,0.601153753,-0.000406217
-18.23962282,0.60881648,-0.000386429
-18.23962282,0.616479207,-0.000361724
-18.23962282,0.624141935,-0.000332193
-18.23962282,0.631804662,-0.000297923
-18.23962282,0.639467389,-0.000259004
-18.23962282,0.647130117,-0.000215524
-18.23962282,0.654792844,-0.000167573
-18.23962282,0.662455572,-0.000115239
-18.23962282,0.670118299,-5.86E-05
-18.23962282,0.677781026,2.22E-06
-18.23962282,0.685443754,6.72E-05
-18.23962282,0.693106481,0.000136146
-18.23962282,0.700769209,0.00020906
-18.23962282,0.708431936,0.000285824
-18.23962282,0.716094663,0.000366348
-18.23962282,0.723757391,0.000450543
-18.23962282,0.731420118,0.000538321
-18.23962282,0.739082846,0.000629593
-18.23962282,0.746745573,0.00072427
-18.23962282,0.7544083,0.000822263
-18.23962282,0.762071028,0.000923483
-18.23962282,0.769733755,0.001027841
-18.23962282,0.777396482,0.001135249
-18.23962282,0.78505921,0.001245617
-18.23962282,0.792721937,0.001358857
-18.23962282,0.800384665,0.001474879
-18.23962282,0.808047392,0.001593595
-18.23962282,0.815710119,0.001714916
-18.23962282,0.823372847,0.001838752
-18.23962282,0.831035574,0.001965016
-18.23962282,0.838698302,0.002093618
-18.23962282,0.846361029,0.00222447
-18.23962282,0.854023756,0.002357482
-18.23962282,0.861686484,0.002492565
-18.23962282,0.869349211,0.002629631
-18.23962282,0.877011938,0.002768591
-18.23962282,0.884674666,0.002909355
-18.23962282,0.892337393,0.003051836
-18.23962282,0.900000121,0.003195943
-18.23962282,0.907662848,0.003341589
-18.23962282,0.915325575,0.003488684
-18.23962282,0.922988303,0.00363714
-18.23962282,0.93065103,0.003786866
-18.23962282,0.938313758,0.003937776
-18.23962282,0.945976485,0.004089779
-18.23962282,0.953639212,0.004242787
-18.23962282,0.96130194,0.004396711
-18.23962282,0.968964667,0.004551462
-18.23962282,0.976627395,0.004706951
-18.23962282,0.984290122,0.00486309
-18.23962282,0.991952849,0.005019788
-18.23962282,0.999615577,0.005176959
-18.23962282,1.007278304,0.005334511
-18.23962282,1.014941031,0.005492358
-18.23962282,1.022603759,0.005650409
-18.23962282,1.030266486,0.005808576
-18.23962282,1.037929214,0.00596677
-18.23962282,1.045591941,0.006124903
-18.23962282,1.053254668,0.006282884
-18.23962282,1.060917396,0.006440626
-18.23962282,1.068580123,0.006598039
-18.23962282,1.076242851,0.006755035
-18.23962282,1.083905578,0.006911524
-18.23962282,1.091568305,0.007067419
-18.23962282,1.099231033,0.007222629
-18.23962282,1.10689376,0.007377066
-18.23962282,1.114556488,0.007530641
-18.23962282,1.122219215,0.007683265
-18.23962282,1.129881942,0.00783485
-18.23962282,1.13754467,0.007985306
-18.23962282,1.145207397,0.008134545
-18.23962282,1.152870124,0.008282477
-18.23962282,1.160532852,0.008429014
-18.23962282,1.168195579,0.008574067
-18.23962282,1.175858307,0.008717547
-18.23962282,1.183521034,0.008859364
-18.23962282,1.191183761,0.008999431
-18.23962282,1.198846489,0.009137659
-18.23962282,1.206509216,0.009273957
-18.23962282,1.214171944,0.009408239
-18.23962282,1.221834671,0.009540413
-18.23962282,1.229497398,0.009670393
-18.23962282,1.237160126,0.009798088
-18.23962282,1.244822853,0.00992341
-18.23962282,1.25248558,0.01004627
-18.23962282,1.260148308,0.01016658
-18.23962282,1.267811035,0.010284249
-18.23962282,1.275473763,0.01039919
-18.23962282,1.28313649,0.010511314
-18.23962282,1.290799217,0.010620531
-18.23962282,1.298461945,0.010726753
-18.23962282,1.306124672,0.01082989
-18.23962282,1.3137874,0.010929855
-18.23962282,1.321450127,0.011026557
-18.23962282,1.329112854,0.011119909
-18.23962282,1.336775582,0.01120982
-18.23962282,1.344438309,0.011296203
-18.23962282,1.352101037,0.011378969
-18.23962282,1.359763764,0.011458028
-18.23962282,1.367426491,0.011533292
-18.23962282,1.375089219,0.011604671
-18.23962282,1.382751946,0.011672078
-18.23962282,1.390414673,0.011735422
-18.23962282,1.398077401,0.011794615
-18.23962282,1.405740128,0.011849569
-18.23962282,1.413402856,0.011900194
-18.23962282,1.421065583,0.011946401
-18.23962282,1.42872831,0.011988102
-18.23962282,1.436391038,0.012025208
-18.23962282,1.444053765,0.012057629
-18.23962282,1.451716493,0.012085277
-18.23962282,1.45937922,0.012108063
-18.23962282,1.467041947,0.012125898
-18.23962282,1.474704675,0.012138693
-18.23962282,1.482367402,0.01214636
-18.23962282,1.49003013,0.012148809
-18.23962282,1.497692857,0.012145951
-18.23962282,1.505355584,0.012137698
-18.23962282,1.513018312,0.012123961
-18.23962282,1.520681039,0.012104651
-18.23962282,1.528343766,0.012079686
-18.23962282,1.536006494,0.012049009
-18.23962282,1.543669221,0.012012605
-18.23962282,1.551331949,0.011970531
-18.23962282,1.558994676,0.011922901
-18.23962282,1.566657403,0.011869874
-18.23962282,1.574320131,0.011811622
-18.23962282,1.581982858,0.011748324
-18.23962282,1.589645586,0.01168016
-18.23962282,1.597308313,0.011607306
-18.23962282,1.60497104,0.011529943
-18.23962282,1.612633768,0.011448247
-18.23962282,1.620296495,0.011362398
-18.23962282,1.627959223,0.011272573
-18.23962282,1.63562195,0.011178952
-18.23962282,1.643284677,0.011081713
-18.23962282,1.650947405,0.010981034
-18.23962282,1.658610132,0.010877094
-18.23962282,1.666272859,0.01077007
-18.23962282,1.673935587,0.010660143
-18.23962282,1.681598314,0.010547489
-18.23962282,1.689261042,0.010432287
-18.23962282,1.696923769,0.010314717
-18.23962282,1.704586496,0.010194956
-18.23962282,1.712249224,0.010073182
-18.23962282,1.719911951,0.009949574
-18.23962282,1.727574679,0.009824311
-18.23962282,1.735237406,0.009697571
-18.23962282,1.742900133,0.009569533
-18.23962282,1.750562861,0.009440374
-18.23962282,1.758225588,0.009310273
-18.23962282,1.765888315,0.009179409
-18.23962282,1.773551043,0.009047961
-18.23962282,1.78121377,0.008916105
-18.23962282,1.788876498,0.008784022
-18.23962282,1.796539225,0.00865189
-18.23962282,1.804201952,0.008519886
-18.23962282,1.81186468,0.008388189
-18.23962282,1.819527407,0.008256978
-18.23962282,1.827190135,0.008126432
-18.23962282,1.834852862,0.007996727
-18.23962282,1.842515589,0.007868044
-18.23962282,1.850178317,0.007740561
-18.23962282,1.857841044,0.007614455
-18.23962282,1.865503772,0.007489905
-18.23962282,1.873166499,0.007367091
-18.23962282,1.880829226,0.007246189
-18.23962282,1.888491954,0.007127379
-18.23962282,1.896154681,0.007010839
-18.23962282,1.903817408,0.006896748
-18.23962282,1.911480136,0.006785284
-18.23962282,1.919142863,0.006676624
-18.23962282,1.926805591,0.006570949
-18.23962282,1.934468318,0.006468436
-18.23962282,1.942131045,0.006369263
-18.23962282,1.949793773,0.00627361
-18.23962282,1.9574565,0.006181654
-18.23962282,1.965119228,0.006093574
-18.23962282,1.972781955,0.006009548
-18.23962282,1.980444682,0.005929755
-18.23962282,1.98810741,0.005854373
-18.23962282,1.995770137,0.005783581
-18.23962282,2.003432865,0.005717558
-18.23962282,2.011095592,0.00565648
-18.23962282,2.018758319,0.005600528
-18.23962282,2.026421047,0.005549879
-18.23962282,2.034083774,0.005504711
-18.23962282,2.041746501,0.005465204
-18.23962282,2.049409229,0.005431536
-18.23962282,2.057071956,0.005403885
-18.23962282,2.064734684,0.005382429
-18.23962282,2.072397411,0.005367347
-18.23962282,2.080060138,0.005358813
-18.23962282,2.087722866,0.005356987
-18.23962282,2.095385593,0.005361997
-18.23962282,2.103048321,0.005373931
-18.23962282,2.110711048,0.005392835
-18.23962282,2.118373775,0.005418725
-18.23962282,2.126036503,0.00545161
-18.23962282,2.13369923,0.005491492
-18.23962282,2.141361957,0.005538374
-18.23962282,2.149024685,0.00559226
-18.23962282,2.156687412,0.005653154
-18.23962282,2.16435014,0.005721058
-18.23962282,2.172012867,0.005795977
-18.23962282,2.179675594,0.005877913
-18.23962282,2.187338322,0.005966869
-18.23962282,2.195001049,0.00606285
-18.23962282,2.202663777,0.006165858
-18.23962282,2.210326504,0.006275897
-18.23962282,2.217989231,0.00639297
-18.23962282,2.225651959,0.006517081
-18.23962282,2.233314686,0.006648233
-18.23962282,2.240977414,0.006786429
-18.23962282,2.248640141,0.006931673
-18.23962282,2.256302868,0.007083967
-18.23962282,2.263965596,0.007243316
-18.23962282,2.271628323,0.007409723
-18.23962282,2.27929105,0.007583191
-18.23962282,2.286953778,0.007763723
-18.23962282,2.294616505,0.007951324
-18.23962282,2.302279233,0.008145995
-18.23962282,2.30994196,0.008347741
-18.23962282,2.317604687,0.008556565
-18.23962282,2.325267415,0.00877247
-18.23962282,2.332930142,0.008995459
-18.23962282,2.34059287,0.009225537
-18.23962282,2.348255597,0.009462706
-18.23962282,2.355918324,0.00970697
-18.23962282,2.363581052,0.009958331
-18.23962282,2.371243779,0.010216795
-18.23962282,2.378906507,0.010482363
-18.23962282,2.386569234,0.010755039
-18.23962282,2.394231961,0.011034826
-18.23962282,2.401894689,0.011321729
-18.23962282,2.409557416,0.01161575
-18.23962282,2.417220143,0.011916892
-18.23962282,2.424882871,0.012225159
-18.23962282,2.432545598,0.012540555
-18.23962282,2.440208326,0.012863082
-18.23962282,2.447871053,0.013192745
-18.23962282,2.45553378,0.013529545
-18.23962282,2.463196508,0.013873488
-18.23962282,2.470859235,0.014224575
-18.23962282,2.478521963,0.014582811
-18.23962282,2.48618469,0.014948199
-18.23962282,2.493847417,0.015320742
-18.23962282,2.501510145,0.015700444
-18.23962282,2.509172872,0.016087308
-18.23962282,2.516835599,0.016481337
-18.23962282,2.524498327,0.016882534
-18.23962282,2.532161054,0.017290904
-18.23962282,2.539823782,0.017706449
-18.23962282,2.547486509,0.018129172
-18.23962282,2.555149236,0.018559078
-18.23962282,2.562811964,0.018996169
-18.23962282,2.570474691,0.019440449
-18.23962282,2.578137419,0.019891921
-18.23962282,2.585800146,0.020350589
-18.23962282,2.593462873,0.020816455
-18.23962282,2.601125601,0.021289524
-18.23962282,2.608788328,0.021769799
-18.23962282,2.616451056,0.022257282
-18.23962282,2.624113783,0.022751978
-18.23962282,2.63177651,0.023253889
-18.23962282,2.639439238,0.02376302
-18.23962282,2.647101965,0.024279373
-18.23962282,2.654764692,0.024802952
-18.23962282,2.66242742,0.025333759
-18.23962282,2.670090147,0.0258718
-18.23962282,2.677752875,0.026417076
-18.23962282,2.685415602,0.026969591
-18.23962282,2.693078329,0.027529349
-18.23962282,2.700741057,0.028096353
-18.23962282,2.708403784,0.028670607
-18.23962282,2.716066512,0.029252113
-18.23962282,2.723729239,0.029840875
-18.23962282,2.731391966,0.030436896
-18.23962282,2.739054694,0.03104018
-18.23962282,2.746717421,0.03165073
-18.23962282,2.754380149,0.03226855
-18.23962282,2.762042876,0.032893642
-18.23962282,2.769705603,0.033526011
-18.23962282,2.777368331,0.034165659
-18.23962282,2.785031058,0.034812591
-18.23962282,2.792693785,0.035466808
-18.23962282,2.800356513,0.036128315
-18.23962282,2.80801924,0.036797115
-18.23962282,2.815681968,0.037447642
-18.23962282,2.823344695,0.038027526
-18.23962282,2.831007422,0.038462344
-16.73916837,0.539851933,-0.000414104
-16.73916837,0.547514661,-0.00035385
-16.73916837,0.555177388,-0.000272613
-16.73916837,0.562840116,-0.00018011
-16.73916837,0.570502843,-8.33E-05
-16.73916837,0.57816557,1.45E-05
-16.73916837,0.585828298,0.000113068
-16.73916837,0.593491025,0.000212514
-16.73916837,0.601153753,0.000312773
-16.73916837,0.60881648,0.000413815
-16.73916837,0.616479207,0.000515612
-16.73916837,0.624141935,0.000618134
-16.73916837,0.631804662,0.000721353
-16.73916837,0.639467389,0.000825241
-16.73916837,0.647130117,0.000929767
-16.73916837,0.654792844,0.001034903
-16.73916837,0.662455572,0.001140621
-16.73916837,0.670118299,0.001246891
-16.73916837,0.677781026,0.001353684
-16.73916837,0.685443754,0.001460973
-16.73916837,0.693106481,0.001568727
-16.73916837,0.700769209,0.001676918
-16.73916837,0.708431936,0.001785518
-16.73916837,0.716094663,0.001894496
-16.73916837,0.723757391,0.002003825
-16.73916837,0.731420118,0.002113475
-16.73916837,0.739082846,0.002223419
-16.73916837,0.746745573,0.002333625
-16.73916837,0.7544083,0.002444067
-16.73916837,0.762071028,0.002554715
-16.73916837,0.769733755,0.00266554
-16.73916837,0.777396482,0.002776513
-16.73916837,0.78505921,0.002887606
-16.73916837,0.792721937,0.002998789
-16.73916837,0.800384665,0.003110034
-16.73916837,0.808047392,0.003221312
-16.73916837,0.815710119,0.003332593
-16.73916837,0.823372847,0.00344385
-16.73916837,0.831035574,0.003555053
-16.73916837,0.838698302,0.003666174
-16.73916837,0.846361029,0.003777182
-16.73916837,0.854023756,0.003888051
-16.73916837,0.861686484,0.00399875
-16.73916837,0.869349211,0.004109251
-16.73916837,0.877011938,0.004219525
-16.73916837,0.884674666,0.004329544
-16.73916837,0.892337393,0.004439277
-16.73916837,0.900000121,0.004548697
-16.73916837,0.907662848,0.004657775
-16.73916837,0.915325575,0.004766481
-16.73916837,0.922988303,0.004874787
-16.73916837,0.93065103,0.004982664
-16.73916837,0.938313758,0.005090083
-16.73916837,0.945976485,0.005197015
-16.73916837,0.953639212,0.005303432
-16.73916837,0.96130194,0.005409304
-16.73916837,0.968964667,0.005514603
-16.73916837,0.976627395,0.005619299
-16.73916837,0.984290122,0.005723364
-16.73916837,0.991952849,0.00582677
-16.73916837,0.999615577,0.005929486
-16.73916837,1.007278304,0.006031485
-16.73916837,1.014941031,0.006132737
-16.73916837,1.022603759,0.006233213
-16.73916837,1.030266486,0.006332885
-16.73916837,1.037929214,0.006431724
-16.73916837,1.045591941,0.006529701
-16.73916837,1.053254668,0.006626787
-16.73916837,1.060917396,0.006722954
-16.73916837,1.068580123,0.006818171
-16.73916837,1.076242851,0.006912411
-16.73916837,1.083905578,0.007005645
-16.73916837,1.091568305,0.007097843
-16.73916837,1.099231033,0.007188977
-16.73916837,1.10689376,0.007279018
-16.73916837,1.114556488,0.007367937
-16.73916837,1.122219215,0.007455706
-16.73916837,1.129881942,0.007542295
-16.73916837,1.13754467,0.007627675
-16.73916837,1.145207397,0.007711818
-16.73916837,1.152870124,0.007794695
-16.73916837,1.160532852,0.007876276
-16.73916837,1.168195579,0.007956534
-16.73916837,1.175858307,0.008035439
-16.73916837,1.183521034,0.008112962
-16.73916837,1.191183761,0.008189075
-16.73916837,1.198846489,0.008263748
-16.73916837,1.206509216,0.008336953
-16.73916837,1.214171944,0.008408661
-16.73916837,1.221834671,0.008478842
-16.73916837,1.229497398,0.008547469
-16.73916837,1.237160126,0.008614512
-16.73916837,1.244822853,0.008679943
-16.73916837,1.25248558,0.008743732
-16.73916837,1.260148308,0.00880585
-16.73916837,1.267811035,0.008866269
-16.73916837,1.275473763,0.00892496
-16.73916837,1.28313649,0.008981895
-16.73916837,1.290799217,0.009037043
-16.73916837,1.298461945,0.009090377
-16.73916837,1.306124672,0.009141867
-16.73916837,1.3137874,0.009191484
-16.73916837,1.321450127,0.0092392
-16.73916837,1.329112854,0.009284986
-16.73916837,1.336775582,0.009328814
-16.73916837,1.344438309,0.009370653
-16.73916837,1.352101037,0.009410475
-16.73916837,1.359763764,0.009448252
-16.73916837,1.367426491,0.009483954
-16.73916837,1.375089219,0.009517552
-16.73916837,1.382751946,0.009549019
-16.73916837,1.390414673,0.009578324
-16.73916837,1.398077401,0.00960544
-16.73916837,1.405740128,0.009630336
-16.73916837,1.413402856,0.009652985
-16.73916837,1.421065583,0.009673357
-16.73916837,1.42872831,0.009691424
-16.73916837,1.436391038,0.009707156
-16.73916837,1.444053765,0.009720525
-16.73916837,1.451716493,0.009731502
-16.73916837,1.45937922,0.009740059
-16.73916837,1.467041947,0.009746165
-16.73916837,1.474704675,0.009749793
-16.73916837,1.482367402,0.009750913
-16.73916837,1.49003013,0.009749497
-16.73916837,1.497692857,0.009745515
